index,logits
0,"[0.9998354911804199, 0.0007805713103152812, 0.0006196287577040493, 0.0010100953513756394]"
1,"[0.9998801946640015, 0.0009938906878232956, 0.0006235654000192881, 0.0013372583780437708]"
2,"[0.9944213032722473, 0.00028553727315738797, 0.42503300309181213, 0.00017872454191092402]"
3,"[0.9980586171150208, 0.00011388984421500936, 0.04687003791332245, 0.0005148944910615683]"
4,"[0.9998950958251953, 0.002227258635684848, 0.0005943771102465689, 0.0011071264743804932]"
5,"[0.01314687728881836, 0.00045786116970703006, 0.9992189407348633, 0.0005413778126239777]"
6,"[0.9997714161872864, 0.0005451373872347176, 0.0014845761470496655, 0.0005259376484900713]"
7,"[0.9998252987861633, 0.00048076771781779826, 0.000734688772354275, 0.0024536405690014362]"
8,"[0.001574587426148355, 0.0015057227574288845, 0.002398246433585882, 0.9997602105140686]"
9,"[0.9996432065963745, 0.0006602989160455763, 0.0002614384575281292, 0.0032415713649243116]"
10,"[0.002651018789038062, 0.001834667637012899, 0.9996645450592041, 0.000650721020065248]"
11,"[0.9976904392242432, 0.010728520341217518, 0.016824962571263313, 4.593140693032183e-05]"
12,"[0.9996455907821655, 0.0005694213905371726, 0.0003142335917800665, 0.007119901478290558]"
13,"[0.9997395873069763, 0.000912718940526247, 0.0023727957159280777, 0.00025057277525775135]"
14,"[0.000615121447481215, 0.001440508640371263, 0.9995229244232178, 0.0019161253003403544]"
15,"[0.9881816506385803, 0.00121826003305614, 0.00019920989871025085, 0.20548871159553528]"
16,"[0.001321414951235056, 0.003311144420877099, 0.9991415739059448, 0.0005869105225428939]"
17,"[0.010874776169657707, 0.0012083759065717459, 0.999316930770874, 0.0002993448288179934]"
18,"[0.9979530572891235, 0.027313165366649628, 0.006013292353600264, 4.083772000740282e-05]"
19,"[0.9995549321174622, 0.00034105320810340345, 0.0007656507659703493, 0.0015940237790346146]"
20,"[0.0003130235127173364, 0.9993384480476379, 0.004129261244088411, 0.0005965900490991771]"
21,"[0.0015907941851764917, 0.0016475203447043896, 0.0019086963729932904, 0.9997414946556091]"
22,"[0.0005995421670377254, 0.005767526105046272, 0.0024226177483797073, 0.9993257522583008]"
23,"[0.0010805174242705107, 0.0025848473887890577, 0.0014883626718074083, 0.9996956586837769]"
24,"[0.0011448877630755305, 0.9998037219047546, 0.0015827895840629935, 0.0016365897608920932]"
25,"[0.999738872051239, 0.0004088612331543118, 0.0004889558185823262, 0.00594796659424901]"
26,"[0.9941101670265198, 0.9228293895721436, 3.0265875466284342e-05, 0.010117356665432453]"
27,"[0.9941101670265198, 0.9228293895721436, 3.0265875466284342e-05, 0.010117356665432453]"
28,"[0.0025443353224545717, 0.002219689544290304, 0.0005846844869665802, 0.9996156692504883]"
29,"[0.002111290581524372, 0.0013823544140905142, 0.0015490618534386158, 0.9997158646583557]"
30,"[0.004715438932180405, 0.0007685697637498379, 0.00115289818495512, 0.9995051622390747]"
31,"[0.9965315461158752, 0.0002872131299227476, 0.0004368485533632338, 0.02829854004085064]"
32,"[0.0006204184610396624, 0.039506927132606506, 0.0008255198481492698, 0.9982775449752808]"
33,"[0.0012015707325190306, 0.0018376529915258288, 0.0020872282329946756, 0.9997077584266663]"
34,"[0.001343975542113185, 0.0020317654125392437, 0.0017214114777743816, 0.9997113347053528]"
35,"[0.0008053703350014985, 0.003902401775121689, 0.0019416192080825567, 0.9994612336158752]"
36,"[7.972635648911819e-05, 0.321254700422287, 0.005911340471357107, 0.9840196371078491]"
37,"[0.00041611905908212066, 0.9992747902870178, 0.0022233021445572376, 0.0036104097962379456]"
38,"[0.6375272870063782, 0.00027112202951684594, 0.0004644325817935169, 0.978597104549408]"
39,"[0.0002734037407208234, 0.07036752998828888, 0.001154567115008831, 0.9984449744224548]"
40,"[0.003021196462213993, 0.0007469829288311303, 0.001612681895494461, 0.99954754114151]"
41,"[0.0018476123223081231, 0.0013521215878427029, 0.0016942103393375874, 0.9996960163116455]"
42,"[0.0006392176146619022, 0.010890605859458447, 0.0009288683068007231, 0.998747706413269]"
43,"[0.0012619465123862028, 0.002457019407302141, 0.0012594902655109763, 0.9996895790100098]"
44,"[0.002804633229970932, 0.000967335538007319, 0.001301758224144578, 0.999308705329895]"
45,"[0.0006028856732882559, 0.9986675977706909, 0.004544072784483433, 0.00030719637288711965]"
46,"[0.007245234213769436, 0.8808298110961914, 0.18358612060546875, 5.365491597331129e-05]"
47,"[0.002342448104172945, 0.9998577833175659, 0.0006762793636880815, 0.0008693690178915858]"
48,"[0.022785654291510582, 0.9997690320014954, 0.000640212616417557, 0.00032030680449679494]"
49,"[0.9997968077659607, 0.0005929685430601239, 0.0006441615405492485, 0.0012904597679153085]"
50,"[0.0015778180677443743, 0.0021341037936508656, 0.0008752341382205486, 0.9995889067649841]"
51,"[0.005391029641032219, 0.9998302459716797, 0.00037229235749691725, 0.001002281322143972]"
52,"[0.0011959956027567387, 0.00634985463693738, 0.9995967745780945, 0.00046014421968720853]"
53,"[0.0010265762684866786, 0.9998036026954651, 0.0008974893135018647, 0.0008219562587328255]"
54,"[0.0006794053479097784, 0.9998007416725159, 0.0009278127108700573, 0.0017174850217998028]"
55,"[0.0005286892410367727, 0.999578058719635, 0.0017091254703700542, 0.0007668531616218388]"
56,"[0.0011092351051047444, 0.9998076558113098, 0.0009015875984914601, 0.000803544360678643]"
57,"[0.7929955124855042, 0.9520270228385925, 3.1562864023726434e-05, 0.0012319320812821388]"
58,"[0.001010700361803174, 0.9998132586479187, 0.0007751239463686943, 0.0010734724346548319]"
59,"[0.9984519481658936, 0.15126873552799225, 0.0001168844464700669, 0.0003292073088232428]"
60,"[0.001072925515472889, 0.9998428821563721, 0.0007945694378577173, 0.0013996795751154423]"
61,"[0.0012177930912002921, 0.9998444318771362, 0.0007412762497551739, 0.0011237913277000189]"
62,"[0.0011714675929397345, 0.9998310804367065, 0.0008412026800215244, 0.0008728402317501605]"
63,"[0.0012750322930514812, 0.9998511075973511, 0.0006471909582614899, 0.001445125788450241]"
64,"[0.0014697619481012225, 0.9998490810394287, 0.0009106038487516344, 0.0007884262013249099]"
65,"[0.000697827257681638, 0.9997596144676208, 0.0011757060419768095, 0.0009647718397900462]"
66,"[0.0011301968479529023, 0.9998568296432495, 0.000812149082776159, 0.0012579442700371146]"
67,"[0.0013857471058145165, 0.0019177080830559134, 0.0015517990104854107, 0.9996371269226074]"
68,"[0.0008010516758076847, 0.008874994702637196, 0.0008708671666681767, 0.9978119134902954]"
69,"[0.9956949949264526, 0.01459519099444151, 3.096347427344881e-05, 0.004525582306087017]"
70,"[0.9997568726539612, 0.0004176534421276301, 0.000820659042801708, 0.0017034917837008834]"
71,"[0.9873281121253967, 0.9612907767295837, 0.0008109562913887203, 0.0001587026345077902]"
72,"[0.0019505779491737485, 0.0030109358485788107, 0.0007364559569396079, 0.9997052550315857]"
73,"[0.00044762081233784556, 0.9995067119598389, 0.0030908070039004087, 0.0005708146491087973]"
74,"[0.9999005794525146, 0.0014154014643281698, 0.0005991048528812826, 0.0016845904756337404]"
75,"[0.7469761371612549, 0.6723509430885315, 0.00026605973835103214, 0.00017969615873880684]"
76,"[0.0038590221665799618, 0.9996672868728638, 0.00019550070283003151, 0.04286617413163185]"
77,"[0.0012404491426423192, 0.9998466968536377, 0.00087331811664626, 0.000881267711520195]"
78,"[0.0006898202700540423, 0.608068585395813, 0.000289272255031392, 0.9783209562301636]"
79,"[0.003272534580901265, 0.9994233846664429, 0.00021203490905463696, 0.001438449020497501]"
80,"[0.4205217659473419, 0.8557724952697754, 8.958976104622707e-05, 0.0004042700747959316]"
81,"[0.0018625532975420356, 0.0019797130953520536, 0.0015029545174911618, 0.9997796416282654]"
82,"[0.9802926182746887, 0.1845182329416275, 5.1914532377850264e-05, 0.0004598975647240877]"
83,"[0.9998915195465088, 0.01005944050848484, 0.0003444700560066849, 0.008089975453913212]"
84,"[0.9284901022911072, 0.9975091218948364, 0.0005042616976425052, 0.0005828194553032517]"
85,"[0.9992347955703735, 0.1567866951227188, 4.754670226247981e-05, 0.0027050969656556845]"
86,"[0.03376571089029312, 0.009589070454239845, 6.511988613056019e-05, 0.9926030039787292]"
87,"[0.9996871948242188, 0.0007059772033244371, 0.0003738704835996032, 0.0016463082283735275]"
88,"[0.9989381432533264, 0.0003465605550445616, 0.00039830742753110826, 0.06254783272743225]"
89,"[0.2968846261501312, 0.0004943698877468705, 0.00029771169647574425, 0.9865089058876038]"
90,"[0.9997451901435852, 0.0006301924004219472, 0.0009608211112208664, 0.0006062189931981266]"
91,"[0.006081380415707827, 0.8893329501152039, 8.223058830481023e-05, 0.1188070997595787]"
92,"[0.9996628761291504, 0.0007359609007835388, 0.0008051313925534487, 0.000499274639878422]"
93,"[0.9998123049736023, 0.0007262310828082263, 0.0009723243420012295, 0.0006435642135329545]"
94,"[0.9970546960830688, 0.021669909358024597, 0.009486121125519276, 3.726946306414902e-05]"
95,"[0.9996675252914429, 0.0005890712491236627, 0.0003114021965302527, 0.039154984056949615]"
96,"[0.01303035393357277, 0.9989621639251709, 0.00018438398547004908, 0.0006138263270258904]"
97,"[0.0013671597698703408, 0.18236903846263885, 0.03374354541301727, 0.0021194203291088343]"
98,"[0.9996769428253174, 0.0010554986074566841, 0.0024543958716094494, 0.0002338678896194324]"
99,"[0.0013175600906834006, 0.20905955135822296, 0.00042046536691486835, 0.9459423422813416]"
100,"[0.9997643828392029, 0.0014195058029145002, 0.0006838137633167207, 0.00040301241097040474]"
101,"[0.005358968395739794, 0.0014909812016412616, 0.0004789583326783031, 0.9994764924049377]"
102,"[0.000889744667802006, 0.0028294913936406374, 0.0020180274732410908, 0.9995274543762207]"
103,"[0.0070234318263828754, 7.089537393767387e-05, 0.9980841875076294, 0.034269049763679504]"
104,"[0.0015153411077335477, 0.012611106969416142, 0.0003381089773029089, 0.9986295700073242]"
105,"[0.9998395442962646, 0.0007829905953258276, 0.0005023735575377941, 0.0015386180020868778]"
106,"[0.9997960925102234, 0.0007800603634677827, 0.0012654165038838983, 0.0004675824602600187]"
107,"[0.9997106194496155, 0.0005472101038321853, 0.0004764420446008444, 0.0038574335630983114]"
