index,logits
0,"[0.9999997615814209, 1.3360902357817395e-06, 9.213888461090392e-07, 4.761940886055527e-08]"
1,"[0.9999995231628418, 4.184312729194062e-06, 3.1930751447362127e-06, 7.738375984445156e-08]"
2,"[0.9998239874839783, 9.796176527743228e-07, 0.018263770267367363, 1.779743286078883e-08]"
3,"[0.9999994039535522, 2.7642579425446456e-06, 2.0238022102603281e-07, 1.5204139458546706e-07]"
4,"[1.181274683403899e-06, 2.2731315141300001e-07, 0.9999992847442627, 3.800861136937783e-08]"
5,"[0.9999992847442627, 0.15717960894107819, 2.2828955479781143e-05, 0.9752635955810547]"
6,"[0.9999997615814209, 1.9657625216495944e-06, 1.9381255356165639e-07, 1.8371936505445774e-07]"
7,"[0.9999994039535522, 8.276660992123652e-06, 9.62753361477553e-08, 5.0589367361908444e-08]"
8,"[0.0010349033400416374, 0.9999997615814209, 1.5238383355153928e-07, 3.4307299756619614e-06]"
9,"[1.8044137561901152e-07, 5.686977146979189e-07, 0.9999998807907104, 3.7965975252518547e-07]"
10,"[0.9999998807907104, 6.101054623286473e-06, 2.0575788539645146e-07, 5.086293981548806e-07]"
11,"[1.1949811096201302e-07, 2.6206834036202054e-07, 0.2616758644580841, 0.9997861981391907]"
12,"[0.999998927116394, 8.308019232572406e-07, 9.342462590211653e-07, 5.387347528085229e-07]"
13,"[2.9815310220726587e-09, 0.9991311430931091, 4.631229728602193e-07, 0.7641679644584656]"
14,"[1.8312148313270882e-05, 0.9999953508377075, 0.00026443618116900325, 0.0004354987177066505]"
15,"[0.9999990463256836, 1.7916639990289696e-05, 7.533338930443279e-08, 1.3009702115596156e-07]"
16,"[8.867039582582947e-07, 6.2006915868551e-07, 5.339542781257478e-07, 0.9999998807907104]"
17,"[3.002542996455304e-07, 3.2401896987721557e-06, 5.480474101204891e-07, 0.9999998807907104]"
18,"[7.188717177086801e-07, 0.9999995231628418, 2.0973793652956374e-05, 1.4443065083469264e-05]"
19,"[6.013149800310202e-07, 7.072934522511787e-07, 6.482837875410041e-07, 0.9999998807907104]"
20,"[1.3972743317935965e-06, 5.022427558287745e-07, 7.697237833781401e-07, 0.9999998807907104]"
21,"[1.4131435932540626e-07, 2.438702324525366e-07, 1.900958341138903e-05, 0.9999998807907104]"
22,"[4.631949366284971e-07, 8.416355399276654e-07, 5.554545055019844e-07, 0.9999997615814209]"
23,"[1.9224463798650504e-08, 0.7502181529998779, 0.9269967675209045, 0.0004302481247577816]"
24,"[2.4657869289512746e-05, 7.296500825759722e-07, 1.6226758248194528e-07, 0.9999971389770508]"
25,"[4.0576117044111015e-07, 0.0008375970064662397, 3.207549355010997e-07, 0.9999997615814209]"
26,"[0.9999997615814209, 2.6055172384076286e-06, 5.443942541205615e-07, 2.712214381972444e-07]"
27,"[1.510803038229369e-08, 0.9999998807907104, 2.0359780137368944e-06, 1.0528557936595462e-07]"
28,"[0.000131697190226987, 1.068877509169397e-06, 6.65417871914542e-07, 0.9999998807907104]"
29,"[1.6371856759178627e-08, 0.9999998807907104, 1.4867894151393557e-06, 2.2602846172503632e-07]"
30,"[6.918453436810523e-07, 9.388608305016533e-05, 2.329417583268878e-07, 1.0]"
31,"[0.0006754694040864706, 0.9662731885910034, 0.20330806076526642, 0.019647393375635147]"
32,"[2.1950415884930408e-06, 6.634156193285889e-07, 5.58002966499771e-07, 0.9999985694885254]"
33,"[7.132209134397272e-07, 6.360116344694688e-07, 4.1414782003812434e-07, 1.0]"
34,"[2.434401267237263e-07, 0.9999998807907104, 9.105674507736694e-07, 1.0551254803203847e-07]"
35,"[2.2557832934921862e-08, 1.0, 2.5922547592927003e-06, 3.6537682035486796e-07]"
36,"[1.0087374846534658e-07, 0.18270906805992126, 7.829788017943429e-08, 0.9999666213989258]"
37,"[4.8015116327349006e-09, 0.9999997615814209, 1.7972830335111212e-07, 0.0006774421199224889]"
38,"[2.1990592813381227e-07, 0.9999998807907104, 1.6841183025917417e-07, 2.381764687697796e-07]"
39,"[0.00012165934458607808, 4.815124157175887e-07, 7.137157354009105e-08, 0.9999966621398926]"
40,"[8.697520570422057e-08, 0.9999998807907104, 2.0799368485313607e-06, 2.4584039692854276e-07]"
41,"[1.3589067648922537e-08, 0.9998409748077393, 1.2773971036494913e-07, 0.23212799429893494]"
42,"[2.143956834288474e-08, 0.9999998807907104, 2.213046627730364e-06, 1.1103925601219089e-07]"
43,"[6.070631997090459e-08, 1.0, 1.0351473065384198e-06, 1.0203420686138998e-07]"
44,"[5.537915370723567e-08, 1.0, 7.080262548697647e-06, 7.153967658268812e-07]"
45,"[6.70354936005424e-08, 0.9999998807907104, 2.1555489126967586e-07, 1.097790459425596e-06]"
46,"[8.50336974167476e-08, 1.0, 1.5125638128665742e-06, 4.755364955144614e-07]"
47,"[3.1056000437956754e-08, 0.9999998807907104, 3.958856723329518e-06, 3.8693306692039187e-07]"
48,"[0.999998927116394, 5.480324489326449e-06, 2.057068826388786e-07, 5.499143753695535e-07]"
49,"[1.872283483805859e-08, 0.9999998807907104, 2.4223847958637634e-06, 1.0084163193369022e-07]"
50,"[0.6378770470619202, 4.522396235273618e-09, 0.35762524604797363, 0.012368258088827133]"
51,"[0.0004699377459473908, 0.999976634979248, 9.398081033396011e-07, 3.6404897400643677e-05]"
52,"[4.2826727053579816e-07, 1.0406695309939096e-06, 1.018138163999538e-06, 0.9999998807907104]"
53,"[0.9999996423721313, 8.190019434550777e-05, 2.585755254358446e-08, 2.5597487365303095e-06]"
54,"[1.0771992720037815e-06, 4.489015452691092e-07, 8.057332934185979e-07, 0.9999997615814209]"
55,"[6.242784422738623e-08, 0.9999998807907104, 3.335888095534756e-06, 9.063537476095007e-08]"
56,"[7.062959639370092e-08, 1.0, 7.759272193652578e-07, 8.969399090119623e-08]"
57,"[0.9974831938743591, 0.10649166256189346, 3.8562490090043866e-08, 4.904101125191573e-09]"
58,"[0.9999992847442627, 2.2449647076427937e-05, 1.694079827530004e-07, 3.4026999173875083e-07]"
59,"[0.999998927116394, 7.902786478553026e-07, 1.314683913733461e-06, 2.7669173505273648e-05]"
60,"[5.9196537449679454e-08, 0.9999998807907104, 7.384857781289611e-06, 5.746166209519288e-08]"
61,"[5.2608442047130666e-08, 0.9999998807907104, 2.717563802434597e-06, 2.1404842698302673e-07]"
62,"[0.006284656468778849, 0.999433696269989, 3.8997853835098795e-08, 1.553795300424099e-05]"
63,"[1.842732721968332e-08, 0.9999998807907104, 8.316253115481231e-06, 2.6766491600938025e-07]"
64,"[6.954360998179254e-08, 0.07017506659030914, 6.721422352029549e-08, 0.9999313354492188]"
65,"[2.0253751245036256e-06, 0.9999997615814209, 6.626713684454444e-07, 1.4620367494444508e-07]"
66,"[0.9999967813491821, 0.0009141332120634615, 9.115892680711113e-06, 1.0646859891494387e-06]"
67,"[3.959354799576431e-08, 1.0, 1.1110126933999709e-06, 1.1150043377483598e-07]"
68,"[5.912339950953083e-09, 0.9999992847442627, 3.2363280411118467e-07, 0.00019709386106114835]"
69,"[3.5527370982890716e-06, 3.3073595204768935e-06, 2.4906086082410184e-07, 1.0]"
70,"[0.9996780157089233, 5.551364301936701e-05, 1.0596025390441355e-07, 0.0003833254158962518]"
71,"[0.0009288568398915231, 0.27095964550971985, 3.591270069591701e-05, 0.23557190597057343]"
72,"[0.9999850988388062, 0.0010112503077834845, 0.00036441339761950076, 5.669119673257228e-06]"
73,"[1.8639495920069749e-06, 5.973250267743424e-07, 1.6745204334256414e-07, 0.9999998807907104]"
74,"[0.0004890110576525331, 5.163858077139594e-06, 4.582056192248274e-07, 0.9999806880950928]"
75,"[0.0025321899447590113, 0.9405287504196167, 2.162649980164133e-05, 1.0323866263206583e-05]"
76,"[9.821425919653848e-05, 2.102621365906998e-08, 0.32045939564704895, 0.9998452663421631]"
77,"[7.528810965595767e-05, 0.998218834400177, 5.19277110200278e-09, 0.27417847514152527]"
78,"[0.9999995231628418, 4.999726115784142e-06, 4.406575442317262e-07, 6.686660185550863e-07]"
79,"[1.0349084504923667e-06, 1.0, 1.6774287360021845e-05, 9.362423725178814e-07]"
80,"[3.651915108093817e-07, 1.0666118441804429e-06, 5.30499278283969e-07, 0.9999998807907104]"
81,"[0.0001954270846908912, 0.08971225470304489, 1.651105208111403e-06, 0.9696165919303894]"
82,"[0.9999998807907104, 2.4980688522191485e-06, 1.8096405085543665e-07, 7.557156322945957e-08]"
83,"[0.9999990463256836, 2.142138146155048e-05, 1.1585212632780895e-05, 4.3954068473794905e-07]"
84,"[0.9999996423721313, 2.815405878209276e-06, 3.8937616864131996e-07, 2.2186667081314226e-07]"
85,"[6.24004670157774e-08, 1.0, 2.563158886914607e-06, 2.8700810617010575e-07]"
86,"[4.2102328734472394e-07, 8.761220442465856e-07, 4.868520591116976e-07, 0.9999997615814209]"
87,"[2.5571807782398537e-08, 1.4404550938706961e-06, 0.9999998807907104, 9.565753771312302e-07]"
88,"[0.9999995231628418, 9.525335826765513e-07, 5.217136163082614e-07, 2.3109990365810518e-07]"
89,"[0.9999992847442627, 1.348125465483463e-06, 4.6628900918221916e-07, 1.7866941561806016e-06]"
90,"[3.854738315567374e-05, 1.028065616992535e-05, 1.3367143480991217e-07, 1.0]"
91,"[1.5195993352534742e-09, 0.2527388036251068, 0.9970477223396301, 9.651343191308115e-08]"
92,"[9.081448126835312e-08, 1.0, 1.3129234730513417e-06, 1.6624497334305488e-07]"
93,"[0.864823043346405, 0.9983032941818237, 1.5678253362239047e-08, 2.1165231345321445e-08]"
94,"[0.9999995231628418, 5.062946911493782e-06, 2.3262387571776344e-07, 2.5946289383682597e-07]"
95,"[0.9999996423721313, 2.6268817236996256e-06, 2.1141593720130913e-07, 4.6491604166476463e-07]"
