index,logits
0,"[0.9999998807907104, 1.1788191613959498e-06, 1.249410615855595e-06, 2.016998621456878e-07]"
1,"[0.9999998807907104, 4.985965915693669e-07, 4.1214087104890496e-05, 1.0405457828710496e-07]"
2,"[0.9999997615814209, 3.1129752642300446e-07, 0.00010045847739093006, 1.276804084682226e-07]"
3,"[0.9999997615814209, 4.211025952827185e-06, 2.2544722355632985e-07, 5.138451797392918e-07]"
4,"[0.0005633506807498634, 6.59392043189655e-08, 0.9999991655349731, 4.10565981212585e-08]"
5,"[0.9999998807907104, 5.497247457242338e-06, 1.033929834193259e-06, 1.164296281785937e-05]"
6,"[0.9999998807907104, 3.196548732375959e-06, 2.9976189352964866e-07, 5.959150826129189e-07]"
7,"[0.9999998807907104, 3.5665129871631507e-06, 3.099638661296922e-07, 2.2428703516652604e-07]"
8,"[0.9999998807907104, 1.3122202290105633e-05, 1.7895916926136124e-07, 6.525232834064809e-07]"
9,"[1.5556843209196813e-05, 1.7512311956124904e-07, 1.0, 2.3303662999296648e-07]"
10,"[0.9999998807907104, 5.1147094382031355e-06, 2.5859014840534655e-07, 9.371874511998612e-07]"
11,"[1.4365594935838999e-08, 2.226694135742946e-07, 0.9900389313697815, 0.9026598930358887]"
12,"[0.7775906920433044, 3.4535628401499707e-07, 0.9973502159118652, 1.2682281749221147e-06]"
13,"[5.7038960221689194e-08, 4.654222038880107e-07, 0.9999997615814209, 4.7568377340212464e-05]"
14,"[0.9999476671218872, 0.4406680464744568, 0.0003409990749787539, 3.984559589298442e-05]"
15,"[0.9999997615814209, 1.616530425962992e-05, 1.6666183455527062e-07, 6.004931947245495e-07]"
16,"[1.8865993069994147e-06, 3.597307340896805e-07, 9.655142321207677e-07, 0.9999997615814209]"
17,"[6.019828333592159e-07, 3.257240734910738e-07, 2.957010110549163e-06, 0.9999997615814209]"
18,"[3.157289029331878e-05, 0.9976423382759094, 0.6002965569496155, 4.5936694732517935e-06]"
19,"[7.97185111878207e-06, 1.5145889165069093e-07, 1.1098869663328514e-06, 0.9999998807907104]"
20,"[1.1389820429030806e-05, 1.2145009975483845e-07, 9.934032050296082e-07, 0.9999996423721313]"
21,"[1.0593802812763897e-07, 2.020474987318721e-08, 0.0016137809725478292, 0.9999984502792358]"
22,"[7.710197564847476e-07, 5.289317073220445e-07, 1.2441171293176012e-06, 0.9999995231628418]"
23,"[9.241347953548029e-08, 3.637140707724029e-06, 1.0, 1.6012220385164255e-06]"
24,"[0.7176499962806702, 2.548478505559615e-06, 2.880599581089882e-08, 0.9853911399841309]"
25,"[6.448922817980929e-07, 1.4627398741140496e-06, 5.137408152222633e-07, 0.9999998807907104]"
26,"[0.9999998807907104, 4.565939434542088e-06, 1.0778445584946894e-06, 4.980923336006526e-07]"
27,"[1.838376206819703e-08, 0.9999998807907104, 3.0639466785942204e-06, 1.3896966777338093e-07]"
28,"[0.9959014058113098, 0.5579812526702881, 5.322092544446377e-09, 0.005947608966380358]"
29,"[1.9555569608087353e-08, 0.9999998807907104, 3.3776477721403353e-06, 2.1461094945607329e-07]"
30,"[3.1395506994158495e-06, 8.024618978197395e-07, 3.444189076162729e-07, 1.0]"
31,"[0.7450622320175171, 0.0014021778479218483, 0.6141738891601562, 0.17048706114292145]"
32,"[0.0016609479207545519, 2.262044972667354e-06, 5.796129585178278e-07, 0.9999551773071289]"
33,"[9.980381037166808e-07, 4.104752520106558e-07, 1.0095329798787134e-06, 0.9999997615814209]"
34,"[7.415058576043521e-07, 0.9999998807907104, 1.7274118135901517e-06, 3.4130221138184424e-07]"
35,"[3.2871511734811065e-08, 1.0, 3.328470938868122e-06, 7.64556546073436e-07]"
36,"[3.867581835947931e-05, 7.752102828817442e-05, 2.3649290525895594e-08, 0.9999817609786987]"
37,"[4.955742483048198e-09, 0.9999995231628418, 3.1954741075423954e-07, 0.00012730472371913493]"
38,"[6.251738113860483e-07, 0.9999995231628418, 1.1999051707789476e-07, 1.3381394410316716e-06]"
39,"[2.596495505713392e-06, 8.165467306753271e-07, 5.863959700036503e-07, 0.9999997615814209]"
40,"[1.0895949742462108e-07, 0.9999998807907104, 3.7566485389106674e-06, 2.3440162522092578e-07]"
41,"[1.4401479120351723e-08, 0.9999998807907104, 1.6582043826929294e-05, 2.7034189997721114e-07]"
42,"[1.8710341720407087e-08, 0.9999998807907104, 4.2044089241244365e-06, 1.3002519949623093e-07]"
43,"[1.191287566371102e-07, 1.0, 1.5371159634014475e-06, 2.1687415596716164e-07]"
44,"[1.9668694051233615e-07, 0.9999240636825562, 8.770593012741301e-06, 0.06336716562509537]"
45,"[1.797005353409986e-07, 0.9999997615814209, 4.1059192312786763e-07, 3.992490746895783e-06]"
46,"[5.855398654830424e-08, 1.0, 2.660724931047298e-06, 7.064521128086199e-07]"
47,"[3.359959777071708e-08, 0.9999998807907104, 6.599143489438575e-06, 4.1400565464755346e-07]"
48,"[0.9999996423721313, 7.022175850579515e-06, 3.1105213338378235e-07, 1.1936363080167212e-06]"
49,"[1.7992187295590156e-08, 0.9999998807907104, 6.404980013030581e-06, 1.4400178827145282e-07]"
50,"[0.016042042523622513, 5.291744287205802e-07, 0.0016478380421176553, 0.9865013957023621]"
51,"[0.8656591176986694, 0.998153030872345, 1.0058965017378796e-05, 6.818855581514072e-06]"
52,"[5.325527467903157e-07, 1.3263123037177138e-05, 1.116092107622535e-06, 0.9999996423721313]"
53,"[0.9999998807907104, 1.0158364602830261e-05, 1.766774744282884e-07, 4.864186280428839e-07]"
54,"[5.432762463897234e-06, 2.715734694902494e-07, 3.0063872600294417e-06, 0.9999998807907104]"
55,"[1.7574515709384286e-07, 0.9999998807907104, 5.8271116358810104e-06, 8.991118249923602e-08]"
56,"[1.0005056338968643e-07, 1.0, 1.1721344890247565e-06, 2.231794411500232e-07]"
57,"[0.9999990463256836, 0.0007833070121705532, 1.788569647942495e-07, 8.908277493446803e-08]"
58,"[0.9999997615814209, 1.767236062732991e-05, 2.918505401794391e-07, 4.302244178688852e-07]"
59,"[0.9999984502792358, 3.216675281692005e-07, 0.0011327399406582117, 3.683401814669196e-07]"
60,"[4.943821352298983e-08, 0.9999998807907104, 4.395056384964846e-05, 1.0142783679611966e-07]"
61,"[1.0738406075461171e-07, 0.9999996423721313, 8.665264431328978e-06, 1.4387811120286642e-07]"
62,"[0.2476881444454193, 0.00021174075664021075, 4.477456183593631e-09, 0.9964332580566406]"
63,"[2.3118911229857986e-08, 0.9999997615814209, 2.509008118067868e-05, 2.2700336899106333e-07]"
64,"[3.5300712397656753e-07, 0.9325699210166931, 5.5192497683265174e-08, 0.9848201870918274]"
