index,logits
278,"[0.9998791217803955, 0.00024271159782074392, 0.0004889856209047139, 0.000527843541931361]"
456,"[0.0002472024643793702, 0.9998186230659485, 0.0005952350911684334, 0.0004357219149824232]"
393,"[0.001069714198820293, 0.001016379101201892, 0.9999301433563232, 0.000296940648695454]"
254,"[0.9999035596847534, 0.04937131702899933, 8.549605263397098e-05, 9.892653906717896e-05]"
416,"[0.0008209848310798407, 0.0013118614442646503, 0.999946117401123, 0.0004191037733107805]"
430,"[0.0005206773057579994, 0.00046899437438696623, 0.002280679764226079, 0.9998272061347961]"
248,"[0.00047251020441763103, 0.056338850408792496, 0.9999741315841675, 0.00011686883954098448]"
227,"[0.9998821020126343, 0.00019466792582534254, 0.0006313833291642368, 0.0005895952926948667]"
348,"[0.0010877359891310334, 0.0009711055899970233, 0.9999291896820068, 0.00030254677403718233]"
251,"[0.01659208908677101, 0.9998959302902222, 0.00013372173998504877, 0.0001298282586503774]"
245,"[7.965173426782712e-05, 0.9998267292976379, 0.5855251550674438, 0.0001517097989562899]"
290,"[0.9998759031295776, 0.00023426667030435055, 0.0005374756292439997, 0.00048812763998284936]"
580,"[0.0011400599032640457, 0.0009851776994764805, 0.9999313354492188, 0.00029339632601477206]"
451,"[0.0005135975079610944, 0.9998931884765625, 0.0005190319498069584, 0.00044111121678724885]"
573,"[0.0010427385568618774, 0.0009899069555103779, 0.9999316930770874, 0.0003214751777704805]"
411,"[0.0004589063173625618, 0.0005570153589360416, 0.0016939322231337428, 0.9998040795326233]"
286,"[0.9998884201049805, 0.0002391175803495571, 0.000656187767162919, 0.000458441732916981]"
58,"[0.0019240692490711808, 0.0008669915259815753, 0.9999523162841797, 0.000292752287350595]"
310,"[0.9998834133148193, 0.00025437335716560483, 0.0005332436412572861, 0.0004784463671967387]"
487,"[0.014222405850887299, 0.9999316930770874, 0.00014102864952292293, 0.0002821469970513135]"
492,"[0.0006287890719249845, 0.00036824491689912975, 0.002018148545175791, 0.9998151659965515]"
452,"[0.00013270288764033467, 0.9998912811279297, 0.004291703458875418, 0.0005105921882204711]"
267,"[0.0009632422006689012, 0.0010910044657066464, 0.9999330043792725, 0.0003220893268007785]"
250,"[0.9998846054077148, 0.0002341380313737318, 0.0007771671516820788, 0.0003962058399338275]"
112,"[0.999889612197876, 0.0002212313120253384, 0.0006886907503940165, 0.0004913184675388038]"
373,"[0.0007894965237937868, 0.002599240280687809, 0.9999473094940186, 0.000219989669858478]"
433,"[0.9998855590820312, 0.9481134414672852, 7.525251567130908e-05, 0.0022458236198872328]"
563,"[0.0011565936729311943, 0.0009811653289943933, 0.9999345541000366, 0.0003032487875316292]"
247,"[0.0003216250624973327, 0.9998836517333984, 0.0006669342401437461, 0.000535791739821434]"
337,"[0.0018567905062809587, 0.0008219272131100297, 0.9999487400054932, 0.0002972213551402092]"
455,"[0.00026320869801566005, 0.9998223185539246, 0.0005923242424614727, 0.00041661420254968107]"
93,"[0.000285626039840281, 0.9998295307159424, 0.000540810520760715, 0.0004265114839654416]"
140,"[0.9998759031295776, 0.0002681132173165679, 0.00048280577175319195, 0.0004542561946436763]"
588,"[0.0010684675071388483, 0.001012645778246224, 0.9999301433563232, 0.00029855247703380883]"
390,"[0.9998748302459717, 0.0002819721994455904, 0.0004466117825359106, 0.0004544816038105637]"
217,"[0.9998875856399536, 0.0011651936220005155, 0.0002600235166028142, 0.00022052013082429767]"
376,"[0.0011329229455441236, 0.0009538998128846288, 0.9999293088912964, 0.00029604288283735514]"
19,"[0.00034627073910087347, 0.0009322504629381001, 0.003277665004134178, 0.9998610019683838]"
59,"[0.9998866319656372, 0.000550655706319958, 0.00026033533504232764, 0.00039655042928643525]"
566,"[0.0002303520595887676, 0.999821126461029, 0.0006111314287409186, 0.0004609155294019729]"
9,"[0.9584465622901917, 7.596761861350387e-05, 0.9993997812271118, 0.00010761943849502131]"
448,"[0.00021335206110961735, 0.9998329877853394, 0.0007597896619699895, 0.0004654030781239271]"
111,"[0.9998927116394043, 0.00023126685118768364, 0.0008180111180990934, 0.000422061828430742]"
22,"[0.0005904618883505464, 0.00038110875175334513, 0.002490368438884616, 0.9998251795768738]"
549,"[0.0005546488100662827, 0.0005734854494221509, 0.0014085484435781837, 0.999816358089447]"
68,"[0.9998847246170044, 0.0007595398928970098, 0.0002193908003391698, 0.0003400430141482502]"
257,"[0.9998921155929565, 0.0003135112056042999, 0.0005387024721130729, 0.00040914290002547204]"
273,"[0.0003200082865078002, 0.023332875221967697, 0.9999598264694214, 0.0001610439649084583]"
351,"[0.00024996191496029496, 0.9998525381088257, 0.0007814491400495172, 0.0004330015217419714]"
420,"[0.00016390389646403491, 0.9096516966819763, 0.00036405865103006363, 0.9993271827697754]"
213,"[0.0864809975028038, 0.9999538660049438, 9.549292008159682e-05, 0.00020301347831264138]"
304,"[0.9998910427093506, 0.0001977430802071467, 0.0010883616050705314, 0.00040377513505518436]"
166,"[0.9998856782913208, 0.0003137800085823983, 0.0005264130886644125, 0.0003937545989174396]"
160,"[0.9998944997787476, 0.00019858180894516408, 0.006969895213842392, 0.00018484517931938171]"
281,"[0.999882698059082, 0.00028557563200592995, 0.0005206363275647163, 0.0004271565703675151]"
534,"[3.98629235860426e-05, 0.9994335770606995, 0.7821868062019348, 0.0001182096530101262]"
48,"[0.9996284246444702, 0.00039069881313480437, 0.0002439274830976501, 0.9928596019744873]"
467,"[0.0006115457508713007, 0.00045969022903591394, 0.001565913436934352, 0.9998231530189514]"
522,"[9.276203491026536e-05, 0.7538395524024963, 0.9998158812522888, 0.00010795584239531308]"
84,"[0.9999041557312012, 0.0002621623279992491, 0.003091264283284545, 0.0002073482028208673]"
356,"[0.007283255457878113, 0.0004250776255503297, 0.999954342842102, 0.00023473441251553595]"
489,"[0.00034866941859945655, 0.015987295657396317, 0.9999514818191528, 0.0001496711774962023]"
320,"[0.9998786449432373, 0.000276057340670377, 0.0004683505976572633, 0.00046160456258803606]"
365,"[0.002072750125080347, 0.0007475537131540477, 0.9999476671218872, 0.00030345036066137254]"
158,"[0.9998922348022461, 0.00033910691854543984, 0.000543542206287384, 0.000379375705961138]"
196,"[0.00032102770637720823, 0.0019115055911242962, 0.0009409869671799242, 0.9998500347137451]"
225,"[0.9998892545700073, 0.0004590513417497277, 0.00041916590998880565, 0.00034131636493839324]"
12,"[0.9998843669891357, 0.00032028084388002753, 0.0004793331027030945, 0.0004221290291752666]"
279,"[0.013893798924982548, 0.9999605417251587, 0.00015522268950007856, 0.00040750124026089907]"
322,"[0.9999020099639893, 0.00021025304158683866, 0.003221299033612013, 0.00024700266658328474]"
485,"[0.0003497687284834683, 0.9998593330383301, 0.0005351543077267706, 0.00042221593321301043]"
506,"[0.9998801946640015, 0.0005556244868785143, 0.00024618260795250535, 0.0003900674928445369]"
170,"[0.0005310496198944747, 0.0005190203082747757, 0.001534131239168346, 0.999794065952301]"
154,"[0.002184100216254592, 0.0008541221613995731, 0.9999533891677856, 0.00027657736791297793]"
432,"[0.0006756454822607338, 0.0038855765014886856, 0.9999592304229736, 0.00024408918397966772]"
442,"[0.00025373001699335873, 0.9998461008071899, 0.0006375429220497608, 0.00047071510925889015]"
417,"[0.00023449549917131662, 0.9998250603675842, 0.0005977833061479032, 0.00047437945613637567]"
454,"[0.00024955542176030576, 0.9998201727867126, 0.0006038161227479577, 0.00042883792775683105]"
389,"[0.9998754262924194, 0.000285162910586223, 0.0004944229731336236, 0.0004140006494708359]"
481,"[0.0005677514127455652, 0.0004894669400528073, 0.0015091304667294025, 0.9998071789741516]"
123,"[0.9998834133148193, 0.00033764448016881943, 0.0003598537587095052, 0.0004886948736384511]"
110,"[0.9998766183853149, 0.0002884732966776937, 0.0004674340889323503, 0.00043451882083900273]"
182,"[0.00012895239342469722, 0.9998571872711182, 0.0007853508577682078, 0.0014059297973290086]"
80,"[0.2685951888561249, 0.9999600648880005, 0.0003882011806126684, 0.0001219400655827485]"
114,"[0.9998946189880371, 0.0011565302265807986, 0.0002567098708823323, 0.00024187489179894328]"
44,"[0.00021148005907889456, 0.999823272228241, 0.0006273644394241273, 0.000507304968778044]"
134,"[0.99988853931427, 0.00046485071652568877, 0.000947395630646497, 0.0002115805255016312]"
407,"[0.0004647640453185886, 0.00048207922372967005, 0.0024074374232441187, 0.9998047947883606]"
51,"[0.27363407611846924, 0.9998606443405151, 0.0001244210870936513, 7.25643039913848e-05]"
63,"[0.9998772144317627, 0.00026320116012357175, 0.0005154184764251113, 0.000444341596448794]"
178,"[0.0004805637872777879, 0.001479083439335227, 0.0038309311494231224, 0.9998759031295776]"
473,"[0.000557274732273072, 0.0006477278075180948, 0.0012012218357995152, 0.9998257756233215]"
415,"[0.0002531660138629377, 0.9998195767402649, 0.0005856049829162657, 0.0004291122895665467]"
