index,logits
475,"[0.0014279132010415196, 0.9999576807022095, 0.00016998437058646232, 7.895509770605713e-05]"
277,"[0.0006055941339582205, 0.00031848103390075266, 0.9998779296875, 0.00029365153750404716]"
463,"[0.9703041315078735, 0.0006657232879661024, 0.9999244213104248, 2.0666697309934534e-05]"
185,"[0.34185320138931274, 0.99998939037323, 0.00010376304271630943, 0.00018946145428344607]"
6,"[0.00038404855877161026, 0.9998838901519775, 0.5932444334030151, 6.93808397045359e-06]"
371,"[0.0036668567918241024, 0.9999767541885376, 0.00011776659812312573, 0.0001583197881700471]"
77,"[0.006412969436496496, 0.00045233528362587094, 0.00012975932622794062, 0.9999687671661377]"
264,"[0.00026068580336868763, 0.0010911085410043597, 0.0002718092000577599, 0.9998854398727417]"
364,"[0.9878403544425964, 0.9999675750732422, 0.00048120669089257717, 0.0001219068217324093]"
112,"[0.9999624490737915, 0.0002864463604055345, 0.0004049456329084933, 0.0004857092280872166]"
113,"[0.9999562501907349, 0.0003998350293841213, 0.00021676550386473536, 0.0004684756277129054]"
60,"[0.0016005780780687928, 0.9999597072601318, 0.00016311873332597315, 7.922049553599209e-05]"
354,"[0.9999574422836304, 0.00039851650944910944, 0.00019922148203477263, 0.0005510931368917227]"
177,"[0.000461329153040424, 0.000956693955231458, 0.00020803039660677314, 0.999914288520813]"
346,"[0.9999710321426392, 0.00033039989648386836, 0.0009472137899138033, 0.0002620848536025733]"
293,"[0.9999698400497437, 0.00035887619014829397, 0.00042900064727291465, 0.0004568425356410444]"
176,"[0.0006092878174968064, 0.999953031539917, 1.7140935597126372e-05, 0.4716094732284546]"
243,"[0.00032885035034269094, 0.001573306042701006, 0.00026953182532452047, 0.9999294281005859]"
142,"[0.9999589920043945, 0.00032980507239699364, 0.0004641362465918064, 0.0002936042146757245]"
329,"[0.00032421230571344495, 0.0007631228072568774, 0.0002618787984829396, 0.999864935874939]"
297,"[0.010642139241099358, 0.999976396560669, 7.875237497501075e-05, 0.0013388111256062984]"
300,"[0.0013947257539257407, 0.9999586343765259, 0.00017558445688337088, 8.049778989516199e-05]"
199,"[0.9999711513519287, 0.000627413799520582, 0.0003258689248468727, 0.00031343381851911545]"
100,"[0.9999717473983765, 0.0007190473261289299, 0.0003135435108561069, 0.0002871074539143592]"
