index,logits
0,"[0.07359413802623749, 0.9463433623313904, 0.027700724080204964, 0.17659112811088562]"
1,"[0.8474393486976624, 0.007710522040724754, 0.38561317324638367, 0.5358002781867981]"
2,"[0.5757347345352173, 0.10993701964616776, 0.8266513347625732, 0.004499464295804501]"
3,"[0.8130033016204834, 0.804366946220398, 0.1095602810382843, 0.0031967104878276587]"
4,"[0.06865455955266953, 0.09156756848096848, 0.9866811037063599, 0.032101601362228394]"
5,"[0.05900781601667404, 0.988101601600647, 0.1249537318944931, 0.01373287569731474]"
6,"[0.59036785364151, 0.02075132541358471, 0.9708550572395325, 0.021559106186032295]"
7,"[0.6499544382095337, 0.025456545874476433, 0.9510359764099121, 0.010645673610270023]"
8,"[0.8916096687316895, 0.014030137099325657, 0.035639870911836624, 0.584101140499115]"
9,"[0.07426592707633972, 0.10700152814388275, 0.9886866807937622, 0.03514998406171799]"
10,"[0.39252927899360657, 0.052941955626010895, 0.1557733714580536, 0.6180307269096375]"
11,"[0.08459968864917755, 0.017668232321739197, 0.5558156967163086, 0.9187135696411133]"
12,"[0.13534939289093018, 0.032619357109069824, 0.12736929953098297, 0.9578736424446106]"
13,"[0.18863090872764587, 0.10241691023111343, 0.9841915369033813, 0.013653893955051899]"
14,"[0.9800013899803162, 0.3331788182258606, 0.0844503864645958, 0.004903215914964676]"
15,"[0.06058644875884056, 0.2050163894891739, 0.990635335445404, 0.027650028467178345]"
16,"[0.07147873938083649, 0.13033895194530487, 0.9888333082199097, 0.028507206588983536]"
17,"[0.777052640914917, 0.8699509501457214, 0.005005280487239361, 0.08723300695419312]"
18,"[0.14448748528957367, 0.10802510380744934, 0.04566999897360802, 0.9924585223197937]"
19,"[0.04206295311450958, 0.27693358063697815, 0.045118771493434906, 0.974997878074646]"
20,"[0.07299935072660446, 0.19504143297672272, 0.04301102086901665, 0.9847398400306702]"
21,"[0.23714806139469147, 0.03252771124243736, 0.3464953899383545, 0.36596915125846863]"
22,"[0.016790229827165604, 0.10983256250619888, 0.9864699244499207, 0.15844568610191345]"
23,"[0.02967197820544243, 0.07581748813390732, 0.28010302782058716, 0.9862244129180908]"
24,"[0.03552620857954025, 0.5573431849479675, 0.049187883734703064, 0.871369481086731]"
25,"[0.14649255573749542, 0.01924155093729496, 0.9753411412239075, 0.13313496112823486]"
26,"[0.22539667785167694, 0.06557847559452057, 0.9846274256706238, 0.015086806379258633]"
27,"[0.1267969310283661, 0.8929546475410461, 0.008847475983202457, 0.5316492319107056]"
28,"[0.4949440062046051, 0.12384891510009766, 0.038041871041059494, 0.7681545615196228]"
29,"[0.9845191240310669, 0.010909708216786385, 0.04495479166507721, 0.41955962777137756]"
30,"[0.17198078334331512, 0.2512969672679901, 0.017024917528033257, 0.9725173711776733]"
31,"[0.9757153391838074, 0.03305259346961975, 0.012533565983176231, 0.6075587272644043]"
32,"[0.9846818447113037, 0.19575917720794678, 0.1305309385061264, 0.005139679182320833]"
33,"[0.01429793331772089, 0.0891844853758812, 0.978841245174408, 0.2602687180042267]"
34,"[0.9950752854347229, 0.07367119193077087, 0.02482614479959011, 0.03817584738135338]"
35,"[0.6739503145217896, 0.06097683683037758, 0.008673020638525486, 0.9174723029136658]"
36,"[0.8661460280418396, 0.024475591257214546, 0.8742346167564392, 0.009257156401872635]"
37,"[0.012877306900918484, 0.05097128078341484, 0.7931016087532043, 0.8503627181053162]"
38,"[0.8413963317871094, 0.6906421780586243, 0.2474164068698883, 0.0018373082857578993]"
39,"[0.019475718960165977, 0.04691987484693527, 0.9817894101142883, 0.25630685687065125]"
40,"[0.926826536655426, 0.03511419519782066, 0.10462721437215805, 0.051106177270412445]"
41,"[0.3697364330291748, 0.06128019094467163, 0.029231060296297073, 0.9684755802154541]"
42,"[0.9899416565895081, 0.061444222927093506, 0.010421750135719776, 0.15928278863430023]"
43,"[0.07533808052539825, 0.992097020149231, 0.04728202149271965, 0.02333264984190464]"
44,"[0.9470890164375305, 0.26692625880241394, 0.10450679063796997, 0.005371834151446819]"
45,"[0.04476993903517723, 0.9922581315040588, 0.04452010989189148, 0.040630120784044266]"
46,"[0.02658119425177574, 0.9308261275291443, 0.02002568542957306, 0.7642508149147034]"
47,"[0.04418643191456795, 0.992316484451294, 0.044473182410001755, 0.03989144042134285]"
48,"[0.03259320184588432, 0.9920302629470825, 0.06193802133202553, 0.03797195851802826]"
49,"[0.4966435730457306, 0.9698466658592224, 0.034637678414583206, 0.0113117266446352]"
50,"[0.04119822382926941, 0.9921586513519287, 0.04077763855457306, 0.049354489892721176]"
51,"[0.133083775639534, 0.980663001537323, 0.04088472202420235, 0.02107403799891472]"
52,"[0.009534239768981934, 0.9657126665115356, 0.10783911496400833, 0.42752525210380554]"
53,"[0.05269472301006317, 0.9921205043792725, 0.06337942183017731, 0.03686926141381264]"
54,"[0.05232255533337593, 0.9848393797874451, 0.0905657410621643, 0.03392630070447922]"
55,"[0.9895389676094055, 0.09168549627065659, 0.03300274536013603, 0.024141406640410423]"
56,"[0.9008773565292358, 0.7789070010185242, 0.03072667308151722, 0.008649920113384724]"
57,"[0.9290047287940979, 0.05753941461443901, 0.008577416650950909, 0.8946797847747803]"
58,"[0.7082435488700867, 0.9215296506881714, 0.057661063969135284, 0.0038479631766676903]"
59,"[0.464664101600647, 0.9312542676925659, 0.007016966585069895, 0.060392819344997406]"
60,"[0.15850406885147095, 0.9884040355682373, 0.04004447162151337, 0.020701365545392036]"
61,"[0.9626506567001343, 0.38426294922828674, 0.032046619802713394, 0.02399112470448017]"
62,"[0.033672887831926346, 0.8670334815979004, 0.7417203783988953, 0.01893899217247963]"
63,"[0.12294229120016098, 0.9709293246269226, 0.15961718559265137, 0.011847475543618202]"
64,"[0.3821990191936493, 0.9204741716384888, 0.058674316853284836, 0.013752639293670654]"
65,"[0.053226180374622345, 0.8618851900100708, 0.02218593843281269, 0.6676599383354187]"
