index,logits
459,"[0.004283017013221979, 0.011329504661262035, 0.9987194538116455, 0.002861341927200556]"
256,"[0.0028532908763736486, 0.011387023143470287, 0.9983301758766174, 0.003850332461297512]"
48,"[0.9979367256164551, 0.003797046607360244, 0.001959072658792138, 0.005767663009464741]"
158,"[0.003489086404442787, 0.9988278746604919, 0.009055670350790024, 0.0027503762394189835]"
328,"[0.09529159218072891, 0.07376796752214432, 0.994378387928009, 0.0008192994864657521]"
269,"[0.0029245465993881226, 0.0130570437759161, 0.9986743927001953, 0.004387643188238144]"
379,"[0.05591333657503128, 0.9993987083435059, 0.003912031650543213, 0.001075943000614643]"
361,"[0.0036227041855454445, 0.01257446501404047, 0.9985185265541077, 0.002731833141297102]"
208,"[0.997928261756897, 0.003544763196259737, 0.0020688511431217194, 0.005841768812388182]"
377,"[0.004522992763668299, 0.011659207753837109, 0.9987109899520874, 0.002584707224741578]"
132,"[0.006015883293002844, 0.010301102884113789, 0.004437936469912529, 0.9983816146850586]"
283,"[0.9982956051826477, 0.0037305522710084915, 0.002748237457126379, 0.005584311671555042]"
102,"[0.0034442886244505644, 0.012449347414076328, 0.998456597328186, 0.002846171846613288]"
387,"[0.0013632246991619468, 0.051432058215141296, 0.9990143775939941, 0.004275960382074118]"
210,"[0.9282882809638977, 0.001395164174027741, 0.001246472354978323, 0.9965838193893433]"
60,"[0.9978729486465454, 0.0038757589645683765, 0.0019741931464523077, 0.005492558237165213]"
450,"[0.0033061064314097166, 0.011612173169851303, 0.9984849095344543, 0.0033176643773913383]"
419,"[0.0039040313567966223, 0.013275960460305214, 0.9987316727638245, 0.0026815582532435656]"
424,"[0.007254349067807198, 0.00929489079862833, 0.9987965822219849, 0.002133418573066592]"
172,"[0.004347060341387987, 0.9989935755729675, 0.013436981476843357, 0.0018237099284306169]"
66,"[0.9985052347183228, 0.0020301416516304016, 0.03717751428484917, 0.002414127578958869]"
287,"[0.006133108399808407, 0.010168596170842648, 0.004462836310267448, 0.9984068274497986]"
402,"[0.0027704506646841764, 0.9988245368003845, 0.01302981935441494, 0.0028285954613238573]"
371,"[0.003207840956747532, 0.012419591657817364, 0.9986107349395752, 0.003443759633228183]"
347,"[0.0035072010941803455, 0.014002356678247452, 0.9986610412597656, 0.0027463524602353573]"
78,"[0.9980036616325378, 0.003446656046435237, 0.002384036313742399, 0.0057164947502315044]"
6,"[0.00332120293751359, 0.007688378449529409, 0.9981776475906372, 0.004666690714657307]"
370,"[0.09094119817018509, 0.0004708598426077515, 0.15801896154880524, 0.909359335899353]"
68,"[0.08331979811191559, 0.0025724798906594515, 0.0026451852172613144, 0.9985998272895813]"
428,"[0.003911369945853949, 0.012115676887333393, 0.9985417127609253, 0.0026151202619075775]"
212,"[0.9979684948921204, 0.005296269431710243, 0.0016645502764731646, 0.004639480262994766]"
182,"[0.9827242493629456, 0.9971120357513428, 0.00226392550393939, 0.0014351009158417583]"
277,"[0.03764583542943001, 0.0002007509465329349, 0.8977965712547302, 0.29936301708221436]"
320,"[0.9987693428993225, 0.16393093764781952, 0.0007977946661412716, 0.0012017643311992288]"
460,"[0.005717746447771788, 0.0100508788600564, 0.005103620700538158, 0.9983530044555664]"
353,"[0.004580890294164419, 0.013784424401819706, 0.004722486715763807, 0.998376727104187]"
144,"[0.7255302667617798, 0.0007437588064931333, 0.0030884630978107452, 0.9967544674873352]"
188,"[0.9981181621551514, 0.005596189294010401, 0.0016306433826684952, 0.004840688779950142]"
42,"[0.998151957988739, 0.003596825757995248, 0.002579263411462307, 0.005293853580951691]"
201,"[0.9988460540771484, 0.41087788343429565, 0.0007366868085227907, 0.0011075668735429645]"
141,"[0.004814925137907267, 0.012065744027495384, 0.0049565997906029224, 0.998339056968689]"
214,"[0.9984126091003418, 0.013929874636232853, 0.0013078114716336131, 0.002805485622957349]"
404,"[0.001322842901572585, 0.24162262678146362, 0.9993441700935364, 0.0024305786937475204]"
397,"[0.9980453252792358, 0.004048775415867567, 0.002195946639403701, 0.005072616972029209]"
307,"[0.043705087155103683, 0.006058997940272093, 0.9989749193191528, 0.0009843108709901571]"
275,"[0.9976205229759216, 0.0004895796300843358, 0.019865944981575012, 0.1007450595498085]"
232,"[0.011890911497175694, 0.006577201187610626, 0.9987953901290894, 0.0024967039935290813]"
