index,logits
0,"[1.099136807169998e-05, 0.0003714998019859195, 0.9999996423721313, 6.395554919436108e-06]"
1,"[5.7035369536606595e-05, 1.769937989593018e-05, 0.9999996423721313, 8.73927456268575e-06]"
2,"[4.836016523768194e-05, 4.092539529665373e-05, 0.9999806880950928, 0.0001686660834820941]"
3,"[8.930197509471327e-05, 0.0021466233301907778, 0.999997615814209, 6.167171522974968e-05]"
4,"[1.398494714521803e-05, 0.07315966486930847, 0.9995867609977722, 2.351415423618164e-05]"
5,"[1.0072788427351043e-05, 0.9999955892562866, 0.0013583784457296133, 4.208354482670984e-07]"
6,"[1.8101762179867364e-05, 5.7768098486121744e-05, 0.9999960660934448, 1.5272313248715363e-05]"
7,"[4.87048746435903e-05, 7.556892524007708e-05, 0.999953031539917, 0.00034980857162736356]"
8,"[0.0004007119277957827, 0.000530223420355469, 0.9998264908790588, 0.0002041846455540508]"
9,"[0.0001772610703483224, 0.00022049553808756173, 0.9999610185623169, 0.00015019859711173922]"
10,"[3.0231316486606374e-05, 0.9998207688331604, 0.011120534501969814, 1.1082634955528192e-05]"
11,"[7.257932884385809e-05, 6.614170706598088e-05, 0.9999986886978149, 6.836788088548928e-05]"
12,"[0.9999998807907104, 0.0002059388643829152, 7.057652737785247e-07, 2.7365986170480028e-06]"
13,"[0.9999961853027344, 0.00011357793118804693, 3.2701184409233974e-06, 1.6360751033062115e-05]"
14,"[8.563402661820874e-05, 0.0023341309279203415, 0.999245285987854, 0.00024074844259303063]"
15,"[5.7784847740549594e-05, 8.267932571470737e-05, 0.9999750852584839, 3.191797804902308e-05]"
16,"[3.718394145835191e-05, 9.616054740035906e-06, 0.9999998807907104, 2.927268496932811e-06]"
17,"[0.00018757765064947307, 0.00016144216351676732, 0.9999642372131348, 0.0001825604122132063]"
18,"[0.00029120343970134854, 0.003470083698630333, 0.9999017715454102, 0.00022584358521271497]"
19,"[0.9999145269393921, 6.9172245709125946e-09, 3.675156222016085e-06, 0.9890650510787964]"
20,"[2.4959255824796855e-05, 3.43625433743e-05, 3.534680945449509e-05, 0.9999994039535522]"
21,"[0.003933110274374485, 3.3354519928252557e-06, 5.084268195787445e-05, 0.9999936819076538]"
22,"[0.999996542930603, 0.0005235712742432952, 2.0160980511718662e-06, 2.9879434805479832e-05]"
23,"[8.2502665463835e-05, 7.715662650298327e-05, 1.8284490579389967e-05, 0.9999890327453613]"
24,"[0.0006333800847642124, 6.666991248494014e-05, 8.795868779998273e-05, 0.9999333620071411]"
25,"[1.3211933946877252e-05, 5.882819550606655e-06, 5.159943248145282e-05, 0.9999998807907104]"
26,"[0.9996234178543091, 0.15849415957927704, 1.0412452411401318e-06, 2.019584826484788e-06]"
27,"[0.00015247131523210555, 4.488148078962695e-06, 4.9120568291982636e-05, 0.9999997615814209]"
28,"[1.0391319847258274e-05, 4.260352943674661e-05, 3.0679690098622814e-05, 0.9999995231628418]"
29,"[2.9577198802144267e-05, 3.244889740017243e-05, 1.1839231774501968e-05, 0.9999997615814209]"
30,"[0.0003092158876825124, 0.0003176592872478068, 0.00019942541257478297, 0.9998927116394043]"
31,"[2.585887341410853e-05, 7.221080886665732e-05, 2.46886247623479e-05, 0.9999982118606567]"
32,"[2.3800830604159273e-05, 0.00012565942597575486, 5.392459570430219e-06, 0.9999997615814209]"
33,"[9.557077646604739e-06, 0.002519566100090742, 8.695703400007915e-06, 0.9999630451202393]"
34,"[4.924198947264813e-06, 1.3609795132651925e-05, 1.428042469342472e-05, 0.9999998807907104]"
35,"[4.884138616034761e-05, 0.00012554420391097665, 0.00011055866343667731, 0.9999710321426392]"
36,"[7.3910719038394745e-06, 6.346981535898522e-05, 6.511416813737014e-06, 0.999997615814209]"
