index,logits
0,"[0.9992961883544922, 0.05623640865087509, 0.0010754726827144623, 0.0016907588578760624]"
1,"[0.004422354977577925, 0.0075430599972605705, 0.9991470575332642, 0.0010310050565749407]"
2,"[0.020832933485507965, 0.9848973155021667, 0.03447100892663002, 0.0005734529113397002]"
3,"[0.0065124621614813805, 0.018620045855641365, 0.9965835809707642, 0.002247563796117902]"
4,"[0.002892649034038186, 0.00881943292915821, 0.999257504940033, 0.0021475376561284065]"
5,"[0.9999996423721313, 3.5522461985237896e-05, 0.0003409538767300546, 0.0003265468985773623]"
6,"[0.9999617338180542, 0.0008449401939287782, 0.0004167820734437555, 0.0008962707943283021]"
7,"[0.9999407529830933, 0.00042740339995361865, 0.0005888770101591945, 0.0012387270107865334]"
8,"[0.9999924898147583, 0.003844072110950947, 6.24413150944747e-05, 0.00010801134339999408]"
9,"[0.011113357730209827, 0.005857952870428562, 0.9995077848434448, 0.0012027783086523414]"
10,"[0.020638229325413704, 0.9997022747993469, 0.001162197906523943, 0.00038191271596588194]"
11,"[0.0008969089831225574, 0.0008455293718725443, 0.0012243492528796196, 0.9999810457229614]"
12,"[0.010000551119446754, 0.0040413388051092625, 0.000611660594586283, 0.9998763799667358]"
13,"[0.003503544954583049, 0.0009821689454838634, 0.0029160589911043644, 0.9999394416809082]"
14,"[0.0009012810187414289, 0.01501534041017294, 0.0005040946416556835, 0.9998705387115479]"
15,"[0.005692772101610899, 0.002488322090357542, 0.0017001654487103224, 0.9997958540916443]"
16,"[0.11334811896085739, 0.00040717757656238973, 0.0005729363183490932, 0.9996597766876221]"
17,"[0.016443811357021332, 0.0024112837854772806, 0.0023583925794810057, 0.9996557235717773]"
18,"[0.002529177349060774, 0.0004623939166776836, 0.0007346674101427197, 0.9999885559082031]"
19,"[0.005161488428711891, 0.001700516790151596, 0.006523722782731056, 0.9995601773262024]"
20,"[0.005450316239148378, 0.0006090007373131812, 0.0007422224152833223, 0.999953031539917]"
21,"[0.004634489305317402, 0.0005639389273710549, 0.023859459906816483, 0.9996864795684814]"
22,"[0.0019452584674581885, 0.00036157213617116213, 0.0011129220947623253, 0.999990701675415]"
23,"[0.005336354486644268, 0.0008251836406998336, 0.0031032380647957325, 0.9997881054878235]"
24,"[0.0002606745983939618, 3.319345705676824e-05, 0.0003651219012681395, 0.9999992847442627]"
25,"[0.004450694657862186, 0.000581773289013654, 0.0036506946198642254, 0.9999227523803711]"
26,"[0.00020554200455080718, 0.00026514509227126837, 0.00020922075782436877, 0.9999973773956299]"
27,"[0.0003805451560765505, 0.9999948740005493, 5.5753658671164885e-05, 0.0009231225703842938]"
28,"[0.0005165720940567553, 0.9999730587005615, 0.0028036865405738354, 5.804901957162656e-05]"
29,"[0.0004350731906015426, 0.9999774694442749, 0.00011574240488698706, 0.0013721255818381906]"
30,"[0.00346014485694468, 0.9997696280479431, 0.0005738427280448377, 0.0019781026057899]"
31,"[0.0035633996594697237, 0.9998794794082642, 0.00047635374357923865, 0.0006465836777351797]"
32,"[0.8155936002731323, 0.9207144379615784, 0.0012248661369085312, 0.0015752052422612906]"
33,"[0.0035119887907058, 0.9997121691703796, 0.0006103325285948813, 0.0022730419877916574]"
34,"[0.001462488085962832, 0.9997640252113342, 0.0011475228238850832, 0.0008631303207948804]"
35,"[0.003501273225992918, 0.9992960691452026, 0.0008037794614210725, 0.006708748638629913]"
36,"[0.9919626116752625, 0.5388829708099365, 0.0003825080639217049, 0.000666376727167517]"
37,"[0.4722079932689667, 0.9929651021957397, 0.00020883270190097392, 0.0007339808507822454]"
38,"[0.07236039638519287, 0.9989849925041199, 0.0003868031781166792, 0.0005410149460658431]"
39,"[0.37601330876350403, 0.9983518123626709, 0.00011828498827526346, 0.00032004795502871275]"
40,"[0.0019620899111032486, 0.9995667338371277, 0.0005676326691173017, 0.0035966753493994474]"
41,"[0.0007944510434754193, 0.9998557567596436, 0.0003962821501772851, 0.0008975492091849446]"
42,"[0.010148794390261173, 0.9997864365577698, 0.00045708127436228096, 0.0003242089005652815]"
