index,logits
0,"[0.9999351501464844, 0.0006146763334982097, 0.0003940664464607835, 0.00033267561229877174]"
1,"[0.0008102862047962844, 0.00012471673835534602, 0.9999860525131226, 0.00018385116709396243]"
2,"[0.0066732922568917274, 0.9985322952270508, 0.0008764388039708138, 0.00017241794557776302]"
3,"[0.9992735981941223, 7.857915625208989e-05, 0.13046985864639282, 0.0003530423855409026]"
4,"[0.017791852355003357, 0.00022749300114810467, 0.9561415910720825, 0.14790213108062744]"
5,"[1.0, 6.186209589031932e-08, 5.642189535137732e-06, 2.439463969494682e-06]"
6,"[0.9999905824661255, 1.2273148968233727e-05, 4.9658479838399217e-05, 0.0001766691420925781]"
7,"[0.9999992847442627, 7.383174306596629e-06, 2.737487739068456e-05, 3.878706775140017e-05]"
8,"[0.9999986886978149, 5.663645424647257e-06, 3.028308492503129e-05, 2.5877101506921463e-05]"
9,"[0.9993546605110168, 2.2882813937030733e-05, 0.13851280510425568, 0.0006248641293495893]"
10,"[0.7064013481140137, 0.3749106526374817, 0.0009703934192657471, 0.0005405585397966206]"
11,"[4.0535735024604946e-05, 1.9787970813922584e-05, 3.6884030123474076e-05, 0.9999995231628418]"
12,"[0.00028666516300290823, 5.4912939958740026e-05, 8.327450632350519e-05, 0.999996542930603]"
13,"[0.00019409783999435604, 6.57356358715333e-05, 9.924893674906343e-05, 0.9999951124191284]"
14,"[7.484979869332165e-05, 4.463118784769904e-06, 7.759091386105865e-05, 0.9999995231628418]"
15,"[0.0002464926219545305, 6.199578638188541e-05, 9.580476034898311e-05, 0.999993085861206]"
16,"[0.00014849189028609544, 4.303649257053621e-05, 2.862769724742975e-05, 0.9999970197677612]"
17,"[0.0005698818131349981, 5.5813077779021114e-05, 0.0001497614139225334, 0.9999973773956299]"
18,"[6.177424074849114e-05, 2.3097014491213486e-05, 3.345250661368482e-05, 0.9999992847442627]"
19,"[0.000350652466295287, 0.00013584863336291164, 0.00011307425302220508, 0.9999881982803345]"
20,"[0.00016186667198780924, 0.0001468783593736589, 6.0435704654082656e-05, 0.9999740123748779]"
21,"[0.00013246570597402751, 6.80687662679702e-05, 0.0002991285582538694, 0.999996542930603]"
22,"[4.6471872337860987e-05, 1.937715023814235e-05, 2.9636459657922387e-05, 0.9999995231628418]"
23,"[0.0003002651792485267, 3.8024303648853675e-05, 0.0001761161256581545, 0.9999862909317017]"
24,"[1.0162424587178975e-05, 3.494090151434648e-06, 3.4861452604673104e-06, 1.0]"
25,"[0.000153721499373205, 3.3742857340257615e-05, 0.00015526695642620325, 0.9999979734420776]"
26,"[1.2748218068736605e-05, 3.937274414056446e-06, 1.793204774003243e-06, 0.9999997615814209]"
27,"[0.0003279558150097728, 0.9995644688606262, 3.031902997463476e-05, 0.0007341071614064276]"
28,"[5.122446964378469e-05, 0.9999755620956421, 5.106658863951452e-05, 0.0003664146934170276]"
29,"[5.0220198318129405e-05, 0.9998905658721924, 4.549559889710508e-05, 0.0006522155017592013]"
30,"[0.000574039644561708, 0.9972990155220032, 0.00015446761972270906, 0.004768978804349899]"
31,"[0.00016138904902618378, 0.9998939037322998, 5.0462822400731966e-05, 0.000460887880763039]"
32,"[0.029159225523471832, 0.9974356293678284, 0.0001990762393688783, 0.001460037543438375]"
33,"[0.00046575485612265766, 0.9997058510780334, 0.00016812962712720037, 0.001999687170609832]"
34,"[0.0003544726932886988, 0.9997639060020447, 0.0001526425185147673, 0.0005798335769213736]"
35,"[0.000685190549120307, 0.9987810254096985, 0.0004502123629208654, 0.005838681943714619]"
36,"[0.999215841293335, 0.0008123619481921196, 0.00046822873991914093, 0.0007944858516566455]"
37,"[0.9986341595649719, 0.002799852518364787, 0.00013476268213707954, 0.0006440565921366215]"
38,"[0.9983906745910645, 0.028474636375904083, 0.00011662782344501466, 0.0002732955908868462]"
39,"[0.0005795901524834335, 0.9998297691345215, 6.300397217273712e-05, 0.0012302340473979712]"
40,"[0.00023688380315434188, 0.9997144341468811, 9.354505891678855e-05, 0.0007572218310087919]"
41,"[0.0003032467793673277, 0.9996312856674194, 2.5718125471030362e-05, 0.0019347361521795392]"
42,"[0.0006868289783596992, 0.999854326248169, 5.146149487700313e-05, 0.000635525502730161]"
43,"[6.7032320657745e-05, 0.9999686479568481, 4.273202284821309e-05, 0.00022568558051716536]"
44,"[0.00033704741508699954, 0.9996668100357056, 0.0002948874025605619, 0.0006697895005345345]"
45,"[0.00028445065254345536, 0.9996545314788818, 0.00010466498497407883, 0.0012465317267924547]"
46,"[0.00032843078952282667, 0.999300479888916, 9.594373295840342e-06, 0.0029823852237313986]"
47,"[6.219149781827582e-06, 0.9999980926513672, 2.9502721190510783e-06, 8.505441655870527e-05]"
48,"[0.9999746084213257, 0.0005829620058648288, 5.859968155164097e-07, 2.760251163635985e-06]"
49,"[0.00026913353940472007, 0.9999445676803589, 6.809479964431375e-05, 2.4460550775984302e-05]"
50,"[0.018922116607427597, 0.7978651523590088, 0.03262641653418541, 0.00025922743952833116]"
51,"[0.9998049139976501, 0.00033379931119270623, 0.00026128371246159077, 0.000597153790295124]"
52,"[0.0003768657916225493, 0.999447762966156, 0.00011341797653585672, 0.00016000252799130976]"
53,"[0.00036114355316385627, 0.9998693466186523, 0.0001472684962209314, 0.00024115898122545332]"
54,"[0.00023146563034970313, 0.9997263550758362, 4.73529398732353e-05, 0.0012847540201619267]"
55,"[0.9998144507408142, 0.002890875330194831, 6.985973868722795e-06, 2.2831634851172566e-05]"
56,"[0.08845652639865875, 0.9995777010917664, 5.830252121086232e-06, 0.00019345743930898607]"
57,"[0.9999959468841553, 9.197951294481754e-05, 1.0011066478909925e-05, 2.213529296568595e-05]"
58,"[0.06458213925361633, 0.9844277501106262, 0.00017298408783972263, 0.00013318359560798854]"
59,"[0.9177794456481934, 0.9471308588981628, 7.907121471362188e-06, 1.4681394532090053e-05]"
60,"[0.00041605898877605796, 0.9998610019683838, 4.58629074273631e-05, 0.0013621578691527247]"
61,"[0.0008396438788622618, 0.9996144771575928, 6.38419805909507e-05, 0.0003666072152554989]"
62,"[0.000767354154959321, 0.9998444318771362, 4.10312604799401e-05, 0.0010867981472983956]"
63,"[0.00023373747535515577, 0.9997707009315491, 0.00045051868073642254, 3.115306390100159e-05]"
64,"[0.00030182511545717716, 0.9996849298477173, 0.0004663837025873363, 0.0006501237512566149]"
65,"[0.01282439474016428, 0.999757707118988, 5.338807750376873e-05, 0.0002353691088501364]"
66,"[0.0011469497112557292, 0.999910831451416, 2.877533552236855e-05, 3.553533315425739e-05]"
67,"[0.0005836054915562272, 0.9999083280563354, 1.5330331734730862e-05, 0.001045619952492416]"
68,"[0.9999996423721313, 1.2751950634992681e-05, 2.621868043206632e-05, 4.443589205038734e-05]"
69,"[0.1427401304244995, 3.755620855372399e-05, 0.00010299294808646664, 0.9988434314727783]"
70,"[0.9997761845588684, 0.0016876012086868286, 1.741963205859065e-05, 0.0001735394907882437]"
71,"[0.9992275238037109, 0.00026190149947069585, 0.00016960615175776184, 0.009015212766826153]"
72,"[0.0001639471884118393, 0.9999860525131226, 1.7914331692736596e-05, 4.540046211332083e-05]"
73,"[0.0018529657972976565, 0.7386157512664795, 9.96166345430538e-05, 0.7945525646209717]"
74,"[0.9999771118164062, 7.618830568389967e-05, 0.00011452901526354253, 0.0002897909434977919]"
75,"[0.9997733235359192, 3.8835813029436395e-05, 0.0401175394654274, 0.0001310451771132648]"
76,"[0.8885481357574463, 0.8181230425834656, 7.288282358786091e-05, 0.0008135064854286611]"
77,"[0.9996514320373535, 8.338170300703496e-05, 0.00023213792883325368, 0.009413398802280426]"
78,"[0.9995564818382263, 0.04530859366059303, 6.099686743255006e-06, 3.4945085644721985e-05]"
79,"[0.9997225403785706, 0.0003329497412778437, 0.0005989964702166617, 0.0007792305550538003]"
80,"[0.8660786151885986, 2.787889570754487e-05, 6.721539102727547e-05, 0.9936284422874451]"
81,"[0.0008706780499778688, 0.020415157079696655, 0.02427874132990837, 0.7516785264015198]"
