index,logits
0,"[0.99933260679245, 0.00788477435708046, 0.0008611746598035097, 0.0033612968400120735]"
1,"[0.003175822552293539, 0.002761795651167631, 0.9988757967948914, 0.0018433111254125834]"
2,"[0.09687461704015732, 0.9439740180969238, 0.060130879282951355, 0.0001556979404995218]"
3,"[0.08489581942558289, 0.008373918011784554, 0.9704456329345703, 0.0017790645360946655]"
4,"[0.016331998631358147, 0.010335534811019897, 0.9684047698974609, 0.009681222960352898]"
5,"[0.9999995231628418, 3.2065672712633386e-05, 0.00014452103641815484, 8.94463446456939e-05]"
6,"[0.9999375343322754, 0.00010614567872835323, 0.00038825703086331487, 0.0022939436603337526]"
7,"[0.9998811483383179, 0.000189672558917664, 0.0004034896264784038, 0.0026601827703416348]"
8,"[0.9999964237213135, 0.00045788713032379746, 6.600945926038548e-05, 0.0005402149399742484]"
9,"[0.9711767435073853, 0.001214834046550095, 0.43580952286720276, 0.0019273509969934821]"
10,"[0.003247117390856147, 0.9975807666778564, 0.0065335179679095745, 0.0005582345766015351]"
11,"[0.00042059904080815613, 0.0012134971329942346, 0.00023660121951252222, 0.9999610185623169]"
12,"[0.00472762668505311, 0.0024448109325021505, 0.00028692572959698737, 0.9998539686203003]"
13,"[0.0016301653813570738, 0.0014517308445647359, 0.0007880859775468707, 0.9999109506607056]"
14,"[0.0005057353409938514, 0.0009123738273046911, 0.00034456857247278094, 0.9999916553497314]"
15,"[0.0018813718343153596, 0.002974978880956769, 0.000745049212127924, 0.9997542500495911]"
16,"[0.001899294089525938, 0.0018889192724600434, 0.00020540821424219757, 0.9998995065689087]"
17,"[0.0031238163355737925, 0.001995241269469261, 0.0005997161497361958, 0.9998632669448853]"
18,"[0.0006516833091154695, 0.0005249032401479781, 0.00024511836818419397, 0.9999845027923584]"
19,"[0.001415295759215951, 0.0029896050691604614, 0.0010374883422628045, 0.9997279047966003]"
20,"[0.0008395439363084733, 0.0012228452833369374, 0.0005190409137867391, 0.999902606010437]"
21,"[0.0013446303782984614, 0.0013137325877323747, 0.0024053622037172318, 0.9998421669006348]"
22,"[0.0006039246218279004, 0.0007025385275483131, 0.00032063128310255706, 0.9999805688858032]"
23,"[0.0016228040913119912, 0.0008879965753294528, 0.0011465668212622404, 0.999806821346283]"
24,"[0.00011433238978497684, 0.00021190737606957555, 4.676278695114888e-05, 0.9999953508377075]"
25,"[0.0020919025409966707, 0.0010249610058963299, 0.0008487662416882813, 0.9999148845672607]"
26,"[0.00011017022916348651, 0.0005956823588348925, 4.097472265129909e-05, 0.9999972581863403]"
27,"[0.0005800046492367983, 0.9999631643295288, 0.00015327172877732664, 0.0008647948270663619]"
28,"[0.0015830668853595853, 0.9997233748435974, 0.006037201266735792, 0.00015484116738662124]"
29,"[0.0005794805474579334, 0.9999500513076782, 0.0002760710194706917, 0.0008275013533420861]"
30,"[0.008471641689538956, 0.9977003931999207, 0.0007305917679332197, 0.0037833736278116703]"
31,"[0.003087210701778531, 0.9993588328361511, 0.0016005428042262793, 0.0008162008598446846]"
32,"[0.2230212539434433, 0.983071506023407, 0.00033575110137462616, 0.004297836683690548]"
33,"[0.00321378861553967, 0.9992446899414062, 0.0008914617937989533, 0.0017533060163259506]"
34,"[0.002784163923934102, 0.9995623230934143, 0.0007276643882505596, 0.0012849400518462062]"
35,"[0.003059129463508725, 0.9986271858215332, 0.0010272180661559105, 0.00667111761868]"
36,"[0.9981892704963684, 0.0051135835237801075, 0.0011945348232984543, 0.003982118796557188]"
37,"[0.9915209412574768, 0.04382908716797829, 0.0007351593812927604, 0.0023136078380048275]"
38,"[0.9902312159538269, 0.08418157696723938, 0.0008215685957111418, 0.0017155985115095973]"
39,"[0.9830136299133301, 0.4327780604362488, 9.26853681448847e-05, 0.0010306504555046558]"
40,"[0.001104217255488038, 0.9988793730735779, 0.000623903120867908, 0.005797610152512789]"
41,"[0.00016231194604188204, 0.9999450445175171, 0.0002977874828502536, 0.000522354559507221]"
42,"[0.017209019511938095, 0.998835027217865, 0.0007116422639228404, 0.00036640404141508043]"
43,"[0.0002829902514349669, 0.9999871253967285, 0.00011812696175184101, 0.00032131242915056646]"
44,"[0.07261893153190613, 0.9975408315658569, 0.0009272546740248799, 0.0006360114784911275]"
45,"[0.004522324539721012, 0.999245285987854, 0.0006622055661864579, 0.0010745790787041187]"
46,"[0.0035131273325532675, 0.999922513961792, 0.00010880224726861343, 0.0007006897358223796]"
47,"[0.00010432687849970534, 0.9999825954437256, 2.983965714520309e-05, 0.0015067991334944963]"
48,"[0.9992533326148987, 0.021355781704187393, 1.5196170352282934e-05, 6.0906946600880474e-05]"
49,"[0.0005915876827202737, 0.999616265296936, 0.0015580997569486499, 0.0005461660912260413]"
50,"[0.012808709405362606, 0.2058473527431488, 0.9146715998649597, 0.0002906999725382775]"
51,"[0.06400524079799652, 0.985079288482666, 0.003251057118177414, 0.0016366777708753943]"
52,"[0.002100673271343112, 0.9988248944282532, 0.00254907738417387, 0.0007242902647703886]"
53,"[0.9945588707923889, 0.05529212951660156, 0.0009761987021192908, 0.0008653994300402701]"
54,"[0.0012011976214125752, 0.9995118379592896, 0.00023799056361895055, 0.004823910538107157]"
55,"[0.9995344877243042, 0.052661944180727005, 2.2118707420304418e-05, 0.0001877609029179439]"
56,"[0.4199734330177307, 0.993601381778717, 0.00013173825573176146, 0.0001949168072314933]"
57,"[0.9998838901519775, 0.06297751516103745, 9.81350603979081e-06, 0.0001827121013775468]"
58,"[0.5496082305908203, 0.8909928798675537, 0.002630614209920168, 0.00046145846135914326]"
59,"[0.9998282194137573, 0.020691001787781715, 0.00033961699227802455, 0.0002439986856188625]"
60,"[0.0065157669596374035, 0.9980379939079285, 0.00045715857413597405, 0.002281124936416745]"
61,"[0.0031455291900783777, 0.9977658987045288, 0.0010425737127661705, 0.001943031558766961]"
62,"[0.01712224818766117, 0.9898955821990967, 0.00048619144945405424, 0.00687860231846571]"
63,"[0.0036997348070144653, 0.9975912570953369, 0.0030428373720496893, 0.0002947636821772903]"
64,"[0.004299763590097427, 0.9924984574317932, 0.007008708547800779, 0.002302014036104083]"
65,"[0.6214296221733093, 0.8061062693595886, 0.0006044875481165946, 0.003743993816897273]"
66,"[0.0017034464981406927, 0.9994602799415588, 0.0012683698441833258, 0.0001816143631003797]"
67,"[0.0008695099386386573, 0.9999277591705322, 0.00031535568996332586, 0.0005874819471500814]"
68,"[0.9998706579208374, 0.01624472253024578, 0.00029078341322019696, 0.00022978676133789122]"
69,"[0.013530251570045948, 0.003128952346742153, 0.0020789990667253733, 0.9969198703765869]"
70,"[0.9994707703590393, 0.0030657260213047266, 0.0003636716865003109, 0.00148686021566391]"
71,"[0.9742920994758606, 0.04196413233876228, 0.0009311030153185129, 0.0034382198937237263]"
72,"[0.003610794199630618, 0.9996163845062256, 0.00022190946037881076, 0.00014487342559732497]"
73,"[0.03639491647481918, 0.2655304968357086, 0.0011501865228638053, 0.7669710516929626]"
74,"[0.9971281886100769, 0.008741714060306549, 0.0009033060050569475, 0.002060410799458623]"
75,"[0.999106228351593, 0.018368614837527275, 0.001086673466488719, 0.0004615169600583613]"
76,"[0.9970058798789978, 0.03183795511722565, 0.002729170024394989, 0.0013533937744796276]"
77,"[0.9986764788627625, 0.0010504734236747026, 0.001501790015026927, 0.019303757697343826]"
78,"[0.9993892908096313, 0.0045852758921682835, 0.0005388685967773199, 0.0007886129897087812]"
79,"[0.9983049631118774, 0.002556619932875037, 0.0024573232512921095, 0.006076733116060495]"
80,"[0.9883443117141724, 0.0042402478866279125, 0.0014829823048785329, 0.08067324012517929]"
81,"[0.0035666110925376415, 0.9293727874755859, 0.000613207055721432, 0.5667450428009033]"
82,"[0.9452457427978516, 0.06631632149219513, 0.021032318472862244, 0.0024672553408890963]"
83,"[0.9617980122566223, 0.0606292299926281, 0.0026990908663719893, 0.0029691755771636963]"
84,"[0.9999983310699463, 6.6436996348784305e-06, 5.8762652770383283e-05, 0.0009600629564374685]"
85,"[0.9831957221031189, 0.5010637044906616, 2.8484699214459397e-05, 0.0002538326079957187]"
86,"[0.004384694155305624, 0.0200967900454998, 0.000535239523742348, 0.9988956451416016]"
87,"[0.9997294545173645, 0.0006784519646316767, 0.0007428635144606233, 0.001748988521285355]"
88,"[0.9991551637649536, 0.001035830588079989, 0.00236083404161036, 0.0028664416167885065]"
89,"[0.99864262342453, 0.0009616498718969524, 0.0019038345199078321, 0.007683175150305033]"
90,"[0.8475651144981384, 0.9997802376747131, 2.047493944701273e-05, 2.070836444545421e-06]"
91,"[0.006148765794932842, 0.017444536089897156, 0.9951937794685364, 0.0016748608322814107]"
92,"[0.003901421558111906, 0.9991783499717712, 0.0013612903421744704, 0.0025779488496482372]"
93,"[0.0011300768237560987, 0.99977046251297, 0.0013751756632700562, 0.0008097694371826947]"
94,"[0.9994383454322815, 0.0007726943003945053, 0.0005888318410143256, 0.0039591738022863865]"
95,"[0.9999804496765137, 7.154826016630977e-05, 0.00014695427671540529, 0.0011197766289114952]"
96,"[0.99747234582901, 0.0009109305101446807, 0.0013590273447334766, 0.0040351711213588715]"
