index,logits
0,"[0.9945629239082336, 0.09400134533643723, 0.0004177376686129719, 0.0008553279330953956]"
1,"[0.001043157884851098, 0.007374944631010294, 0.9992824196815491, 0.0003206523833796382]"
2,"[0.005676829256117344, 0.9963253140449524, 0.004758730530738831, 0.0003060314920730889]"
3,"[0.07231296598911285, 0.002704140031710267, 0.9932617545127869, 0.0013982148375362158]"
4,"[0.0026020847726613283, 0.006916508544236422, 0.9965229034423828, 0.004739345982670784]"
5,"[0.9999996423721313, 2.651797785802046e-06, 9.008787856146228e-06, 8.58395651448518e-05]"
6,"[0.9889256358146667, 6.589241093024611e-05, 5.8477897255215794e-05, 0.33089548349380493]"
7,"[0.9999911785125732, 5.685122960130684e-05, 3.391250720596872e-05, 0.0012121681356802583]"
8,"[0.9999983310699463, 0.0002161471638828516, 6.223255240911385e-06, 0.00012876525579486042]"
9,"[0.9979076385498047, 0.0003071620885748416, 0.09715656191110611, 0.0015767613658681512]"
10,"[0.000587733113206923, 0.9998409748077393, 0.0006770651089027524, 0.0003415222163312137]"
11,"[0.00011391667794669047, 0.000248761527473107, 8.419202640652657e-05, 0.999995231628418]"
12,"[0.0006537638837471604, 0.0004961548838764429, 0.00014993631339166313, 0.9999696016311646]"
13,"[0.0005204373737797141, 0.00034080358454957604, 0.0003094627463724464, 0.999982476234436]"
14,"[0.00042475765803828835, 0.00011645092308754101, 0.0002512404462322593, 0.9999921321868896]"
15,"[0.0005464412970468402, 0.000611813913565129, 0.0002984906896017492, 0.9999662637710571]"
16,"[0.0006061967578716576, 0.0003870750078931451, 0.00015448027988895774, 0.9999836683273315]"
17,"[0.0011769207194447517, 0.0004770951927639544, 0.0002907809102907777, 0.9999748468399048]"
18,"[0.00013504915114026517, 0.00010406319051980972, 0.0001643110445002094, 0.9999949932098389]"
19,"[0.0006620011408813298, 0.0011614060495048761, 0.0002792127779684961, 0.999933123588562]"
20,"[0.0002947527391370386, 0.0005349508137442172, 0.00010515185567783192, 0.9999707937240601]"
21,"[0.0005388600984588265, 0.0005144145106896758, 0.000931376765947789, 0.9999173879623413]"
22,"[0.00017369726265314966, 0.00013090853462927043, 0.0001296838599955663, 0.9999958276748657]"
23,"[0.0007392159895971417, 0.0003398458065930754, 0.00031449610833078623, 0.9999147653579712]"
24,"[3.6391465982887894e-05, 3.112027843599208e-05, 2.3633187083760276e-05, 0.9999992847442627]"
25,"[0.0004795131681021303, 0.0002460535615682602, 0.0003076407010667026, 0.9999855756759644]"
26,"[0.0001520009827800095, 0.0004270981589797884, 3.146756353089586e-05, 0.9999978542327881]"
27,"[0.0001514093455625698, 0.9999847412109375, 1.765532942954451e-05, 0.0008390184375457466]"
28,"[0.0002097156539093703, 0.9999797344207764, 0.0003274890477769077, 9.143817442236468e-05]"
29,"[0.0001204038126161322, 0.9999599456787109, 5.8405832533026114e-05, 0.0004724021418951452]"
30,"[0.001080693444237113, 0.9984803795814514, 0.00021786907745990902, 0.008549773134291172]"
31,"[0.0013016967568546534, 0.9993953704833984, 6.39525824226439e-05, 0.002671545837074518]"
32,"[0.012082165107131004, 0.9944197535514832, 0.0038596712984144688, 0.0006890005897730589]"
33,"[0.0007199081010185182, 0.9996542930603027, 0.00023676658747717738, 0.0028433315455913544]"
34,"[0.0007523513049818575, 0.9996060729026794, 0.00025506113888695836, 0.0012004434829577804]"
35,"[0.0009271468734368682, 0.998416543006897, 0.0005726295639760792, 0.015093248337507248]"
36,"[0.7828306555747986, 0.9717040061950684, 5.561251236940734e-05, 0.0002733620349317789]"
37,"[0.014872812665998936, 0.9974695444107056, 0.00014971756900195032, 0.00238900538533926]"
38,"[0.01498513575643301, 0.9961209893226624, 0.0006121046608313918, 0.0016677593812346458]"
39,"[0.001669756369665265, 0.9994606375694275, 0.00011481670662760735, 0.003846239997074008]"
40,"[0.0003113721904810518, 0.9995960593223572, 0.00015206332318484783, 0.005997529253363609]"
41,"[0.0006099722813814878, 0.9991946816444397, 0.00026285561034455895, 0.00028336740797385573]"
42,"[0.002659809309989214, 0.9996893405914307, 0.0001552225585328415, 0.0005202417378313839]"
43,"[8.205504855141044e-05, 0.9999779462814331, 6.722577381879091e-05, 0.0003009685024153441]"
44,"[0.002624156419187784, 0.9991924166679382, 0.000530332385096699, 0.003173916833475232]"
45,"[0.000728727551177144, 0.9994157552719116, 0.0002628498477861285, 0.003047569654881954]"
46,"[0.0011212133103981614, 0.9992375373840332, 2.034577300946694e-05, 0.010542224161326885]"
47,"[5.351653089746833e-05, 0.9999715089797974, 1.8773200281430036e-05, 0.0002948899054899812]"
48,"[7.358355651376769e-05, 0.9999642372131348, 7.590505447296891e-06, 0.0001127350187744014]"
49,"[0.0003016861155629158, 0.9999232292175293, 0.0001717443810775876, 0.00020108679018449038]"
50,"[0.27998650074005127, 0.906295120716095, 0.005865674931555986, 7.022995123406872e-05]"
51,"[0.0050143650732934475, 0.9985395669937134, 0.00028834681143052876, 0.0016067743999883533]"
52,"[0.0008506296435371041, 0.9989577531814575, 0.00024647547979839146, 0.0015450043138116598]"
53,"[0.00041466005495749414, 0.9997847676277161, 0.000185111872269772, 0.0015594623982906342]"
54,"[0.00028786336770281196, 0.9998760223388672, 5.915115252719261e-05, 0.0033102778252214193]"
55,"[0.008764788508415222, 0.9984643459320068, 2.3322423658100888e-05, 0.0004943828680552542]"
56,"[0.016624627634882927, 0.9992311000823975, 6.123792263679206e-05, 0.0007184915011748672]"
57,"[0.44274798035621643, 0.9983727335929871, 2.016180587816052e-06, 4.8988600610755384e-05]"
58,"[0.21165762841701508, 0.9663755893707275, 0.0004470920539461076, 0.0005110126221552491]"
59,"[0.002555066253989935, 0.9988638162612915, 0.00037448221701197326, 0.0005206005880609155]"
60,"[0.002708166604861617, 0.994573175907135, 0.0002874021010939032, 0.008202501572668552]"
61,"[0.0011216780403628945, 0.9986051917076111, 0.00036137228016741574, 0.0012772498885169625]"
62,"[0.0011080902768298984, 0.997305154800415, 7.529565482400358e-05, 0.023343989625573158]"
63,"[0.0011176036205142736, 0.9982670545578003, 0.0005105739110149443, 0.00042606546776369214]"
64,"[0.0012864916352555156, 0.9954871535301208, 0.0015077083371579647, 0.0020055044442415237]"
65,"[0.0016060798661783338, 0.9965751767158508, 0.0010279067791998386, 0.003640584647655487]"
66,"[0.0011939405230805278, 0.9992092251777649, 6.407973705790937e-05, 0.0005644256016239524]"
67,"[0.00021599514002446085, 0.9999200105667114, 3.468744034762494e-05, 0.0014831318985670805]"
68,"[0.3224332928657532, 0.9979128241539001, 1.3571625459007919e-05, 0.0001682280853856355]"
69,"[0.002989204367622733, 0.0018783736741170287, 0.00047932006418704987, 0.9995338916778564]"
70,"[0.9816741943359375, 0.07304424792528152, 2.0207089619361795e-05, 0.0027090643998235464]"
71,"[0.9817572236061096, 0.0045442585833370686, 8.018956577870995e-05, 0.08036837726831436]"
72,"[0.00014629312499891967, 0.9999876022338867, 2.8115638997405767e-05, 7.498388731619343e-05]"
73,"[0.0016188835725188255, 0.05706844851374626, 0.00046215977636165917, 0.9923728108406067]"
74,"[0.8617270588874817, 0.5372373461723328, 5.070995757705532e-05, 0.0013048209948465228]"
75,"[0.0007223605061881244, 0.9999033212661743, 0.0004189449828118086, 0.0002558936830610037]"
76,"[0.0019643071573227644, 0.9981449842453003, 0.0005567900370806456, 0.009023599326610565]"
77,"[0.508102297782898, 0.0018551808316260576, 0.00017085517174564302, 0.9648861289024353]"
78,"[0.0020020799711346626, 0.9993826150894165, 0.0001013330474961549, 0.0006067617796361446]"
79,"[0.9989914298057556, 0.002790182363241911, 0.000691492750775069, 0.003433057339861989]"
80,"[0.003909108228981495, 0.004723952617496252, 0.0007375192362815142, 0.9990743398666382]"
81,"[0.0013694277731701732, 0.535891056060791, 0.00014998319966252893, 0.9266507625579834]"
82,"[0.005350551567971706, 0.9987847208976746, 0.0011916556395590305, 0.0018494027899578214]"
83,"[0.004347551614046097, 0.996707022190094, 0.0006629449781030416, 0.0029347718227654696]"
84,"[0.9999991655349731, 1.4538475170411402e-06, 1.0495936294319108e-05, 0.00026191124925389886]"
85,"[3.5195214877603576e-05, 0.9999966621398926, 4.715619434136897e-05, 0.00022456832812167704]"
86,"[0.001692362828180194, 0.002957648131996393, 0.0001948917197296396, 0.9997743964195251]"
87,"[0.9998838901519775, 0.00040254282066598535, 0.00013366996427066624, 0.00083199143409729]"
88,"[0.999005138874054, 0.0007180968532338738, 0.0012859134003520012, 0.0018033534288406372]"
89,"[0.9972413778305054, 0.0008811115403659642, 0.0008026708383113146, 0.007892690598964691]"
90,"[0.8337749242782593, 0.9789798259735107, 1.3854774806532077e-05, 1.188337046187371e-05]"
91,"[0.0010989122092723846, 0.6683412790298462, 0.8811488151550293, 0.00038457923801615834]"
92,"[0.0008926964364945889, 0.9997044205665588, 0.0005688561359420419, 0.001287279766984284]"
93,"[0.00046850889339111745, 0.9995978474617004, 0.0007112646126188338, 0.0014471709728240967]"
94,"[0.9982996582984924, 0.0017697183648124337, 0.0001235299714608118, 0.002428188920021057]"
95,"[0.9999716281890869, 4.857208114117384e-05, 5.0102426030207425e-05, 0.00029002808150835335]"
96,"[0.9948745369911194, 0.002903567859902978, 0.00015362947306130081, 0.004159227013587952]"
97,"[0.5547019839286804, 0.7397184371948242, 0.0003182533837389201, 0.0033920889254659414]"
98,"[0.06571165472269058, 0.49867090582847595, 0.0018807906890287995, 0.001956160180270672]"
99,"[0.9937700629234314, 0.0010539502836763859, 0.0008722258498892188, 0.003974526654928923]"
100,"[0.8405711054801941, 0.025858618319034576, 1.021381285681855e-05, 0.22041724622249603]"
