index,logits
0,"[0.9999988079071045, 4.029245701531181e-06, 2.3099568352336064e-05, 6.823136936873198e-05]"
1,"[0.0003525105130393058, 0.002868067938834429, 0.9999430179595947, 8.042735862545669e-05]"
2,"[0.9998950958251953, 0.0004828069650102407, 0.0008986518951132894, 5.401556700235233e-05]"
3,"[0.00022786638874094933, 0.0017840941436588764, 0.9998819828033447, 0.00017410916916560382]"
4,"[0.0004859363834839314, 0.009673340246081352, 0.9999598264694214, 5.718001921195537e-05]"
5,"[1.1541059393493924e-05, 0.9978952407836914, 0.9210894703865051, 3.708511940203607e-06]"
6,"[0.9999768733978271, 0.00016149312432389706, 0.00022578933567274362, 3.5242235753685236e-05]"
7,"[4.254177474649623e-05, 4.49522485723719e-05, 0.9999988079071045, 1.7931322872755118e-05]"
8,"[0.0004594298079609871, 0.0005616725538857281, 0.999958872795105, 0.0002169251092709601]"
9,"[0.0002043845015577972, 0.9999963045120239, 4.613342025550082e-05, 4.873763464274816e-05]"
10,"[0.999316930770874, 0.00013475639570970088, 0.040640026330947876, 3.949400343117304e-05]"
11,"[0.00037318194517865777, 0.019400982186198235, 0.9996246099472046, 9.068548388313502e-05]"
12,"[3.538151577231474e-05, 0.9999958276748657, 0.00023950869217514992, 2.7646492526400834e-05]"
13,"[0.00048002033145166934, 0.0011415710905566812, 0.9993777275085449, 1.4087508134252857e-05]"
14,"[0.00018976030696649104, 0.00039292703149840236, 2.3309439711738378e-05, 0.999964714050293]"
15,"[9.96875241980888e-05, 8.401550439884886e-05, 4.476534741115756e-05, 0.999998927116394]"
16,"[0.8147132396697998, 7.145266408770112e-06, 2.5643308617873117e-05, 0.9987260699272156]"
17,"[0.0002102560392813757, 0.9999933242797852, 5.276805040921317e-06, 0.00021202357311267406]"
18,"[0.0006416013347916305, 0.0006923892069607973, 0.00030493902158923447, 0.9997988343238831]"
19,"[7.03544938005507e-05, 1.006233196676476e-05, 5.5624928791075945e-05, 0.9999996423721313]"
20,"[0.00023429392604157329, 0.0001648908364586532, 5.966327807982452e-05, 0.9999881982803345]"
21,"[0.0016958167543634772, 0.00119440455455333, 0.00012908845383208245, 0.9999481439590454]"
22,"[6.809519254602492e-05, 8.280000656668562e-06, 0.051088038831949234, 0.9991456270217896]"
23,"[0.00023668986978009343, 0.15550290048122406, 0.9836254715919495, 0.002388258930295706]"
24,"[0.0005914320354349911, 0.0002836479980032891, 1.0912293873843737e-05, 0.9999924898147583]"
25,"[0.001507575623691082, 0.00048446678556501865, 0.0005286766681820154, 0.9995436072349548]"
26,"[0.00030122112366370857, 0.00010538192873355001, 2.003890767809935e-05, 0.9999890327453613]"
27,"[0.0007249352056533098, 0.0003126232768408954, 0.00016479149053338915, 0.9999339580535889]"
28,"[0.0001221664424519986, 4.6103647036943585e-05, 6.776495138183236e-05, 0.9999994039535522]"
29,"[9.928244253387675e-05, 0.00011411281593609601, 1.2819208677683491e-05, 0.9999960660934448]"
30,"[3.75433883164078e-05, 6.594962178496644e-05, 1.6185817912628409e-06, 0.9999990463256836]"
31,"[0.00016086423420347273, 2.1085759726702236e-05, 4.66807177872397e-05, 0.999997615814209]"
32,"[0.00027547628269530833, 4.071658622706309e-05, 0.00017058008234016597, 0.9999669790267944]"
33,"[0.0035624478477984667, 2.9661370717803948e-05, 1.8653614688446396e-06, 0.999990701675415]"
34,"[1.2893457096652128e-05, 0.9999998807907104, 1.4546726561093237e-06, 3.74353021470597e-06]"
35,"[6.543099880218506e-05, 0.14948076009750366, 3.563733841360772e-08, 0.9996588230133057]"
36,"[0.0009116360452026129, 0.07555843889713287, 3.186958679179952e-07, 0.9994354844093323]"
37,"[0.0005707994569092989, 0.0005774659221060574, 1.1198673746548593e-05, 0.9999896287918091]"
38,"[0.00014623203605879098, 3.503006882965565e-05, 5.9541875089053065e-05, 0.9999967813491821]"
39,"[0.9996602535247803, 1.860360316641163e-05, 3.918736410923884e-07, 0.22402708232402802]"
40,"[0.9999358654022217, 0.0002492163621354848, 4.8133522795978934e-05, 0.00026852788869291544]"
41,"[2.6795411031343974e-05, 1.9092012735200115e-05, 6.999965194154356e-07, 0.9999998807907104]"
42,"[0.9999984502792358, 2.97521964967018e-05, 1.1820019608421717e-05, 7.070646097417921e-05]"
43,"[0.9999117851257324, 0.0002489131293259561, 0.0001272410008823499, 0.00021890999050810933]"
44,"[0.9999359846115112, 0.0002804223622661084, 8.680338942212984e-05, 0.0003101876354776323]"
45,"[0.00015665683895349503, 4.0756833186605945e-05, 5.024323399993591e-06, 0.9999994039535522]"
46,"[0.00020799411868210882, 9.860923455562443e-05, 6.0105507145635784e-05, 0.9999963045120239]"
47,"[0.9999678134918213, 3.1335712264990434e-05, 7.16162467142567e-05, 0.0007274598465301096]"
48,"[0.9999547004699707, 0.00046836596447974443, 0.00010720869613578543, 9.827861504163593e-05]"
49,"[0.9998695850372314, 0.00023653374228160828, 0.0013335243565961719, 4.011377313872799e-05]"
50,"[0.00010697810648707673, 0.993629515171051, 9.416100510861725e-06, 0.18819835782051086]"
51,"[0.00047732668463140726, 3.194678356521763e-05, 2.0086336007807404e-05, 0.9999983310699463]"
52,"[8.763936784816906e-05, 3.377154280315153e-05, 2.426298124191817e-05, 0.9999988079071045]"
53,"[3.4061147744068876e-05, 4.520527727436274e-05, 2.480955799910589e-06, 0.9999997615814209]"
54,"[0.9999692440032959, 9.473071258980781e-05, 5.012105930291e-07, 0.025213882327079773]"
55,"[8.20679542812286e-06, 1.0, 2.41383145294094e-06, 1.8553056406744872e-06]"
56,"[6.178108014864847e-05, 0.9999600648880005, 0.00017081998521462083, 0.00019715794769581407]"
57,"[2.4521814339095727e-05, 0.9999982118606567, 3.55767369910609e-05, 4.550800804281607e-05]"
58,"[6.97579889674671e-05, 0.9999923706054688, 0.00020518193196039647, 5.079509355709888e-05]"
59,"[0.0003246412961743772, 0.9999587535858154, 0.00029646317125298083, 0.00015675141185056418]"
60,"[5.461629916680977e-05, 0.999954104423523, 0.00011657845607260242, 9.098423470277339e-05]"
61,"[0.05569682642817497, 0.14086905121803284, 0.9893654584884644, 9.28728604776552e-06]"
62,"[0.9999998807907104, 3.928250862372806e-06, 4.654196345654782e-06, 2.3424938262905926e-05]"
63,"[5.162182787898928e-05, 0.9999655485153198, 0.0006637568003498018, 6.445265898946673e-05]"
64,"[0.9998106360435486, 0.782910943031311, 4.303126388549572e-07, 1.7012812350003514e-06]"
65,"[0.999963641166687, 0.0010809509549289942, 1.0940021638816688e-05, 0.00021715833281632513]"
66,"[1.6333002349711023e-05, 0.9999991655349731, 5.45115617569536e-05, 1.5422434444190003e-05]"
