index,logits
0,"[0.9999920129776001, 4.945324326399714e-05, 0.00011406766134314239, 0.0016392392572015524]"
1,"[0.9995331764221191, 0.005652557592839003, 0.0027788032311946154, 0.0016274933004751801]"
2,"[0.005404443945735693, 0.0036735350731760263, 0.9996702671051025, 0.0021657361648976803]"
3,"[0.00024278358614537865, 0.7314549684524536, 0.9243395924568176, 6.542326445924118e-05]"
4,"[0.9727581143379211, 0.14924179017543793, 0.0462123341858387, 0.00013793357356917113]"
5,"[0.9997847676277161, 0.0017945579020306468, 0.0006556204170919955, 0.0010532435262575746]"
6,"[0.9956014156341553, 0.005525060463696718, 0.0387129932641983, 0.0012071460951119661]"
7,"[0.10243073105812073, 2.311096068297047e-05, 1.772787800291553e-05, 0.9999827146530151]"
8,"[0.9991952776908875, 0.0023806432727724314, 1.8270337022840977e-05, 0.03916669636964798]"
9,"[0.999855637550354, 0.01866772770881653, 1.4746588021807838e-05, 0.0010396909201517701]"
10,"[0.017660273239016533, 0.000727313628885895, 0.003465300193056464, 0.9993230104446411]"
11,"[0.0007853496936149895, 0.012192759662866592, 2.054537253570743e-05, 0.9998840093612671]"
12,"[0.00018949052901007235, 0.9999901056289673, 7.0741070885560475e-06, 0.002510471036657691]"
13,"[0.9992320537567139, 0.0007391350227408111, 8.061286644078791e-05, 0.08989490568637848]"
14,"[0.9969526529312134, 0.992573618888855, 3.4928029890579637e-07, 4.473072749533458e-06]"
15,"[7.513104355894029e-05, 0.9999514818191528, 0.001139040687121451, 0.00023114628857001662]"
16,"[0.5130556225776672, 0.8469541072845459, 1.977429201360792e-05, 0.041975799947977066]"
17,"[0.007715660147368908, 0.9943736791610718, 1.091344984160969e-05, 0.07481043040752411]"
18,"[0.9993696808815002, 0.00011528274626471102, 0.000145782352774404, 0.1324097216129303]"
19,"[5.5393760703736916e-05, 0.9999980926513672, 3.4921267797471955e-05, 0.0015221829526126385]"
20,"[3.28782552969642e-05, 0.9999991655349731, 5.498923565028235e-05, 0.0009495911072008312]"
21,"[0.1974763125181198, 0.0003764878201764077, 0.00014000124065205455, 0.998231828212738]"
22,"[0.0005566732725128531, 0.9999336004257202, 0.0003056815767195076, 0.0008771631401032209]"
23,"[0.002361882012337446, 0.002358302939683199, 0.001813859329558909, 0.9998407363891602]"
24,"[0.0014405340189114213, 0.00675550103187561, 0.0001596687507117167, 0.9993543028831482]"
25,"[0.10189841687679291, 0.00017934762581717223, 0.00010188172745984048, 0.9865288734436035]"
26,"[0.00015708852151874453, 0.0003061858587898314, 4.4110085582360625e-05, 0.9999951124191284]"
27,"[0.019466597586870193, 4.248457116773352e-05, 2.1753170585725456e-05, 0.9999936819076538]"
28,"[0.0027695202734321356, 0.9842777848243713, 1.1429940059315413e-05, 0.17733652889728546]"
29,"[0.9974222183227539, 0.13207224011421204, 6.854937237221748e-05, 2.9654273021151312e-05]"
