index,logits
0,"[0.07535380125045776, 2.6211657200292393e-07, 0.9988036155700684, 1.2265438272152096e-05]"
1,"[0.9999954700469971, 0.0021914064418524504, 1.8898401322076097e-05, 0.0001800561585696414]"
2,"[0.9969993829727173, 1.8252693223530514e-07, 0.3032914698123932, 1.0729407222243026e-05]"
3,"[0.9999791383743286, 0.002866763388738036, 0.06636800616979599, 0.00036790614831261337]"
4,"[1.7982625649892725e-05, 2.3987016902538016e-05, 0.9999955892562866, 6.027651033946313e-05]"
5,"[0.9999996423721313, 5.902825796511024e-05, 4.56458110420499e-06, 0.0001096362539101392]"
6,"[0.9999947547912598, 9.343065357825253e-06, 0.024517806246876717, 0.0004481658397708088]"
7,"[0.9999181032180786, 0.9941650032997131, 2.8160397050669417e-05, 0.9786473512649536]"
8,"[0.01437760517001152, 0.9999637603759766, 0.000665528466925025, 0.0010246944148093462]"
9,"[0.9999984502792358, 0.001060783863067627, 2.01886919626304e-07, 0.007717011030763388]"
10,"[0.9999974966049194, 0.0002737986797001213, 8.080471161520109e-06, 0.0001243332080775872]"
11,"[0.9999181032180786, 0.9941650032997131, 2.8160397050669417e-05, 0.9786473512649536]"
12,"[7.235499197122408e-06, 8.325489761773497e-05, 0.000515577441547066, 0.9999929666519165]"
13,"[0.9999181032180786, 0.9941650032997131, 2.8160397050669417e-05, 0.9786473512649536]"
14,"[0.999962568283081, 0.9882395267486572, 1.1403104736018577e-06, 0.12215789407491684]"
15,"[0.033131834119558334, 0.06343020498752594, 0.11184235662221909, 0.08611536771059036]"
16,"[0.00015075012925080955, 4.5310716245694493e-07, 0.9958164095878601, 0.29445359110832214]"
17,"[0.010638223960995674, 0.00019773705571424216, 1.3828005648974795e-05, 0.9999790191650391]"
18,"[0.00034681835677474737, 0.0003007863415405154, 0.0008455998613499105, 0.9999970197677612]"
19,"[0.011256559751927853, 0.9999741315841675, 0.022427573800086975, 0.0011275405995547771]"
20,"[0.0009081063326448202, 0.9951786994934082, 0.9353487491607666, 7.30958126951009e-05]"
21,"[0.00017816135368775576, 2.3858234271756373e-05, 1.2239976967975963e-05, 0.9999969005584717]"
22,"[0.9998340606689453, 0.0023296501021832228, 2.1705241124436725e-06, 0.8192858695983887]"
23,"[0.9997100234031677, 0.00037323744618333876, 0.0003813637304119766, 0.029331285506486893]"
24,"[0.9999951124191284, 5.430697274277918e-05, 0.0011099518742412329, 0.0002872128679882735]"
25,"[0.0008268640958704054, 4.033791628899053e-05, 0.971036970615387, 0.815651535987854]"
26,"[0.9974314570426941, 9.569976100465283e-05, 7.383329375443282e-06, 0.9995064735412598]"
27,"[0.9999986886978149, 2.204008342232555e-05, 3.9181624742923304e-05, 0.0004889502306468785]"
28,"[0.0014000601368024945, 0.06428918242454529, 1.8914610336651094e-05, 0.9997552037239075]"
29,"[0.00019057659665122628, 9.302623311668867e-07, 0.9977802634239197, 0.5432165861129761]"
30,"[2.7019605113309808e-05, 0.0006752148037776351, 0.5322802066802979, 0.9940651655197144]"
31,"[0.9999936819076538, 0.008496531285345554, 3.797838508035056e-05, 0.002155093941837549]"
32,"[7.1850622589408886e-06, 2.970963942061644e-05, 0.9999940395355225, 5.4856100177858025e-05]"
33,"[0.152058944106102, 4.910337381147656e-08, 0.9981274008750916, 0.002424564678221941]"
34,"[0.9844895601272583, 0.00041110633173957467, 5.525298092834419e-06, 0.9997404217720032]"
35,"[6.461083557951497e-06, 0.00021172418200876564, 0.8117912411689758, 0.7199294567108154]"
36,"[0.9978933930397034, 1.4434733202506322e-05, 8.744360457058065e-06, 0.9877655506134033]"
37,"[0.0004359354788903147, 3.815404852502979e-05, 7.58674968892592e-06, 0.9999986886978149]"
38,"[0.9999990463256836, 3.6799534427700564e-05, 7.290620033018058e-06, 0.0003252748283557594]"
39,"[3.0839968530926853e-05, 4.457297836779617e-05, 0.9997381567955017, 0.22509141266345978]"
40,"[0.15814435482025146, 0.0003353827341925353, 8.235975838033482e-05, 0.9999759197235107]"
41,"[0.9312306046485901, 5.5119089665822685e-06, 6.900491371197859e-06, 0.999441921710968]"
42,"[0.40243038535118103, 1.0902040514793043e-07, 0.6735096573829651, 0.008569893427193165]"
43,"[0.9999669790267944, 6.916097845532931e-07, 0.0001839776086853817, 0.00021187060337979347]"
44,"[0.9997724890708923, 6.684966137981974e-06, 0.19482482969760895, 0.0031981542706489563]"
45,"[0.999190628528595, 0.0030123633332550526, 6.208366016835498e-07, 0.4770754873752594]"
46,"[0.05761785805225372, 0.0006901204469613731, 0.0026030961889773607, 0.9978650212287903]"
47,"[3.7294125831977e-07, 0.9999988079071045, 0.008263176307082176, 5.987798886053497e-06]"
48,"[0.0027190721593797207, 0.05226263031363487, 6.973432846280048e-06, 0.9993603825569153]"
49,"[0.00017171326908282936, 0.00018438116239849478, 0.00012892251834273338, 0.9999861717224121]"
50,"[0.0001463995868107304, 9.34310992306564e-06, 0.9999334812164307, 0.0015506461495533586]"
51,"[4.9954196583712474e-05, 0.0021202859934419394, 0.9999979734420776, 3.308980922156479e-06]"
52,"[1.987543072345943e-07, 0.996755063533783, 0.02532283589243889, 0.42347821593284607]"
53,"[0.9999325275421143, 0.19918686151504517, 3.124672787180316e-08, 0.011825055815279484]"
54,"[0.9994472861289978, 1.5939987179081072e-06, 3.71977366739884e-05, 0.05979938432574272]"
55,"[0.009376653470098972, 7.165862712099624e-07, 0.6736884713172913, 0.9711192846298218]"
