index,logits
304,"[0.0003249078872613609, 0.00034508653334341943, 0.00015812877973075956, 0.999953031539917]"
231,"[0.9999325275421143, 8.604388131061569e-05, 0.0009877975098788738, 0.0001126272400142625]"
246,"[0.000202723138500005, 0.9999396800994873, 5.909668834647164e-05, 0.000352525501511991]"
490,"[0.9998987913131714, 0.0001413105201208964, 0.00019815852283500135, 0.00011065938451793045]"
79,"[0.9998998641967773, 0.0001379131863359362, 0.00022265463485382497, 0.00010559125075815246]"
99,"[0.9999016523361206, 0.00014611202641390264, 0.0001912552397698164, 0.00010993252362823114]"
426,"[0.9999299049377441, 0.999077558517456, 0.03387284651398659, 0.00016847948427312076]"
46,"[0.00020727980881929398, 0.9999369382858276, 5.758148472523317e-05, 0.0003225253603886813]"
16,"[7.858455501263961e-05, 0.02061881124973297, 0.0001503698294982314, 0.9999665021896362]"
479,"[0.00020240388403180987, 0.00021329287847038358, 0.9998719692230225, 0.0001521560043329373]"
218,"[0.9999034404754639, 0.0001425768423359841, 0.00018959605949930847, 0.00011867723515024409]"
487,"[0.00020217358542140573, 0.00022418861044570804, 0.9998791217803955, 0.00014987641770858318]"
424,"[0.003453548066318035, 0.999981164932251, 3.2692227250663564e-05, 0.00028860013117082417]"
294,"[0.9999701976776123, 4.953158713760786e-05, 0.031150754541158676, 0.000177704292582348]"
58,"[0.00027701412909664214, 0.9999467134475708, 5.101485294289887e-05, 0.00032608461333438754]"
228,"[0.9999268054962158, 0.00033442137646488845, 0.0001321519521297887, 9.223905362887308e-05]"
369,"[0.00029280196758918464, 0.0002954369701910764, 0.00016326391778420657, 0.9999362230300903]"
216,"[0.9999603033065796, 0.001033369917422533, 0.00010928888514172286, 8.19856722955592e-05]"
154,"[0.00020513164054136723, 0.999937891960144, 6.0643480537692085e-05, 0.00031413804390467703]"
97,"[0.9998703002929688, 0.00016219420649576932, 0.00017317089077550918, 9.787254384718835e-05]"
83,"[0.999885082244873, 0.00017178467533085495, 0.00016762810992076993, 0.00011096159869339317]"
410,"[0.9997676014900208, 0.999764621257782, 0.00043192517478019, 0.0012706685811281204]"
112,"[0.9998971223831177, 0.0001425998198101297, 0.00019666997832246125, 0.00010702044528443366]"
313,"[0.0002749079721979797, 0.0002127118204953149, 0.00025420947349630296, 0.9999356269836426]"
295,"[3.84719533030875e-05, 4.021841596113518e-05, 0.11570169776678085, 0.9990487694740295]"
201,"[0.0007351947133429348, 0.9999680519104004, 4.851861376664601e-05, 0.0002743458317127079]"
98,"[0.9999030828475952, 0.00014804456441197544, 0.00020544305152725428, 0.00010463822400197387]"
405,"[0.9913691878318787, 7.392755651380867e-05, 3.331386687932536e-05, 0.9998444318771362]"
169,"[0.00016588544531259686, 0.9999302625656128, 6.858736014692113e-05, 0.0003131410921923816]"
421,"[0.00018213826115243137, 0.9999377727508545, 8.855412306729704e-05, 0.0002664684725459665]"
241,"[0.9999103546142578, 0.00015236681792885065, 0.0001909902784973383, 0.00011374039604561403]"
348,"[0.00036637188168242574, 0.9999542236328125, 6.173325527925044e-05, 0.0002698316238820553]"
82,"[0.17600394785404205, 0.9999790191650391, 2.2103587980382144e-05, 0.00031639315420761704]"
439,"[0.00016730492643546313, 0.9999343156814575, 7.485886453650892e-05, 0.0003081267641391605]"
151,"[0.00019838196749333292, 0.9999366998672485, 6.118672899901867e-05, 0.00031524509540759027]"
136,"[0.0002890321484301239, 0.0002520581183489412, 0.00018871358770411462, 0.9999359846115112]"
27,"[0.0001795570715330541, 0.9999358654022217, 6.461882003350183e-05, 0.00033464431180618703]"
87,"[0.9999053478240967, 0.00014555704547092319, 0.00019821540627162904, 0.00011056287621613592]"
363,"[0.00016287705511786044, 0.00021916520199738443, 0.9998683929443359, 0.0001882186916191131]"
481,"[0.00019058752513956279, 0.00022112418082542717, 0.9998713731765747, 0.00015597626043017954]"
374,"[0.00025261699920520186, 0.0002935748780146241, 0.0001905806129798293, 0.9999344348907471]"
503,"[0.00013069450506009161, 0.02955150604248047, 0.9999754428863525, 2.7388141461415216e-05]"
370,"[0.0018738678190857172, 0.00013812047836836427, 0.00013713203952647746, 0.9999721050262451]"
445,"[0.0001437497412553057, 0.9999287128448486, 9.79918913799338e-05, 0.0002674504357855767]"
300,"[0.00027620740002021194, 0.0003079752204939723, 0.00017796593601815403, 0.9999426603317261]"
31,"[0.00020776102610398084, 0.9999469518661499, 8.292789425468072e-05, 0.000281170621747151]"
469,"[0.0033044146839529276, 8.166630141204223e-05, 0.9999545812606812, 0.00015877241094131023]"
39,"[0.006838121451437473, 0.999987006187439, 2.687371670617722e-05, 0.00040314687066711485]"
299,"[0.0002449774765409529, 0.00032626092433929443, 0.0001780465681804344, 0.9999377727508545]"
458,"[0.9999059438705444, 0.00015327215078286827, 0.00019480774062685668, 0.00010657917300704867]"
52,"[0.00026020058430731297, 0.9999498128890991, 6.309487798716873e-05, 0.00030957694980315864]"
