index,logits
0,"[0.9998369216918945, 0.000408230465836823, 0.0006525872740894556, 0.0005605552578344941]"
1,"[0.003637939225882292, 0.00027168431552127004, 0.9996286630630493, 0.0007606938015669584]"
2,"[0.9998140931129456, 0.0003507460933178663, 0.001496465876698494, 0.0005386284901760519]"
3,"[0.0010530469007790089, 0.0006474170950241387, 0.9998975992202759, 0.0011605246691033244]"
4,"[0.01030002348124981, 0.0003457218990661204, 0.9995997548103333, 0.00041180860716849566]"
5,"[0.0004330302181188017, 0.000951989961322397, 0.999645471572876, 0.0009815407684072852]"
6,"[0.9994082450866699, 0.0006058686994947493, 0.0009238563943654299, 0.00019530415011104196]"
7,"[0.9999090433120728, 0.0005533606745302677, 0.0011743803042918444, 0.0007088616257533431]"
8,"[0.00020900381787214428, 0.000583095068577677, 0.999477207660675, 0.007088607642799616]"
9,"[0.99985671043396, 0.0004745845799334347, 0.0006875618128105998, 0.0005802424275316298]"
10,"[0.9998131394386292, 0.00029812665889039636, 0.0016513207228854299, 0.0004375181160867214]"
11,"[0.0005250610993243754, 0.0008858580840751529, 0.9998071789741516, 0.0011462217662483454]"
12,"[0.9999203681945801, 0.0007490597781725228, 0.0010261381976306438, 0.0013412187108770013]"
13,"[0.0009494686382822692, 0.0007132510072551668, 0.9998430013656616, 0.001014337525703013]"
14,"[0.999901533126831, 0.0009285299456678331, 0.0003362291899975389, 0.001061721588484943]"
15,"[0.003826904110610485, 0.00031736353412270546, 0.9997770190238953, 0.001959802582859993]"
16,"[0.0166613906621933, 0.011859896592795849, 0.001280707074329257, 0.9599124789237976]"
17,"[0.0012922481400892138, 0.0027062189765274525, 0.000609053298830986, 0.9997146725654602]"
18,"[0.001604726305231452, 0.0010813695844262838, 0.0009961853502318263, 0.9997966885566711]"
19,"[0.0010853037238121033, 0.00151406682562083, 0.0010895514860749245, 0.9997537732124329]"
20,"[0.0008866513962857425, 0.0007124677067622542, 0.003258857410401106, 0.9996091723442078]"
21,"[0.0002687527739908546, 0.44446903467178345, 0.0003888904466293752, 0.9839062690734863]"
22,"[0.9942534565925598, 0.00010209676111117005, 0.000912313349545002, 0.7532378435134888]"
23,"[0.0020319095347076654, 0.0002603909233585, 0.999728262424469, 0.0017351682763546705]"
24,"[0.0009322495316155255, 0.007371538318693638, 0.0006525649223476648, 0.9992542862892151]"
25,"[0.9998362064361572, 0.00030496722320094705, 0.0006597422761842608, 0.0007343146135099232]"
26,"[0.0003546342486515641, 0.0027536165434867144, 0.011704894714057446, 0.9955040812492371]"
27,"[5.62986679142341e-05, 0.961067795753479, 0.08465422689914703, 0.00046633396414108574]"
28,"[0.0008254651329480112, 0.0012908937642350793, 0.0018356614746153355, 0.9996850490570068]"
29,"[0.004752215463668108, 0.0006560419569723308, 0.0005129678174853325, 0.9995844960212708]"
30,"[0.000972389243543148, 0.0010739824501797557, 0.017835311591625214, 0.9919583797454834]"
31,"[0.0014775918098166585, 0.001260204240679741, 0.0009700069786049426, 0.9997982382774353]"
32,"[0.0013559915823861957, 0.0014178974088281393, 0.0009032406960614026, 0.9997839331626892]"
33,"[0.9994950294494629, 0.8640953898429871, 0.00014834216563031077, 0.7849539518356323]"
34,"[0.9998809099197388, 0.0007925848476588726, 0.00036242674104869366, 0.0008410443551838398]"
35,"[0.999955415725708, 0.010900327004492283, 0.00028337875846773386, 0.007797926664352417]"
36,"[0.9998792409896851, 0.0008491561748087406, 0.0004152797337155789, 0.0007201133412308991]"
37,"[0.0001667437027208507, 0.9933469295501709, 0.011748209595680237, 0.0015084744663909078]"
38,"[0.0010063747176900506, 0.0007031377172097564, 0.0031412241514772177, 0.9996591806411743]"
39,"[0.008105931803584099, 0.9996535778045654, 0.00023451786546502262, 0.0010432031704112887]"
40,"[0.013362852856516838, 0.0004579818341881037, 0.0009460696601308882, 0.9994682669639587]"
41,"[0.7987750172615051, 0.0008911394397728145, 0.0004174383357167244, 0.999096155166626]"
42,"[0.0008068706374615431, 0.002774500288069248, 0.000934842333663255, 0.9996157884597778]"
43,"[0.0003649139543995261, 0.15335452556610107, 0.00032782828202471137, 0.9922260046005249]"
44,"[0.01589735597372055, 0.0006774082430638373, 0.0002387537679169327, 0.9985606074333191]"
45,"[0.00118468445725739, 0.001383377006277442, 0.00112974364310503, 0.9997758269309998]"
46,"[0.9401575922966003, 0.9841911792755127, 0.00011340143828419968, 0.0002277918829349801]"
47,"[0.0015658731572329998, 0.0013021400664001703, 0.0009469673968851566, 0.9998143315315247]"
48,"[0.041707973927259445, 0.00012522759789135307, 0.0011057109804823995, 0.9989462494850159]"
49,"[0.1977252960205078, 0.987337589263916, 0.00018994728452526033, 0.00018374936189502478]"
50,"[0.001977823209017515, 0.001064648269675672, 0.0008697074954397976, 0.9998005032539368]"
51,"[0.4925380051136017, 0.003973755054175854, 0.842896580696106, 2.0298350136727095e-05]"
52,"[0.993536114692688, 0.0005116494139656425, 0.00012136399891460314, 0.5305008888244629]"
53,"[0.9985275268554688, 0.0007126058917492628, 0.0006611458957195282, 0.023415585979819298]"
54,"[0.9672765135765076, 0.00033354194601997733, 0.00043101207120344043, 0.9900287985801697]"
55,"[0.0007164088310673833, 0.0007985788397490978, 0.9998213648796082, 0.0009549868991598487]"
56,"[0.0007149938610382378, 0.1311825066804886, 0.0003103796043433249, 0.9941889047622681]"
57,"[0.0021217786706984043, 0.9998421669006348, 0.00036899992846883833, 0.00044071333832107484]"
58,"[0.0008607920026406646, 0.9998576641082764, 0.0005176783888600767, 0.0005981278955005109]"
59,"[0.0012680321233347058, 0.9998800754547119, 0.0005004985723644495, 0.0005063873250037432]"
60,"[0.0001159437742899172, 0.9742453694343567, 0.03276510909199715, 0.00017038322403095663]"
61,"[0.012295463122427464, 0.999775230884552, 0.0015462868614122272, 0.00012098673323635012]"
62,"[0.9998435974121094, 0.0006108655943535268, 0.0004842502239625901, 0.0005145370960235596]"
63,"[8.675671415403485e-05, 0.014302374795079231, 0.9917538166046143, 0.00047974404878914356]"
64,"[0.0003632720035966486, 0.9978731870651245, 0.009987006895244122, 0.00012346060248091817]"
65,"[0.0005275832372717559, 0.0008936941158026457, 0.9996364116668701, 0.0008063851855695248]"
66,"[0.0006835756357759237, 0.9998342990875244, 0.0005665773060172796, 0.0005896610673516989]"
67,"[0.05266190692782402, 0.9997343420982361, 0.0006124261999502778, 0.00031884561758488417]"
68,"[0.0005511787603609264, 0.9997809529304504, 0.0007180835236795247, 0.0005665303324349225]"
69,"[5.067365782451816e-05, 0.041528377681970596, 0.9619446992874146, 0.0005131659563630819]"
70,"[0.9160605072975159, 0.000508245371747762, 0.0005704901996068656, 0.9956242442131042]"
71,"[0.0008305605151690543, 0.9997311234474182, 0.0008624537149444222, 0.0003365676966495812]"
72,"[0.9998800754547119, 0.0006742370896972716, 0.0011753393337130547, 0.00047344143968075514]"
73,"[0.0009694332838989794, 0.9997820258140564, 0.0010095874313265085, 0.00030283653177320957]"
74,"[0.003557289019227028, 0.00041207778849639, 0.9997949004173279, 0.0009521446190774441]"
75,"[0.999955415725708, 0.010900327004492283, 0.00028337875846773386, 0.007797926664352417]"
76,"[0.0008523587021045387, 0.9998575448989868, 0.0005191586678847671, 0.0005440535023808479]"
77,"[0.0012678341008722782, 0.9998931884765625, 0.000462900847196579, 0.0005802111700177193]"
78,"[0.0007961664232425392, 0.9998334646224976, 0.00046046674833633006, 0.0005972417420707643]"
79,"[0.004664356354624033, 0.9999148845672607, 0.0003058211877942085, 0.000782374176196754]"
80,"[0.0009751655161380768, 0.9998706579208374, 0.00042101021972484887, 0.0006496229907497764]"
81,"[0.0009026607149280608, 0.4358140826225281, 0.00018299157090950757, 0.9954599738121033]"
82,"[0.0022176597267389297, 0.9998883008956909, 0.0004580386448651552, 0.0004704863531515002]"
83,"[0.0005325446836650372, 0.9997127652168274, 0.000613127020187676, 0.0006556084845215082]"
84,"[0.0005024576676078141, 0.9997323155403137, 0.0006116139702498913, 0.0005279306205920875]"
85,"[0.9998480081558228, 0.0007325274054892361, 0.000347885797964409, 0.0005403153481893241]"
86,"[0.00087551778415218, 0.9998239874839783, 0.0005410871817730367, 0.0005610916414298117]"
87,"[0.9998596906661987, 0.0009029859793372452, 0.0002093608200084418, 0.0010200896067544818]"
88,"[0.9994950294494629, 0.8640953898429871, 0.00014834216563031077, 0.7849539518356323]"
89,"[0.0009509469382464886, 0.9997363686561584, 0.0004669139161705971, 0.000520823523402214]"
90,"[0.0006356966332532465, 0.999772846698761, 0.0007105369586497545, 0.0004388051456771791]"
91,"[0.3291606605052948, 0.0004137025971431285, 0.0002469360188115388, 0.9984678626060486]"
92,"[0.0011454118648543954, 0.013528215698897839, 0.0004540561349131167, 0.9993798732757568]"
93,"[0.0004185789730399847, 0.9994909763336182, 0.0005551859503611922, 0.000966971623711288]"
94,"[0.0004182768170721829, 0.9996267557144165, 0.0012871859362348914, 0.00044959690421819687]"
95,"[0.0019599911756813526, 0.9994340538978577, 0.0006391950882971287, 0.0005866462597623467]"
96,"[0.0009763057460077107, 0.0008184361504390836, 0.9998900890350342, 0.001119945663958788]"
97,"[0.0006522281910292804, 0.9997965693473816, 0.00048490799963474274, 0.0006200848147273064]"
98,"[0.005252471659332514, 0.00026609146152623, 0.001467289519496262, 0.9993839263916016]"
99,"[0.000769640551880002, 0.9997158646583557, 0.0003252531460020691, 0.0008033625781536102]"
100,"[0.9998428821563721, 0.00044014156446792185, 0.0005021399701945484, 0.0005624704645015299]"
101,"[0.9956372380256653, 0.21324792504310608, 0.00027404571301303804, 4.1133793274639174e-05]"
102,"[0.9998490810394287, 0.0006549253594130278, 0.0003042394819203764, 0.0006382372812367976]"
103,"[0.9994950294494629, 0.8640953898429871, 0.00014834216563031077, 0.7849539518356323]"
104,"[0.9994950294494629, 0.8640953898429871, 0.00014834216563031077, 0.7849539518356323]"
