index,logits
0,"[0.9999986886978149, 1.339947630185634e-06, 4.417558763236684e-09, 2.3324182620854117e-05]"
1,"[1.0, 1.8525439600125537e-06, 3.4139213767048204e-06, 2.0460470651073592e-08]"
2,"[0.00022662097762804478, 1.9780575257755117e-06, 1.0, 3.500486229768285e-07]"
3,"[1.0, 4.1506038428451575e-07, 1.0511412256164476e-05, 2.6458431889864187e-08]"
4,"[1.0, 0.0004683948354795575, 5.737317110288132e-07, 9.246846843780077e-07]"
5,"[1.0, 8.72227133186243e-07, 2.440236130496487e-06, 5.997858920636645e-08]"
6,"[3.4234584745718166e-05, 0.4926321804523468, 6.938143570778266e-08, 0.9953839182853699]"
7,"[1.0, 7.285264018719317e-07, 3.512056764520821e-06, 7.592930018063271e-08]"
8,"[1.4426392169752944e-07, 0.30627351999282837, 1.1306954483814025e-08, 0.9997109770774841]"
9,"[0.00011165798787260428, 1.0, 5.066656740382314e-06, 1.4965209516049072e-07]"
10,"[1.2811499638942792e-09, 6.4512295239183e-07, 0.9999771118164062, 0.028982127085328102]"
11,"[2.4846465862538025e-07, 1.4059279465072905e-06, 1.7697037719699438e-06, 1.0]"
12,"[1.146317352151982e-08, 0.00012548617087304592, 4.890769673693285e-07, 0.9999995231628418]"
13,"[3.557114177965559e-05, 1.0, 3.9132345364123466e-08, 8.837474183565064e-07]"
14,"[0.9999971389770508, 0.9734859466552734, 5.165926268091425e-06, 0.023688359186053276]"
15,"[0.0009735271451063454, 0.00032772173290140927, 2.701184165232462e-08, 0.9999829530715942]"
16,"[1.761725070537068e-05, 7.673515028727707e-06, 5.764954948972445e-07, 0.9999951124191284]"
17,"[1.0759625013179175e-07, 1.3098231192998355e-06, 5.224201231612824e-07, 1.0]"
18,"[0.999904990196228, 1.5849514966248535e-05, 6.673477326302191e-09, 0.062272559851408005]"
19,"[3.4616880384419346e-07, 2.4463713543809718e-06, 1.5654535445719375e-06, 1.0]"
20,"[3.4616880384419346e-07, 2.4463713543809718e-06, 1.5654535445719375e-06, 1.0]"
21,"[0.8595471978187561, 1.03274926388508e-08, 2.1242907166652003e-07, 0.9178293943405151]"
22,"[0.9992402791976929, 0.00033154687844216824, 0.3848441541194916, 9.88768391607664e-08]"
23,"[2.1338176736662717e-07, 1.0772156429084134e-06, 7.854024488551659e-07, 1.0]"
24,"[0.00011010080197593197, 0.9999842643737793, 4.2414616473251954e-05, 0.0007926384569145739]"
25,"[1.0, 2.401686970188166e-06, 2.3310249162022956e-06, 1.4425498306991358e-07]"
26,"[0.9994673132896423, 0.40343472361564636, 0.0028957328759133816, 0.9977858066558838]"
27,"[0.9994673132896423, 0.40343472361564636, 0.0028957328759133816, 0.9977858066558838]"
28,"[6.280716746687176e-08, 0.8954976201057434, 0.2897176742553711, 5.887096267542802e-05]"
29,"[1.0, 2.3538914319942705e-06, 6.072165342629887e-05, 5.071564856962141e-08]"
