index,logits
0,"[1.0, 2.6395255758870917e-07, 6.196105317712863e-08, 2.805812982842326e-06]"
1,"[8.563671372030512e-07, 1.4695688150823116e-06, 1.0, 2.601532003154716e-07]"
2,"[1.0609408036543755e-06, 1.0153115681532654e-06, 1.0, 4.363669177109841e-07]"
3,"[0.00646616704761982, 0.9999737739562988, 9.320421412439828e-08, 0.011585992760956287]"
4,"[1.0, 3.1697592106638695e-08, 1.282040926753325e-07, 5.136382696946384e-06]"
5,"[1.0, 1.1436704028255917e-08, 1.8155560610466637e-07, 1.3345416846277658e-05]"
6,"[3.1684550776844844e-05, 4.096493171346083e-07, 1.79187964022276e-06, 1.0]"
7,"[1.0, 2.930234543896404e-08, 2.7791735135451745e-08, 7.2713373810984194e-06]"
8,"[2.986644540214911e-05, 7.700117748754565e-06, 0.9999791383743286, 0.006753498688340187]"
9,"[1.0, 4.528492425492914e-08, 1.1218605067142562e-07, 2.201466941187391e-06]"
10,"[0.000811045931186527, 1.3218318883900793e-07, 0.9999998807907104, 2.3083447331373463e-07]"
11,"[2.1899479179410264e-05, 1.0, 1.6666626834194176e-06, 3.654779163753119e-07]"
12,"[3.618733899202198e-06, 6.472798759205034e-07, 1.6814158243505517e-06, 1.0]"
13,"[7.495652425859589e-06, 1.3549824871006422e-06, 1.6543411902603111e-06, 1.0]"
14,"[2.37759351762179e-07, 3.7322334378586675e-07, 5.0113640099880286e-06, 1.0]"
15,"[0.9999891519546509, 0.06188429147005081, 4.2805940125845154e-08, 0.3967863619327545]"
16,"[1.0, 1.2519340941707924e-07, 1.48994175219741e-07, 2.0942038645443972e-06]"
17,"[0.9999939203262329, 0.8597619533538818, 2.5054507659660885e-06, 0.9991180300712585]"
18,"[0.005218192003667355, 0.05009488761425018, 9.506698552286252e-05, 0.9991233944892883]"
19,"[3.790208666032413e-06, 0.0015522881876677275, 1.5022676791431877e-07, 0.999996542930603]"
20,"[0.00029476004419848323, 1.7282503677051864e-06, 1.966993323776478e-07, 1.0]"
21,"[3.1684550776844844e-05, 4.096493171346083e-07, 1.79187964022276e-06, 1.0]"
22,"[6.187689791659068e-07, 6.361948180710897e-05, 0.9999152421951294, 0.19741290807724]"
23,"[2.718242910759727e-07, 0.9243340492248535, 1.073130064810357e-07, 0.9991317391395569]"
24,"[3.7206405067991e-08, 0.007716007065027952, 0.9950388073921204, 0.0008630804950371385]"
25,"[2.05114224627323e-06, 6.010787956256536e-07, 6.294903300840815e-07, 1.0]"
26,"[1.3815805459671537e-06, 3.4439965475030476e-06, 1.0, 3.5568658063311887e-07]"
27,"[1.2316566426306963e-05, 5.07591948917252e-07, 2.151982243958628e-06, 1.0]"
28,"[0.0005159330903552473, 6.828225878052763e-07, 0.002441238611936569, 0.9999997615814209]"
29,"[0.9999996423721313, 3.951440774585535e-08, 1.0119981652678689e-07, 0.00037706398870795965]"
30,"[0.35342735052108765, 1.8678096580515557e-07, 0.9999998807907104, 0.005806968081742525]"
31,"[7.529996219091117e-05, 2.028928292929777e-06, 3.222936300062429e-07, 1.0]"
32,"[3.853139787679538e-05, 1.0895549849010422e-06, 8.090602932497859e-06, 1.0]"
33,"[0.0006297780782915652, 0.250925749540329, 2.09058612199442e-06, 0.9995050430297852]"
34,"[0.9999651908874512, 0.999862551689148, 0.0004881108761765063, 0.9999860525131226]"
35,"[1.4226810662876233e-06, 0.000874331861268729, 0.9999991655349731, 8.798532746823184e-08]"
36,"[0.00033176090801134706, 3.182448563165963e-05, 0.9999997615814209, 9.761131423147162e-07]"
37,"[0.9715898036956787, 0.0165006835013628, 0.998261034488678, 0.0017042502295225859]"
38,"[1.4375771570485085e-05, 1.0, 3.2415341593150515e-06, 1.3886586991418426e-08]"
39,"[0.9999926090240479, 3.897896405646861e-08, 0.005789548624306917, 2.568554464232875e-06]"
40,"[1.8301424233868602e-06, 1.0, 2.6927202725346433e-06, 9.137794876323824e-08]"
41,"[0.9999246597290039, 1.0, 7.130570884328336e-05, 0.0023868288844823837]"
42,"[4.160312073508976e-06, 1.0, 3.0936309940443607e-06, 2.1445334397185434e-08]"
43,"[0.0002016287762671709, 1.0, 1.1489033795442083e-06, 3.5401426234926703e-09]"
44,"[0.00010776247654575855, 1.0, 4.415842909111234e-07, 1.7949774644421268e-07]"
45,"[1.8301424233868602e-06, 1.0, 2.6927202725346433e-06, 9.137794876323824e-08]"
46,"[0.038804907351732254, 0.0007139146910049021, 0.23140949010849, 0.7181396484375]"
47,"[1.6297618685712223e-06, 1.0, 3.446194341449882e-06, 8.697221431930302e-08]"
48,"[2.4576800115028163e-06, 3.4682777823036304e-06, 1.0, 2.0924281329826044e-07]"
49,"[0.9816728830337524, 0.9999998807907104, 3.929975207483949e-07, 7.110502792784246e-06]"
50,"[1.0, 1.0891564983239732e-07, 8.085407188218596e-08, 2.425792445137631e-06]"
51,"[6.45797726406272e-08, 0.9999998807907104, 0.00029600481502711773, 3.8526685841588915e-08]"
52,"[3.518072117003612e-05, 1.0, 2.1389305402408354e-06, 1.0041495812629364e-07]"
53,"[1.0, 5.5599713277842966e-08, 7.351646047482063e-08, 1.1320472367515322e-05]"
