index,logits
341,"[0.9999442100524902, 0.00013254683290142566, 3.726747308974154e-05, 0.00013411210966296494]"
81,"[0.00017835017933975905, 0.9999500513076782, 9.806574234971777e-05, 6.84517144691199e-05]"
182,"[0.00017642673628870398, 0.9999489784240723, 0.0001003921206574887, 6.630559073528275e-05]"
229,"[0.000172505751834251, 0.9999512434005737, 9.464727190788835e-05, 7.568958244519308e-05]"
76,"[2.922135900007561e-05, 0.9999656677246094, 0.08675917237997055, 2.2013302441337146e-05]"
356,"[0.00014617375563830137, 0.00033659962355159223, 0.0002166010526707396, 0.9999316930770874]"
475,"[0.9999454021453857, 0.00015061910380609334, 3.316893344162963e-05, 0.00013783246686216444]"
483,"[0.00013334801769815385, 0.0003348463214933872, 0.00023558529210276902, 0.9999279975891113]"
138,"[1.0247990758216474e-05, 0.19367076456546783, 0.9999339580535889, 3.743199340533465e-05]"
221,"[0.0006315161008387804, 0.9999871253967285, 0.0005352698499336839, 2.839484477590304e-05]"
148,"[0.0005429831799119711, 0.00021924838074482977, 0.00012751916074194014, 0.9999526739120483]"
418,"[0.0004374340642243624, 0.9999749660491943, 5.5262065870920196e-05, 0.00013310894428286701]"
474,"[0.9999701976776123, 0.00033309677382931113, 3.466567795840092e-05, 0.00012296585191506892]"
194,"[0.0001677638792898506, 0.9999493360519409, 0.00010579069930827245, 6.702650716761127e-05]"
126,"[0.9999467134475708, 0.00015223176160361618, 3.600676791393198e-05, 0.0001254789822269231]"
77,"[0.00016894713917281479, 0.9999490976333618, 0.00010140960512217134, 6.880380533402786e-05]"
248,"[0.00024380540708079934, 0.9999611377716064, 0.00010551857849350199, 6.086229768698104e-05]"
68,"[0.00016823083569761366, 0.9999477863311768, 0.00010231867781840265, 6.696785567328334e-05]"
155,"[0.9031716585159302, 0.00011729690595529974, 2.3911648895591497e-05, 0.9999834299087524]"
158,"[0.00013287407637108117, 0.00041828336543403566, 0.00023795246670488268, 0.9999451637268066]"
291,"[0.00018573740089777857, 0.9999505281448364, 9.31499307625927e-05, 6.951209797989577e-05]"
272,"[0.9999412298202515, 0.00013358818250708282, 3.448735878919251e-05, 0.00013741514703724533]"
13,"[0.9999423027038574, 0.00013330364890862256, 3.645298056653701e-05, 0.00013129845319781452]"
