index,logits
0,"[0.9991727471351624, 0.003012334695085883, 0.0029589717742055655, 0.004059053957462311]"
1,"[0.9758620858192444, 0.9826021194458008, 0.0010899797780439258, 0.9620372653007507]"
2,"[0.9990342855453491, 0.0024935519322752953, 0.0036996505223214626, 0.003758151549845934]"
3,"[0.9990243911743164, 0.0023526318836957216, 0.00399760203436017, 0.0037432201206684113]"
4,"[0.9921008944511414, 0.0009545912034809589, 0.0014566801255568862, 0.07826624065637589]"
5,"[0.999121367931366, 0.002995055168867111, 0.0029712060932070017, 0.003524324158206582]"
6,"[0.9859057664871216, 0.002578987507149577, 0.01832427643239498, 0.001988902222365141]"
7,"[0.02069610357284546, 0.0015215962193906307, 0.997683048248291, 0.0022781910374760628]"
8,"[0.0032371324487030506, 0.9989334940910339, 0.0030395081266760826, 0.0025437544099986553]"
9,"[0.003687565680593252, 0.01584271527826786, 0.00360775925219059, 0.9990392923355103]"
10,"[0.9992802739143372, 0.010158020071685314, 0.002211717888712883, 0.0028375699184834957]"
11,"[0.004402877297252417, 0.004067163914442062, 0.004383347928524017, 0.9990981817245483]"
12,"[0.9892472624778748, 0.007524954155087471, 0.001064293785020709, 0.06726980209350586]"
13,"[0.00346485897898674, 0.006377122830599546, 0.00432481337338686, 0.9991680383682251]"
14,"[0.9966855645179749, 0.002055979799479246, 0.0007729281205683947, 0.04792804643511772]"
15,"[0.0039758277125656605, 0.004311067517846823, 0.004534258507192135, 0.9990405440330505]"
16,"[0.0012865295866504312, 0.0019803999457508326, 0.0336405374109745, 0.9937252402305603]"
17,"[0.9991616010665894, 0.006957434583455324, 0.0015282081440091133, 0.006676333490759134]"
18,"[0.017077134922146797, 0.580270528793335, 0.0005874195485375822, 0.9323102831840515]"
19,"[0.9877598881721497, 0.5328121781349182, 0.0005904785357415676, 0.0007646474987268448]"
20,"[0.004921564366668463, 0.9981926083564758, 0.0017259037122130394, 0.03079366870224476]"
21,"[0.002719162730500102, 0.004497666377574205, 0.006414446514099836, 0.998513400554657]"
22,"[0.021411027759313583, 0.9947452545166016, 0.0018054036190733314, 0.0014862274983897805]"
23,"[0.017523426562547684, 0.0032895461190491915, 0.0017947808373719454, 0.997907280921936]"
24,"[0.0029740608297288418, 0.004894979763776064, 0.005341606214642525, 0.9989026784896851]"
25,"[0.0015124513301998377, 0.9980568289756775, 0.003417703090235591, 0.006714355666190386]"
26,"[0.25648143887519836, 5.4937132517807186e-05, 0.2454109638929367, 0.09750946611166]"
27,"[0.007079471834003925, 0.0032111594919115305, 0.003277490148320794, 0.9988065958023071]"
28,"[0.9900014400482178, 0.00039436822407878935, 0.08107168972492218, 0.0020597842521965504]"
29,"[0.0007083487580530345, 0.9959383010864258, 0.016789520159363747, 0.004057273268699646]"
30,"[0.9758620858192444, 0.9826021194458008, 0.0010899797780439258, 0.9620372653007507]"
31,"[0.9877026677131653, 0.0007291033398360014, 0.24289043247699738, 0.0007728990749455988]"
32,"[0.00357842817902565, 0.005168446805328131, 0.0035200316924601793, 0.998879611492157]"
33,"[0.0025678412057459354, 0.003150578122586012, 0.007820360362529755, 0.998434841632843]"
34,"[0.00346485897898674, 0.006377122830599546, 0.00432481337338686, 0.9991680383682251]"
35,"[0.003829597495496273, 0.9992719292640686, 0.0030340624507516623, 0.00259187794290483]"
36,"[0.00293655414134264, 0.9986088871955872, 0.001252265297807753, 0.011926018632948399]"
37,"[0.020206360146403313, 0.9988279938697815, 0.0038134558126330376, 0.0034025751519948244]"
38,"[0.00493144104257226, 0.9993415474891663, 0.002312992699444294, 0.0028816042467951775]"
39,"[0.04707096517086029, 0.9978245496749878, 0.0016612245235592127, 0.0013635759241878986]"
40,"[0.0028425867203623056, 0.9990847110748291, 0.00236794026568532, 0.0035671545192599297]"
41,"[0.1673816591501236, 0.00553987268358469, 0.00048645611968822777, 0.9664214849472046]"
42,"[0.004197937902063131, 0.9992189407348633, 0.0027788563165813684, 0.0025972221046686172]"
43,"[0.006092287600040436, 0.9993734955787659, 0.003092141356319189, 0.0030169780366122723]"
44,"[0.004795699380338192, 0.9993029832839966, 0.002838627900928259, 0.0029805595986545086]"
45,"[0.0031012045219540596, 0.9992008805274963, 0.003235569456592202, 0.002633919008076191]"
46,"[0.0027085477486252785, 0.9990906715393066, 0.0029587987810373306, 0.002994226524606347]"
47,"[0.1872374266386032, 0.0013114555040374398, 0.0018659710185602307, 0.968992292881012]"
48,"[0.9991610050201416, 0.0030661369673907757, 0.004021689295768738, 0.00290843122638762]"
49,"[0.9989519119262695, 0.011229276657104492, 0.0018284483812749386, 0.002676277421414852]"
50,"[0.9758620858192444, 0.9826021194458008, 0.0010899797780439258, 0.9620372653007507]"
51,"[0.0032507632859051228, 0.9992064833641052, 0.002645577769726515, 0.0033476923126727343]"
52,"[0.9984872341156006, 0.0016786361811682582, 0.013693997636437416, 0.0013482087524607778]"
53,"[0.9758620858192444, 0.9826021194458008, 0.0010899797780439258, 0.9620372653007507]"
