index,logits
434,"[0.0004423004575073719, 0.0002482071577105671, 0.0008018402149900794, 0.9998728036880493]"
332,"[0.9999549388885498, 0.00223017786629498, 9.289161971537396e-05, 5.397622226155363e-05]"
185,"[0.0004089261346962303, 0.9998972415924072, 9.769174357643351e-05, 0.0001392961567034945]"
139,"[0.00029980065301060677, 0.0016253925859928131, 0.0002393516042502597, 0.9999191761016846]"
433,"[0.00032589409966021776, 0.9999455213546753, 3.72778122255113e-05, 0.004556695464998484]"
395,"[0.0004181309195701033, 0.0002884823770727962, 0.000672948663122952, 0.9998672008514404]"
32,"[0.0004476680187508464, 0.00024054631649050862, 0.0009470088989473879, 0.9998840093612671]"
209,"[5.4793094022898003e-05, 0.028993835672736168, 0.9999326467514038, 9.823972504818812e-05]"
534,"[0.0002679419703781605, 0.000262495712377131, 0.9998871088027954, 0.000528463744558394]"
313,"[0.00026304239872843027, 0.0002449578605592251, 0.9998853206634521, 0.0005828758585266769]"
535,"[0.0002728862746153027, 0.00021833779464941472, 0.9998791217803955, 0.0006230821600183845]"
197,"[0.0004339912557043135, 0.999901294708252, 9.693212632555515e-05, 0.00013626522559206933]"
29,"[0.0005131693324074149, 0.00020326158846728504, 0.0008911501499824226, 0.999873161315918]"
242,"[0.9952804446220398, 0.9998633861541748, 0.00018027277837973088, 5.296803647070192e-05]"
128,"[0.0003776566591113806, 0.0005460151587612927, 0.0005824216059409082, 0.999913215637207]"
481,"[0.003510180627927184, 0.00023902414250187576, 0.9999164342880249, 0.00012211821740493178]"
59,"[0.00048189403605647385, 0.9999366998672485, 8.82601598277688e-05, 0.00024595597642473876]"
451,"[0.02344202809035778, 3.635504253907129e-05, 0.9999061822891235, 0.0004874675942119211]"
383,"[0.0012278483482077718, 0.000127699866425246, 0.0013223219430074096, 0.9999215602874756]"
194,"[0.9999537467956543, 0.002713538473471999, 7.917547918623313e-05, 5.666795186698437e-05]"
92,"[0.9999513626098633, 0.00039999044383876026, 0.00019176892237737775, 0.0001330433296971023]"
503,"[8.879511733539402e-05, 0.0060181026346981525, 0.9999529123306274, 0.00019007809169124812]"
469,"[0.0006735101342201233, 0.9999387264251709, 8.066623558988795e-05, 0.0001750790688674897]"
169,"[0.9999721050262451, 0.0004920674255117774, 5.6347922509303316e-05, 0.006624053232371807]"
179,"[0.00039453236968256533, 0.9999104738235474, 9.19427620829083e-05, 0.00018310119048692286]"
12,"[0.0011381106451153755, 0.9999542236328125, 6.578648753929883e-05, 0.00018513904069550335]"
204,"[0.9999368190765381, 0.0005328597617335618, 0.00016565814439672977, 7.456298044417053e-05]"
527,"[0.9999430179595947, 0.000523716036695987, 0.0002350912254769355, 6.624889647355303e-05]"
477,"[0.0004285155446268618, 0.9999173879623413, 9.578540630172938e-05, 0.00017647049389779568]"
367,"[0.00027819641400128603, 0.00017069933528546244, 0.0036050621420145035, 0.9998353719711304]"
