index,logits
0,"[3.131436301373469e-07, 1.0, 2.6201337277598213e-06, 7.320527117826714e-08]"
1,"[0.0008989846101030707, 8.647201354960998e-08, 0.9999990463256836, 4.206213270663284e-05]"
2,"[3.594180270738434e-06, 0.9999998807907104, 1.4767040283913957e-06, 2.0023630753485122e-08]"
3,"[0.9999998807907104, 1.4050779384433554e-07, 6.046525982128514e-07, 6.337998001981759e-07]"
4,"[8.086082743830048e-06, 9.305212188337464e-06, 1.0, 5.942686698290345e-07]"
5,"[3.714681724886759e-06, 1.0, 2.622933834572905e-07, 9.16728026822966e-08]"
6,"[0.9999998807907104, 6.415412912019747e-08, 1.5964890565101086e-07, 1.3130925253790338e-06]"
7,"[0.9999998807907104, 7.696205273077794e-08, 1.3418876960713533e-06, 2.6129848720302107e-06]"
8,"[2.7004629643556655e-08, 4.805503976967884e-07, 0.001960906432941556, 0.9999984502792358]"
9,"[0.21576865017414093, 6.580702347491751e-07, 5.516100372915389e-06, 0.9868819117546082]"
10,"[0.08356416970491409, 0.00037257958319969475, 4.318802382385911e-08, 0.7771704196929932]"
11,"[0.9999998807907104, 1.6874285790891008e-07, 2.731589802351664e-06, 1.103549038816709e-06]"
12,"[1.844910144654932e-07, 9.419032949153916e-07, 2.3389413854602026e-06, 1.0]"
13,"[0.9999501705169678, 4.2651871012822085e-07, 0.005776151083409786, 1.0967942216666415e-06]"
14,"[3.994730946033087e-07, 1.0, 7.4544559538480826e-06, 1.9198252232399682e-07]"
15,"[1.900791539810598e-05, 1.3601205864688382e-05, 1.0, 8.147879952957737e-07]"
16,"[1.4892791888598822e-08, 3.913963269042142e-07, 0.00015102738689165562, 0.9999998807907104]"
17,"[9.777018931345083e-06, 0.9997228980064392, 1.5799477637301607e-07, 0.02723274938762188]"
18,"[5.017576398813617e-08, 9.231770263795624e-07, 4.023251221951796e-06, 1.0]"
19,"[1.4703875876875827e-06, 0.9999996423721313, 2.6887330022873357e-05, 1.3550561561714858e-06]"
20,"[5.565011207409043e-08, 7.271353865689889e-07, 4.05456648877589e-06, 1.0]"
21,"[0.0001492510491516441, 0.00024175269936677068, 0.999997615814209, 7.351509702857584e-05]"
22,"[0.999998927116394, 0.00017339873011223972, 2.130284883605782e-06, 6.746109193045413e-06]"
23,"[3.175732388172037e-08, 2.75807615253143e-05, 0.9999995231628418, 0.0005781928775832057]"
24,"[1.690364292983304e-08, 0.9707849621772766, 8.353734983757022e-07, 0.5033466219902039]"
25,"[0.9686875939369202, 2.415620201645652e-07, 0.9977243542671204, 0.26101499795913696]"
26,"[1.936612170538865e-05, 3.31486535287695e-06, 1.0, 7.070802894304506e-07]"
27,"[0.9996867179870605, 8.023011446312012e-07, 6.466089416790055e-06, 0.014637717045843601]"
28,"[2.68438409278815e-08, 0.9999979734420776, 3.204243057552958e-06, 0.00018705968977883458]"
29,"[0.9999998807907104, 2.681140642835089e-07, 3.8044444039542213e-08, 2.366378794249613e-06]"
30,"[1.3175649016261559e-08, 6.071309144317638e-07, 8.625491318525746e-06, 1.0]"
31,"[0.9999998807907104, 2.995787156123697e-07, 4.1956869978321265e-08, 5.354573204385815e-06]"
32,"[7.34221501375032e-08, 1.448769353373791e-06, 4.415347575559281e-06, 1.0]"
33,"[0.5169932842254639, 1.6939434743790116e-08, 3.503735968024557e-07, 0.999646782875061]"
34,"[0.9999998807907104, 2.7617889486464264e-07, 5.718842643887001e-08, 4.309477390052052e-06]"
35,"[0.9999998807907104, 2.2394718257601198e-07, 5.6545133020335925e-08, 2.999116759383469e-06]"
36,"[1.0, 3.5816873378280434e-07, 4.522726442246494e-07, 4.612844008988759e-07]"
37,"[1.6694526493665762e-05, 0.0638120248913765, 0.4574844241142273, 0.7086989879608154]"
38,"[1.0915767916230834e-06, 0.8764146566390991, 0.9995394945144653, 2.5780915180462216e-09]"
39,"[5.942193297414633e-07, 4.288116315365187e-07, 0.9999755620956421, 0.20966500043869019]"
40,"[0.9999992847442627, 6.933850045243162e-07, 4.140988210110663e-07, 4.970806003257167e-06]"
41,"[0.8375791907310486, 0.9987534284591675, 2.9230001530322625e-08, 5.0954529484670275e-09]"
42,"[4.1523527727349574e-08, 0.0015526569914072752, 1.8625477196110296e-06, 0.9999935626983643]"
43,"[5.959013833489735e-07, 1.0, 5.719731461795163e-07, 1.508776108494203e-07]"
44,"[1.2211174293952354e-07, 7.472289098586771e-07, 1.674224904490984e-06, 1.0]"
45,"[9.942239032056932e-09, 0.9999886751174927, 1.0059400068485047e-07, 0.012449647299945354]"
46,"[4.286930277430656e-07, 0.9999997615814209, 1.6309606962749967e-06, 3.412150817894144e-06]"
47,"[4.2403533484502987e-07, 1.0, 8.099690944618487e-07, 3.1733716809867474e-07]"
48,"[5.813855636915832e-07, 1.0, 6.569810580003832e-07, 1.8414966973523406e-07]"
49,"[0.007961121387779713, 0.9997097849845886, 9.182676841135162e-09, 0.000125212682178244]"
50,"[1.7693901099846698e-07, 1.0, 7.058985715957533e-07, 1.750828744206956e-07]"
51,"[1.2302925824769773e-06, 1.0, 1.3709088761970634e-06, 2.952668296529737e-07]"
52,"[1.1449323977785753e-07, 4.4948845356884704e-07, 3.695181248986046e-06, 1.0]"
53,"[4.61452600575285e-06, 0.007531022187322378, 0.9999967813491821, 1.3787557406885753e-07]"
54,"[0.0009154881117865443, 0.9995978474617004, 0.010853116400539875, 1.1461948723479054e-08]"
55,"[1.0, 3.2478155844728462e-06, 1.5172128087215242e-07, 2.281388447045174e-07]"
56,"[0.9999692440032959, 0.08208228647708893, 2.6926400664706307e-08, 1.1130197208331083e-07]"
57,"[0.004725300241261721, 0.0003265282139182091, 7.806747817085125e-06, 1.0]"
58,"[0.029482921585440636, 0.9999998807907104, 2.5032986741280183e-06, 1.311770461143169e-07]"
59,"[1.294006235497136e-09, 0.9989964365959167, 1.0150599791813875e-06, 0.2726556062698364]"
60,"[0.9999998807907104, 2.6792693574861914e-07, 1.9745177937124936e-08, 2.8358995223243255e-06]"
61,"[1.0, 2.492528494713042e-07, 2.6786281637214415e-07, 3.801339971687412e-06]"
62,"[2.853403957558953e-09, 0.9999896287918091, 8.192446330212988e-06, 0.0002508308971300721]"
63,"[0.9999998807907104, 5.53503809896938e-07, 2.733971768975607e-07, 1.3827352631778922e-06]"
64,"[1.0, 9.296406346948061e-07, 1.41655874585922e-07, 1.0248443231830606e-06]"
65,"[2.1019182838699635e-07, 3.818843197223032e-07, 1.4471785334535525e-06, 1.0]"
66,"[1.4562070660417703e-08, 1.950211981238681e-06, 5.511588824447244e-06, 1.0]"
67,"[3.340265038787038e-06, 0.00010334396210964769, 1.0, 2.0235492570463975e-07]"
68,"[1.4669138863609987e-06, 1.0, 5.265752633931697e-07, 1.0064159994271904e-07]"
69,"[0.9999998807907104, 3.6404125580702384e-07, 8.486729541345994e-08, 4.2735723582154606e-06]"
70,"[1.0, 6.661061343038455e-05, 1.8214695955975913e-06, 2.324498382222373e-06]"
71,"[2.8255229267415416e-07, 1.0, 5.938754270573554e-07, 2.7472071906231577e-07]"
72,"[4.450222235163892e-08, 0.999997615814209, 0.00016921490896493196, 5.810907168779522e-07]"
73,"[3.547424682892597e-07, 1.0, 6.195283503984683e-07, 3.8002599467290565e-07]"
