index,logits
0,"[1.0, 1.7391877236150322e-06, 3.204861087624522e-08, 2.1809109966852702e-06]"
1,"[1.0, 4.66259280074155e-06, 8.086964697895382e-08, 1.404041427122138e-06]"
2,"[0.9999998807907104, 3.8259859138634056e-05, 3.47450033189034e-08, 9.904025546347839e-07]"
3,"[0.004551801364868879, 3.055029083043337e-05, 0.9997947812080383, 8.31507218634897e-09]"
4,"[1.0, 3.211012426618254e-06, 1.0757716495390923e-07, 1.8105982917404617e-06]"
5,"[0.999607264995575, 3.2267649885397987e-07, 0.006728604901582003, 5.093337307471302e-08]"
6,"[1.0, 9.230009254679317e-07, 2.0243466281044675e-07, 1.5936535646687844e-06]"
7,"[1.0, 1.0456775498823845e-06, 4.930054231522263e-08, 5.623570359603036e-06]"
8,"[2.0789431800949387e-05, 1.3293742995301727e-06, 0.9039150476455688, 0.8864980936050415]"
9,"[3.3384614539500035e-07, 0.0003698342479765415, 8.167257874447387e-06, 0.9999840259552002]"
10,"[1.0, 4.315060380122304e-07, 1.1176978631510792e-07, 5.176485046831658e-06]"
11,"[1.0, 5.476192200148944e-06, 4.251699081692095e-08, 8.489697620461811e-07]"
12,"[1.0, 1.1213710422453005e-05, 6.917055372923642e-08, 5.499552457877144e-07]"
13,"[0.9999996423721313, 7.995783590786232e-08, 0.0001319278235314414, 2.2341795613556314e-07]"
14,"[5.309330504132959e-07, 1.0, 5.93966660744627e-07, 8.329725460498594e-07]"
15,"[2.5719573386595584e-05, 1.8231534113510861e-06, 2.872021923394641e-06, 0.9999998807907104]"
16,"[1.5245898055127327e-07, 0.999996542930603, 0.0014583991141989827, 2.0863585348251945e-07]"
17,"[1.7881088751892094e-06, 1.6483174647419219e-07, 1.0, 3.7282566722751653e-07]"
18,"[7.236272267618915e-06, 0.935433030128479, 0.8372788429260254, 4.196571126158233e-07]"
19,"[0.630744218826294, 0.9906221032142639, 5.9023186622653157e-05, 2.0973539349711245e-08]"
20,"[1.004250748337654e-06, 1.1198674201295944e-06, 1.0, 6.424332354981743e-07]"
21,"[1.7185370779770892e-06, 1.0414652251711232e-07, 7.173367976065492e-06, 0.9999922513961792]"
22,"[2.2507398722559913e-10, 0.00138614303432405, 8.540772250853479e-05, 0.9999973773956299]"
23,"[1.182267155286354e-07, 1.0845628395372842e-07, 0.9999990463256836, 0.0001712652447167784]"
24,"[9.26668963074917e-06, 0.9999563694000244, 1.3084937563689891e-05, 0.8945790529251099]"
25,"[1.0, 6.141955282146228e-07, 1.2572931495924422e-07, 4.30449517807574e-06]"
26,"[1.576638908318273e-08, 3.9996207306103315e-06, 4.818858769795042e-07, 1.0]"
27,"[1.576638908318273e-08, 3.9996207306103315e-06, 4.818858769795042e-07, 1.0]"
28,"[4.959810695481792e-08, 2.7885378131031757e-06, 3.5258150887784723e-07, 1.0]"
29,"[2.5969949746240673e-08, 3.5124082842230564e-06, 4.939937525705318e-07, 1.0]"
30,"[3.123082592537685e-07, 3.6318888874120603e-07, 1.0, 9.703235264169052e-07]"
31,"[1.0, 1.4415886653296184e-05, 2.428976486612555e-08, 2.7073303954239236e-06]"
32,"[0.8336833119392395, 0.999256432056427, 1.926943404839676e-08, 0.000409500120440498]"
