index,logits
0,"[0.9999997615814209, 4.3815598473884165e-06, 5.161077751836274e-07, 4.05793161917245e-06]"
1,"[1.0, 3.750409405256505e-06, 1.1107118780273595e-06, 2.1485111574293114e-05]"
2,"[0.9931580424308777, 0.00024683482479304075, 0.04855860769748688, 5.332398131940863e-07]"
3,"[0.0004963975516147912, 9.770689757715445e-06, 0.9999276399612427, 1.801966618586448e-06]"
4,"[1.0, 9.115866305364762e-06, 1.0708420631999616e-05, 1.061754119291436e-05]"
5,"[0.807699978351593, 1.0502819947078024e-08, 0.8581669926643372, 4.430486114870291e-06]"
6,"[0.9999997615814209, 9.357579955349138e-08, 1.1562487088667694e-05, 1.1150036698381882e-06]"
7,"[0.9999998807907104, 7.05067634498846e-07, 5.827850486639363e-07, 9.145969670498744e-06]"
8,"[0.17707295715808868, 1.0501718605837596e-08, 2.3978258468559943e-05, 0.9992532134056091]"
9,"[0.999997615814209, 6.636727448494639e-06, 5.6701839667994136e-08, 0.00013399719318840653]"
10,"[0.9999995231628418, 1.4594262154332682e-07, 2.81271718449716e-06, 4.3442505557322875e-06]"
11,"[0.9999998807907104, 5.92249421060842e-07, 1.103968133975286e-05, 4.359342824500345e-07]"
12,"[0.9999998807907104, 0.0215217936784029, 2.622188333134545e-07, 2.5072023390748654e-07]"
13,"[0.9999984502792358, 4.720315516237861e-08, 0.0003723202389664948, 1.1682558209713534e-07]"
14,"[1.5254306163114961e-05, 0.9999997615814209, 1.0343920621380676e-05, 1.9871848166985728e-07]"
15,"[0.0008919256506487727, 1.1543536857061554e-05, 1.6172705727512948e-05, 0.9999959468841553]"
16,"[5.346960460883565e-05, 0.31779763102531433, 0.9996181726455688, 2.349683114744039e-07]"
17,"[8.060170131329869e-08, 2.098992581522907e-06, 1.0, 8.985166459751781e-06]"
18,"[1.1921814802917652e-05, 0.9756842255592346, 0.983634352684021, 8.058172085156912e-08]"
19,"[8.625960617791861e-06, 0.9999914169311523, 0.051926515996456146, 4.0746857621343224e-07]"
20,"[1.4211050824997074e-07, 0.0012000499991700053, 0.9999994039535522, 3.2123664368555183e-06]"
21,"[0.08210307359695435, 6.7233384015708e-07, 8.672307671986346e-08, 0.999995231628418]"
22,"[3.532381143145358e-08, 0.10611720383167267, 2.3879472337284824e-06, 0.9997929930686951]"
23,"[0.00032008334528654814, 1.175729812530335e-05, 1.2687441994785331e-05, 0.9999951124191284]"
24,"[0.9999905824661255, 0.3949493169784546, 7.434047438437119e-05, 7.069944695103914e-05]"
25,"[1.0, 6.83707594362204e-06, 7.612810009050008e-07, 2.99527505376318e-06]"
26,"[1.4905757552696741e-06, 3.4430145205988083e-06, 1.2025863043163554e-06, 1.0]"
27,"[1.4905757552696741e-06, 3.4430145205988083e-06, 1.2025863043163554e-06, 1.0]"
28,"[1.865498416009359e-05, 2.0112931906624e-06, 5.44416536740755e-07, 1.0]"
29,"[6.048970590200042e-06, 2.2227712292988144e-07, 2.6192869881924707e-06, 1.0]"
30,"[0.032782215625047684, 9.69672214523598e-07, 7.557659387202875e-07, 0.9997805953025818]"
31,"[0.999995231628418, 0.0015986040234565735, 3.411251014995287e-08, 6.038794890628196e-05]"
32,"[0.1238688975572586, 0.9960837364196777, 1.1013810308213579e-06, 4.988310138287488e-06]"
33,"[8.965804454419413e-07, 3.200797891622642e-06, 4.58247413916979e-05, 0.9999997615814209]"
34,"[0.0002231998078059405, 0.0009268196299672127, 3.2029852548021154e-08, 0.9999983310699463]"
35,"[1.4893279853822605e-07, 0.5348796248435974, 1.9099147152701335e-07, 0.9998507499694824]"
36,"[4.5591465891448024e-07, 0.42275723814964294, 0.9552050828933716, 0.000633575429674238]"
37,"[0.03441354259848595, 0.999994158744812, 0.0020016466733068228, 0.0035979249514639378]"
38,"[0.9999688863754272, 7.047887606859149e-08, 0.0006225114339031279, 5.026081998948939e-05]"
39,"[5.6422098992925385e-08, 0.0009131203405559063, 7.401773018500535e-06, 0.999998927116394]"
40,"[0.0028327612672001123, 0.0011817248305305839, 0.9994233846664429, 5.3336520977609325e-06]"
41,"[0.0005571470246650279, 4.998101417186263e-07, 2.404111455689417e-06, 0.9999990463256836]"
42,"[5.025439804740017e-06, 0.981300950050354, 1.803716997983429e-07, 0.6933992505073547]"
43,"[1.8270074519932678e-07, 1.4689829868075321e-06, 0.9999309778213501, 0.10109691321849823]"
44,"[1.6391047665820224e-06, 3.741497130249627e-05, 2.3947295630932786e-06, 1.0]"
45,"[6.876971951896849e-07, 0.7316886186599731, 0.9781419634819031, 4.7787758376216516e-05]"
46,"[0.9808390140533447, 0.9996235370635986, 2.397352773186867e-06, 2.587682672583469e-07]"
47,"[0.9999982118606567, 0.9565293192863464, 1.3166198868930223e-06, 1.6634076018817723e-06]"
48,"[0.0005236943252384663, 0.9999573230743408, 6.0347767430357635e-05, 0.9684547781944275]"
49,"[0.9999759197235107, 1.289435567741748e-05, 2.891565782192629e-05, 9.566995231580222e-07]"
50,"[0.00027440651319921017, 0.9990170001983643, 3.692602206228912e-07, 0.10509492456912994]"
51,"[3.3727519621606916e-06, 0.9999998807907104, 2.196086597905378e-06, 2.264896693304763e-06]"
52,"[0.0006276885978877544, 1.0, 2.8511794880614616e-05, 3.403892151254695e-06]"
53,"[7.188392828538781e-06, 0.9999997615814209, 7.275034477061126e-06, 5.147172714714543e-07]"
54,"[2.3732266072329367e-06, 0.9999998807907104, 1.2401781532389577e-05, 8.371039825760818e-07]"
55,"[5.978521585348062e-05, 0.9999998807907104, 8.923931454773992e-05, 7.156681476772064e-06]"
56,"[5.737254468840547e-05, 0.5832391977310181, 0.9997511506080627, 6.811959565311554e-07]"
57,"[0.9999982118606567, 4.040581188746728e-06, 2.8077913157176226e-05, 2.8074162401026115e-05]"
58,"[7.848334462323692e-06, 0.9999997615814209, 1.0805022611748427e-05, 5.422402864496689e-07]"
