index,logits
535,"[0.6731005311012268, 0.0005261214100755751, 0.997524082660675, 0.0026395819149911404]"
477,"[0.9988866448402405, 0.0032229928765445948, 0.005244527943432331, 0.0028684348799288273]"
65,"[0.001963626593351364, 0.9992109537124634, 0.014198238030076027, 0.004225267097353935]"
134,"[0.9987021684646606, 0.004187002778053284, 0.0023236763663589954, 0.003152648452669382]"
462,"[0.005153270438313484, 0.0075312210246920586, 0.005425774492323399, 0.998478353023529]"
40,"[0.009130515158176422, 0.006960743106901646, 0.004402971360832453, 0.9989331364631653]"
304,"[0.004611219745129347, 0.005236260127276182, 0.9988810420036316, 0.005690604913979769]"
301,"[0.9986553192138672, 0.004102496430277824, 0.0024094583932310343, 0.0030024643056094646]"
372,"[0.01061294786632061, 0.005444456823170185, 0.0045530288480222225, 0.9988730549812317]"
216,"[0.003423922462388873, 0.9990955591201782, 0.005270135588943958, 0.0035338588058948517]"
132,"[0.9993021488189697, 0.03365695849061012, 0.0007835500291548669, 0.0034460220485925674]"
270,"[0.0031806582119315863, 0.9990241527557373, 0.004323560744524002, 0.0040815151296556]"
14,"[0.0046152882277965546, 0.005283899139612913, 0.9989256262779236, 0.00582963228225708]"
521,"[0.004726110026240349, 0.005078629590570927, 0.9988744854927063, 0.0056980992667376995]"
545,"[0.004646774847060442, 0.005380102898925543, 0.9988908171653748, 0.005461677443236113]"
504,"[0.0045866649597883224, 0.0056849257089197636, 0.9989230036735535, 0.005313079338520765]"
440,"[0.004873592872172594, 0.0050876992754638195, 0.9989346861839294, 0.005790946073830128]"
15,"[0.004762648139148951, 0.005130634177476168, 0.9988822340965271, 0.005594623740762472]"
505,"[0.004642176441848278, 0.007935847155749798, 0.9992138147354126, 0.005615894217044115]"
377,"[0.003925656899809837, 0.014997127465903759, 0.003991301637142897, 0.9987503290176392]"
237,"[0.0009264814434573054, 0.9844688773155212, 0.9950814247131348, 0.0018928302451968193]"
407,"[0.004343519918620586, 0.01921186037361622, 0.0033437202218919992, 0.9989462494850159]"
7,"[0.9985015392303467, 0.0009001271100714803, 0.05697255581617355, 0.0025247386656701565]"
219,"[0.007209818810224533, 0.9993343949317932, 0.0027771731838583946, 0.004192628897726536]"
409,"[0.004940223414450884, 0.005718150641769171, 0.9991015195846558, 0.00598227558657527]"
426,"[0.8298026919364929, 0.9992602467536926, 0.0017982295248657465, 0.003783242544159293]"
340,"[0.004562419839203358, 0.005646624136716127, 0.9989217519760132, 0.005397768225520849]"
430,"[0.002523504663258791, 0.998964786529541, 0.0068451943807303905, 0.0034222013782709837]"
207,"[0.0011871815659105778, 0.32309287786483765, 0.9992616772651672, 0.0019321928266435862]"
458,"[0.006742638535797596, 0.0060413312166929245, 0.015524273738265038, 0.999201238155365]"
73,"[0.002536681480705738, 0.9988501071929932, 0.005209453869611025, 0.003685761708766222]"
