index,logits
148,"[0.9932512640953064, 0.44587790966033936, 0.044210564345121384, 0.004002885427325964]"
315,"[0.05634301155805588, 0.993249773979187, 0.022562280297279358, 0.018354155123233795]"
274,"[0.9358859658241272, 0.03545915335416794, 0.006445595063269138, 0.9884501695632935]"
621,"[0.017532261088490486, 0.04784011095762253, 0.9946001768112183, 0.02171323075890541]"
534,"[0.021900104358792305, 0.151712566614151, 0.014882275834679604, 0.9937463998794556]"
93,"[0.25112393498420715, 0.9948939085006714, 0.015760386362671852, 0.013070820830762386]"
229,"[0.9952520132064819, 0.13259738683700562, 0.022182749584317207, 0.00916413962841034]"
614,"[0.8744682669639587, 0.008244951255619526, 0.9507809281349182, 0.009825772605836391]"
448,"[0.9927341938018799, 0.8316149115562439, 0.008715955540537834, 0.018314223736524582]"
452,"[0.9931714534759521, 0.015250805765390396, 0.03722432628273964, 0.03634769842028618]"
191,"[0.01957819238305092, 0.04527740553021431, 0.9947307109832764, 0.02106114663183689]"
611,"[0.02505428157746792, 0.04761933907866478, 0.9955449104309082, 0.018522804602980614]"
480,"[0.01744505949318409, 0.7254290580749512, 0.008673316799104214, 0.9829429388046265]"
573,"[0.040676482021808624, 0.9922327995300293, 0.025206981226801872, 0.0211582500487566]"
78,"[0.9941906929016113, 0.058236006647348404, 0.05921339988708496, 0.008240862749516964]"
31,"[0.9842416644096375, 0.8900359272956848, 0.01058194600045681, 0.008674148470163345]"
94,"[0.9945610165596008, 0.34473472833633423, 0.018010836094617844, 0.006616643164306879]"
217,"[0.9946032166481018, 0.13379378616809845, 0.02094658836722374, 0.010308820754289627]"
186,"[0.06781485676765442, 0.17631423473358154, 0.009337707422673702, 0.9963839054107666]"
103,"[0.9937921166419983, 0.6410399675369263, 0.012950890697538853, 0.007905896753072739]"
113,"[0.2683514356613159, 0.9942639470100403, 0.011603397317230701, 0.01454195287078619]"
224,"[0.9939895868301392, 0.04526032134890556, 0.024814903736114502, 0.014704565517604351]"
362,"[0.8792509436607361, 0.18300892412662506, 0.965060830116272, 0.002439203904941678]"
369,"[0.9915928840637207, 0.029393605887889862, 0.05225533992052078, 0.010819468647241592]"
27,"[0.03764054924249649, 0.22151190042495728, 0.01001847442239523, 0.9951990246772766]"
230,"[0.9915564060211182, 0.022712653502821922, 0.047837644815444946, 0.014488291926681995]"
461,"[0.9940741658210754, 0.016842102631926537, 0.022053958848118782, 0.06967055052518845]"
490,"[0.039572376757860184, 0.991878867149353, 0.02369687892496586, 0.021273935213685036]"
564,"[0.03992008417844772, 0.9925369620323181, 0.027766041457653046, 0.01967940293252468]"
246,"[0.021346906200051308, 0.9432573914527893, 0.0065529560670256615, 0.9073220491409302]"
507,"[0.9884145259857178, 0.8481936454772949, 0.020274585112929344, 0.005039122421294451]"
638,"[0.019259074702858925, 0.04746313393115997, 0.9948830604553223, 0.020753858610987663]"
34,"[0.04220632463693619, 0.9930387139320374, 0.025731178000569344, 0.023326367139816284]"
560,"[0.4113297462463379, 0.9939350485801697, 0.009882939048111439, 0.013625347055494785]"
204,"[0.9914745092391968, 0.017049016430974007, 0.0384199284017086, 0.021418128162622452]"
237,"[0.9953567385673523, 0.17525920271873474, 0.018674133345484734, 0.009519522078335285]"
426,"[0.03889860957860947, 0.33692777156829834, 0.007717861793935299, 0.9931854009628296]"
554,"[0.01728808507323265, 0.9584983587265015, 0.00825209729373455, 0.8438673615455627]"
282,"[0.9848405718803406, 0.023596858605742455, 0.007603353820741177, 0.9202950596809387]"
33,"[0.03544824197888374, 0.9922278523445129, 0.022256452590227127, 0.02906891144812107]"
17,"[0.03806370496749878, 0.9920483231544495, 0.024120723828673363, 0.022057408466935158]"
579,"[0.03525836393237114, 0.9924741387367249, 0.03361457958817482, 0.019204340875148773]"
228,"[0.9942469596862793, 0.05312119051814079, 0.02593863569200039, 0.016879387199878693]"
460,"[0.02862660586833954, 0.08211081475019455, 0.015394332818686962, 0.9934032559394836]"
383,"[0.9908707737922668, 0.01727081462740898, 0.08110161870718002, 0.013322358950972557]"
501,"[0.03961816057562828, 0.991663932800293, 0.019893158227205276, 0.025017868727445602]"
235,"[0.9930358529090881, 0.7397065162658691, 0.014171132817864418, 0.007063858676701784]"
195,"[0.07542180269956589, 0.03999241068959236, 0.9957808256149292, 0.012687251903116703]"
337,"[0.11523663997650146, 0.9938082098960876, 0.017716199159622192, 0.015997087582945824]"
281,"[0.9948129653930664, 0.0271011795848608, 0.018231261521577835, 0.04520046338438988]"
254,"[0.024273669347167015, 0.9793389439582825, 0.006286130286753178, 0.6201691031455994]"
430,"[0.9657319784164429, 0.0978025421500206, 0.647196352481842, 0.030462052673101425]"
232,"[0.9944135546684265, 0.392643541097641, 0.016379384323954582, 0.00814859103411436]"
551,"[0.02134118415415287, 0.9000731706619263, 0.006561681162565947, 0.9389505982398987]"
241,"[0.027677103877067566, 0.28401991724967957, 0.011637572199106216, 0.9948651194572449]"
184,"[0.9922326803207397, 0.0234766136854887, 0.04310445114970207, 0.01504342071712017]"
484,"[0.03543158248066902, 0.9920924305915833, 0.023663870990276337, 0.028668366372585297]"
285,"[0.08424865454435349, 0.058429863303899765, 0.010853428393602371, 0.9958167672157288]"
568,"[0.040359772741794586, 0.9928420782089233, 0.028763804584741592, 0.020001238211989403]"
581,"[0.03638311102986336, 0.9923667311668396, 0.03012373112142086, 0.02066698484122753]"
358,"[0.9912772178649902, 0.7687308192253113, 0.04662410542368889, 0.0035913989413529634]"
100,"[0.04214247688651085, 0.9917784333229065, 0.02147522009909153, 0.02153998613357544]"
476,"[0.031402722001075745, 0.46123164892196655, 0.00888137612491846, 0.9928305745124817]"
24,"[0.01860811561346054, 0.4704490005970001, 0.011754539795219898, 0.9920684099197388]"
127,"[0.2855593264102936, 0.030968423932790756, 0.9945904016494751, 0.008349798619747162]"
352,"[0.060709740966558456, 0.9931203126907349, 0.020391130819916725, 0.019053630530834198]"
547,"[0.011147997342050076, 0.1104811355471611, 0.9950069189071655, 0.019386982545256615]"
391,"[0.3710874021053314, 0.994479775428772, 0.014148463495075703, 0.011518455110490322]"
416,"[0.994604766368866, 0.06449244171380997, 0.02336835488677025, 0.014695409685373306]"
521,"[0.09930366277694702, 0.26175105571746826, 0.010008093900978565, 0.9959149956703186]"
563,"[0.9855746030807495, 0.011860467493534088, 0.32941871881484985, 0.009829354472458363]"
250,"[0.03499770164489746, 0.9910747408866882, 0.009670348837971687, 0.0997186079621315]"
283,"[0.05248204991221428, 0.07938503473997116, 0.011474154889583588, 0.9953413009643555]"
400,"[0.04588064178824425, 0.9930880665779114, 0.02745898626744747, 0.02114930935204029]"
136,"[0.9916786551475525, 0.014039699919521809, 0.0717841163277626, 0.0330139696598053]"
172,"[0.9899571537971497, 0.2978508472442627, 0.00439827935770154, 0.7638975977897644]"
115,"[0.9949257373809814, 0.3130568861961365, 0.01329717691987753, 0.00957402028143406]"
269,"[0.02275596186518669, 0.14300963282585144, 0.01356732938438654, 0.9934579730033875]"
613,"[0.99257493019104, 0.03527103364467621, 0.07562687993049622, 0.011658932082355022]"
616,"[0.03386053442955017, 0.027035359293222427, 0.9944023489952087, 0.019995244219899178]"
336,"[0.04805922135710716, 0.9930450320243835, 0.026186469942331314, 0.019465072080492973]"
387,"[0.9941493272781372, 0.05538786202669144, 0.02137949876487255, 0.01420576125383377]"
69,"[0.9906930327415466, 0.01738164946436882, 0.055105406790971756, 0.015692083165049553]"
403,"[0.05870802700519562, 0.13653826713562012, 0.00982112530618906, 0.9957979321479797]"
374,"[0.9930745363235474, 0.1012764647603035, 0.0385560505092144, 0.007588048931211233]"
286,"[0.06991108506917953, 0.11469496041536331, 0.009593219496309757, 0.9961063265800476]"
208,"[0.9926034808158875, 0.02708391845226288, 0.030986031517386436, 0.017450151965022087]"
1,"[0.9755723476409912, 0.010237439535558224, 0.6735670566558838, 0.009422384202480316]"
279,"[0.6197554469108582, 0.12053370475769043, 0.005593881011009216, 0.9964678287506104]"
170,"[0.9944975972175598, 0.05877773091197014, 0.02549942210316658, 0.012651213444769382]"
404,"[0.15154220163822174, 0.08181136846542358, 0.010327636264264584, 0.9967821836471558]"
225,"[0.9922616481781006, 0.024961600080132484, 0.04212041199207306, 0.014774111099541187]"
295,"[0.8188791871070862, 0.9909584522247314, 0.010007626377046108, 0.010744028724730015]"
375,"[0.9915068745613098, 0.023371374234557152, 0.04427724331617355, 0.014067244715988636]"
409,"[0.9885596632957458, 0.012483913451433182, 0.150981605052948, 0.013020331040024757]"
