index,logits
579,"[3.8516223867191e-05, 0.9998729228973389, 0.032403506338596344, 1.8186026863986626e-05]"
19,"[0.0001495734613854438, 0.9999672174453735, 8.379195060115308e-05, 0.0004919914645142853]"
268,"[0.0001818907621782273, 0.0003231994342058897, 0.0003622631775215268, 0.999904990196228]"
18,"[0.0001642496499698609, 0.00034849593066610396, 0.000381101097445935, 0.999904990196228]"
280,"[0.9999872446060181, 3.910330997314304e-05, 0.00012051086378050968, 0.03449229151010513]"
627,"[0.00020049521117471159, 0.999950647354126, 0.000157562259119004, 9.482379391556606e-05]"
596,"[0.9999593496322632, 0.00010066052345791832, 0.00019479566253721714, 0.00012757060176227242]"
557,"[0.00020301889162510633, 0.9999489784240723, 0.00043346700840629637, 4.090140282642096e-05]"
93,"[0.0001881993084680289, 0.9999473094940186, 0.0003194072633050382, 5.325110032572411e-05]"
381,"[0.9999626874923706, 0.00011911145702470094, 0.00027765557751990855, 8.73192839208059e-05]"
623,"[0.0004588934243656695, 0.00022260092373471707, 0.9999725818634033, 0.00018662071670405567]"
271,"[0.00017152752843685448, 0.0003909067308995873, 0.0003335578367114067, 0.9999110698699951]"
463,"[0.00020559749100357294, 0.9999572038650513, 0.00012931600213050842, 0.00013100069190841168]"
411,"[0.9999605417251587, 9.902384772431105e-05, 0.0003043340111616999, 9.169331315206364e-05]"
272,"[0.00016997674538288265, 0.0003414706152398139, 0.00036424543941393495, 0.9999030828475952]"
283,"[0.00016585917910560966, 0.0003515889111440629, 0.0003709632728714496, 0.9999048709869385]"
25,"[0.00017766414384823292, 0.0003612628788687289, 0.000340066704666242, 0.9999088048934937]"
273,"[0.9999911785125732, 5.497455276781693e-05, 9.550166578264907e-05, 0.14432069659233093]"
322,"[0.00020145026792306453, 0.9999468326568604, 0.0001606861042091623, 8.501460251864046e-05]"
116,"[0.9876954555511475, 0.9999504089355469, 8.530711784260347e-05, 3.860205106320791e-05]"
625,"[0.0005149983335286379, 0.00023176793183665723, 0.9999749660491943, 0.00017421692609786987]"
361,"[0.9999662637710571, 0.0001404828071827069, 0.00022227941371966153, 9.393820073455572e-05]"
470,"[0.00010916274914052337, 0.9999650716781616, 6.196629692567512e-05, 0.0015524824848398566]"
509,"[0.0003834507951978594, 0.999963641166687, 0.000120233089546673, 8.919755055103451e-05]"
96,"[0.0001872624270617962, 0.9999443292617798, 0.00017222142196260393, 8.253328269347548e-05]"
499,"[0.0001994402555283159, 0.9999513626098633, 0.0001450718118576333, 0.00010500426287762821]"
428,"[0.00018746072601061314, 0.00018186077068094164, 0.0010181623511016369, 0.9999163150787354]"
