index,logits
508,"[0.0013922766083851457, 0.0009260574006475508, 0.9997820258140564, 0.0003767585731111467]"
451,"[0.9998633861541748, 0.004071828909218311, 0.00019279764092061669, 0.0002574046957306564]"
258,"[0.0012575483415275812, 0.0023530975449830294, 0.000850315613206476, 0.9998432397842407]"
300,"[0.0005236990400590003, 0.999850869178772, 0.0002126911422237754, 0.001992574194446206]"
47,"[0.0005291452398523688, 0.9998657703399658, 0.00021879815903957933, 0.002125110710039735]"
152,"[0.0013111464213579893, 0.0009620534838177264, 0.9997879862785339, 0.0003898734285030514]"
522,"[0.0012717836070805788, 0.0014539120020344853, 0.0011670513777062297, 0.999798595905304]"
443,"[0.0009785691509023309, 0.0054259574972093105, 0.0006740607786923647, 0.9998831748962402]"
206,"[0.001121119363233447, 0.001080115558579564, 0.9997947812080383, 0.000413925270549953]"
431,"[0.0011161045404151082, 0.0022746073082089424, 0.0009779315441846848, 0.9998340606689453]"
403,"[0.00024564663181081414, 0.012069614604115486, 0.002369333989918232, 0.9997194409370422]"
42,"[0.9998119473457336, 0.0006023033056408167, 0.0003251780872233212, 0.000729704974219203]"
237,"[0.001052633742801845, 0.0018614126602187753, 0.0011288357200101018, 0.9998072981834412]"
306,"[0.0012010547798126936, 0.0011711395345628262, 0.9998144507408142, 0.00037684652488678694]"
225,"[0.001053278218023479, 0.0033139341976493597, 0.0008907838491722941, 0.9998679161071777]"
15,"[0.0009675895562395453, 0.0029176732059568167, 0.0009966337820515037, 0.999852180480957]"
272,"[0.0009859068086370826, 0.0020495280623435974, 0.0012822510907426476, 0.9998103976249695]"
570,"[0.0011936061782762408, 0.000990268774330616, 0.9997914433479309, 0.00042331538861617446]"
101,"[0.9998132586479187, 0.0007479449268430471, 0.00025011616526171565, 0.0007207398302853107]"
191,"[0.9998674392700195, 0.011571062728762627, 0.000225401294301264, 0.00013063855294603854]"
148,"[0.0015085958875715733, 0.0009541866020299494, 0.9997969269752502, 0.0003513320698402822]"
288,"[0.000553973310161382, 0.999852180480957, 0.0002785507240332663, 0.0012288116849958897]"
190,"[0.9997548460960388, 0.0007501067011617124, 0.00026604352751746774, 0.0005036516231484711]"
29,"[0.0011868254514411092, 0.0017213458195328712, 0.0011284028878435493, 0.9998173117637634]"
572,"[0.9996662139892578, 0.00026827966212294996, 9.133334242505953e-05, 0.9680041670799255]"
127,"[0.9997548460960388, 0.0005038775852881372, 0.0003747611481230706, 0.000591062125749886]"
