index,logits
0,"[0.014354148879647255, 0.9982884526252747, 0.002002950059249997, 0.001469753566198051]"
1,"[0.09240305423736572, 0.0012234756723046303, 0.9933030605316162, 0.0009001099970191717]"
2,"[0.01869216375052929, 0.0020814628805965185, 0.9979134202003479, 0.00175633339677006]"
3,"[0.9272502064704895, 0.09892428666353226, 0.00010792444663820788, 0.06240041181445122]"
4,"[0.9971440434455872, 0.0012229833519086242, 0.02894405834376812, 0.001271334826014936]"
5,"[0.9960682392120361, 0.0020251416135579348, 0.0020572843495756388, 0.03038991242647171]"
6,"[0.008356023579835892, 0.02843225747346878, 0.0035798668395727873, 0.999322772026062]"
7,"[0.9992631077766418, 0.003560248063877225, 0.00459645688533783, 0.0027273616287857294]"
8,"[0.007319939788430929, 0.001663343864493072, 0.997657299041748, 0.005050508305430412]"
9,"[0.011600390076637268, 0.002368359128013253, 0.9980645775794983, 0.0025954379234462976]"
10,"[0.0041406163945794106, 0.0042242263443768024, 0.9990621209144592, 0.00396703789010644]"
11,"[0.02152012661099434, 0.008329328149557114, 0.9896532893180847, 0.0006170929991640151]"
12,"[0.014910572208464146, 0.004486855119466782, 0.0040313806384801865, 0.9980968832969666]"
13,"[0.0016999397194013, 0.9972587823867798, 0.0013270354829728603, 0.11425609141588211]"
14,"[0.001422432716935873, 0.24085943400859833, 0.004457375966012478, 0.9952489733695984]"
15,"[0.0043946788646280766, 0.024703657254576683, 0.003832348855212331, 0.998634397983551]"
16,"[0.9994450211524963, 0.002960536628961563, 0.005609831772744656, 0.003089495236054063]"
17,"[0.2925354838371277, 0.9722796082496643, 6.430126813938841e-05, 0.45699602365493774]"
18,"[0.004731165710836649, 0.008041832596063614, 0.009802044369280338, 0.9989138841629028]"
19,"[0.09867330640554428, 0.00425857026129961, 0.0016428016824647784, 0.9904110431671143]"
20,"[0.0009870360372588038, 0.002959350124001503, 0.19420142471790314, 0.9859384894371033]"
21,"[0.008356023579835892, 0.02843225747346878, 0.0035798668395727873, 0.999322772026062]"
22,"[0.004539006855338812, 0.005546794272959232, 0.010233763605356216, 0.998428463935852]"
23,"[0.0001569278829265386, 0.4024296700954437, 0.1379188746213913, 0.14594200253486633]"
24,"[0.0020200787112116814, 0.010456393472850323, 0.013649169355630875, 0.9974009990692139]"
25,"[0.03127707540988922, 0.6550952196121216, 0.00015648156113456935, 0.6266582608222961]"
26,"[0.04042259603738785, 0.0017719495808705688, 0.00621950626373291, 0.9951100945472717]"
27,"[0.013620458543300629, 0.006094083655625582, 0.0048365904949605465, 0.9988308548927307]"
28,"[0.4009270668029785, 0.0020285858772695065, 0.001435107085853815, 0.9412958025932312]"
29,"[0.5519154667854309, 0.011394008994102478, 0.00023590447381138802, 0.9804390668869019]"
30,"[0.00786752998828888, 0.0026352684944868088, 0.9983124732971191, 0.003631741274148226]"
31,"[0.006508837454020977, 0.008306463249027729, 0.007333327084779739, 0.9987517595291138]"
32,"[0.0057617598213255405, 0.0120519008487463, 0.006289771292358637, 0.9991282820701599]"
33,"[0.001522009028121829, 0.9970025420188904, 0.0012230310821905732, 0.062094733119010925]"
34,"[0.11840948462486267, 0.9942930936813354, 0.0009618083713576198, 0.7983227968215942]"
35,"[0.004807199351489544, 0.0035749992821365595, 0.9989351630210876, 0.0038181631825864315]"
36,"[0.00464025791734457, 0.004314177669584751, 0.9991118311882019, 0.0038267350755631924]"
37,"[0.9993282556533813, 0.0062677012756466866, 0.003265266539528966, 0.0052335141226649284]"
38,"[0.003079010872170329, 0.9993886947631836, 0.0037166359834372997, 0.0036236147861927748]"
39,"[0.9993579983711243, 0.003065906697884202, 0.005106085911393166, 0.0027217462193220854]"
40,"[0.004462588578462601, 0.9993788003921509, 0.0029256746638566256, 0.011016106233000755]"
41,"[0.9996230602264404, 0.015800289809703827, 0.0037713139317929745, 0.004293419420719147]"
42,"[0.003427202347666025, 0.9994045495986938, 0.0029100843239575624, 0.0045087928883731365]"
43,"[0.004362216219305992, 0.9994627833366394, 0.002564916620030999, 0.005917070433497429]"
44,"[0.007162066176533699, 0.9994364380836487, 0.0030333991162478924, 0.0027874200604856014]"
45,"[0.004462588578462601, 0.9993788003921509, 0.0029256746638566256, 0.011016106233000755]"
46,"[0.019151704385876656, 0.9949959516525269, 0.00478694774210453, 0.000633093761280179]"
47,"[0.003109731012955308, 0.9994814991950989, 0.003079609479755163, 0.0043289996683597565]"
48,"[0.2525128424167633, 0.9899437427520752, 0.0013188996817916632, 0.0012155030854046345]"
49,"[0.9994980096817017, 0.011859646067023277, 0.001660392852500081, 0.005565864499658346]"
50,"[0.00991632416844368, 0.002624464686959982, 0.9986054301261902, 0.003014275571331382]"
