index,logits
0,"[0.9922661185264587, 0.17750999331474304, 0.0023981311824172735, 0.4623267352581024]"
1,"[0.9374111890792847, 0.4004203677177429, 0.007237880956381559, 0.43219128251075745]"
2,"[0.9359602928161621, 0.7589840888977051, 0.09736841171979904, 0.0163388941437006]"
3,"[0.9644988179206848, 0.6683420538902283, 0.02375517413020134, 0.05389352887868881]"
4,"[0.9412378072738647, 0.7453910708427429, 0.0327637679874897, 0.03682386875152588]"
5,"[0.7846545577049255, 0.6098193526268005, 0.21760672330856323, 0.06432200223207474]"
6,"[0.9494490027427673, 0.9180182814598083, 0.008248001337051392, 0.011476859450340271]"
7,"[0.8144342303276062, 0.8686622381210327, 0.1419476419687271, 0.017947835847735405]"
8,"[0.13923762738704681, 0.9370664954185486, 0.8166933655738831, 0.004628061782568693]"
9,"[0.08776465058326721, 0.7756600379943848, 0.9561538100242615, 0.011162330396473408]"
10,"[0.1144680380821228, 0.9002904295921326, 0.9194375276565552, 0.004013473633676767]"
11,"[0.3479810953140259, 0.9596925377845764, 0.6438295245170593, 0.0023642685264348984]"
12,"[0.9604099988937378, 0.5871865749359131, 0.039222877472639084, 0.05311301350593567]"
13,"[0.9557707905769348, 0.3039286136627197, 0.002852888312190771, 0.6354467868804932]"
14,"[0.04807371273636818, 0.9943841695785522, 0.30864110589027405, 0.003904272336512804]"
15,"[0.35550811886787415, 0.9188317656517029, 0.00531408004462719, 0.3489014506340027]"
16,"[0.8187392950057983, 0.21136856079101562, 0.000169466802617535, 0.9839259386062622]"
17,"[0.8329416513442993, 0.7208496928215027, 0.00011618438293226063, 0.8754295706748962]"
18,"[0.12485052645206451, 0.07469180226325989, 0.008947099559009075, 0.9950410723686218]"
19,"[0.5544576048851013, 0.20548701286315918, 0.003136885119602084, 0.9729312062263489]"
20,"[0.05633221194148064, 0.922426164150238, 0.7657995223999023, 0.015311717055737972]"
21,"[0.16087692975997925, 0.05320901423692703, 0.0028113611042499542, 0.9980039000511169]"
22,"[0.1318918615579605, 0.23667824268341064, 0.009146668016910553, 0.9824640154838562]"
23,"[0.19918790459632874, 0.8332799673080444, 0.21133644878864288, 0.15010011196136475]"
24,"[0.16543902456760406, 0.9690115451812744, 0.08300510793924332, 0.02770894207060337]"
25,"[0.43476536870002747, 0.8452900052070618, 0.022587500512599945, 0.24510256946086884]"
26,"[0.32174280285835266, 0.9313173294067383, 0.023051923140883446, 0.13889198005199432]"
27,"[0.9757080674171448, 0.7513006925582886, 0.011881520040333271, 0.04010823741555214]"
28,"[0.026768289506435394, 0.9324071407318115, 0.825591504573822, 0.01830744743347168]"
29,"[0.23598574101924896, 0.9510106444358826, 0.328900545835495, 0.012859908863902092]"
30,"[0.37596210837364197, 0.9026379585266113, 0.46347421407699585, 0.008321139961481094]"
31,"[0.4969375431537628, 0.8957662582397461, 0.24360419809818268, 0.023934049531817436]"
32,"[0.2841959595680237, 0.995387852191925, 0.04316483438014984, 0.0034130564890801907]"
33,"[0.4221343696117401, 0.9062015414237976, 0.24158959090709686, 0.024938426911830902]"
34,"[0.22896890342235565, 0.9967554211616516, 0.08704271912574768, 0.0011620019795373082]"
35,"[0.29508987069129944, 0.9052348732948303, 0.7255939841270447, 0.0058263554237782955]"
36,"[0.9980023503303528, 0.49924013018608093, 0.0012045365292578936, 0.04158533364534378]"
37,"[0.12117332220077515, 0.9974965453147888, 0.2041609138250351, 0.000554554455447942]"
38,"[0.5436539649963379, 0.9928492307662964, 0.021339455619454384, 0.0031448265071958303]"
39,"[0.48518264293670654, 0.9861393570899963, 0.1193840354681015, 0.0023802921641618013]"
40,"[0.8041689991950989, 0.9903407692909241, 0.001027492224238813, 0.022011540830135345]"
41,"[0.9852635860443115, 0.9619066715240479, 0.0008134224335663021, 0.008631658740341663]"
42,"[0.029103027656674385, 0.9951777458190918, 0.08836694061756134, 0.012948964722454548]"
43,"[0.046416014432907104, 0.9987547397613525, 0.07628943771123886, 0.0019199749222025275]"
44,"[0.7964211106300354, 0.9807804226875305, 0.029484817758202553, 0.005392533261328936]"
45,"[0.45680469274520874, 0.9940658807754517, 0.0034420681186020374, 0.008810780011117458]"
46,"[0.7565890550613403, 0.9649447202682495, 0.024488886818289757, 0.012802325189113617]"
47,"[0.4703097343444824, 0.9930967688560486, 0.006922360509634018, 0.010665097273886204]"
48,"[0.9841099977493286, 0.8486897349357605, 0.009617061354219913, 0.02105041779577732]"
49,"[0.9193984270095825, 0.9808892607688904, 0.0038024636451154947, 0.0073380246758461]"
50,"[0.9630385637283325, 0.9238833785057068, 0.030208006501197815, 0.00330894673243165]"
51,"[0.5600175261497498, 0.9841088652610779, 0.10731355845928192, 0.0018656993051990867]"
52,"[0.9073771238327026, 0.967833399772644, 0.004138237796723843, 0.02147578075528145]"
53,"[0.0570426806807518, 0.9951076507568359, 0.7828583717346191, 0.0001744541514199227]"
54,"[0.6912287473678589, 0.9519214630126953, 0.028687970712780952, 0.019891681149601936]"
55,"[0.6864914894104004, 0.9876161217689514, 0.000897284597158432, 0.03614726662635803]"
56,"[0.7927825450897217, 0.8148692846298218, 0.006176020950078964, 0.2770586609840393]"
57,"[0.79105544090271, 0.971696674823761, 0.014200600795447826, 0.01534507516771555]"
58,"[0.21425741910934448, 0.9489135146141052, 0.8811092972755432, 0.001450972631573677]"
59,"[0.9129053950309753, 0.8067446351051331, 0.24131670594215393, 0.004789063241332769]"
60,"[0.8931103944778442, 0.8224812746047974, 0.035928305238485336, 0.03674263879656792]"
61,"[0.8540676236152649, 0.9749817252159119, 0.0004024016088806093, 0.06576672941446304]"
62,"[0.6920496821403503, 0.9742853045463562, 0.029236219823360443, 0.01661161333322525]"
63,"[0.996112048625946, 0.7803674936294556, 0.005133002996444702, 0.0067128068767488]"
64,"[0.42821428179740906, 0.9644353985786438, 0.4465917944908142, 0.0015010135248303413]"
65,"[0.11861241608858109, 0.995183527469635, 0.10107234865427017, 0.003958314657211304]"
66,"[0.10987859219312668, 0.9865952730178833, 0.24283961951732635, 0.006310766562819481]"
67,"[0.9189863204956055, 0.9429001212120056, 0.028083572164177895, 0.00949618499726057]"
68,"[0.8691222667694092, 0.9393853545188904, 0.021692605689167976, 0.02030853182077408]"
69,"[0.6695230007171631, 0.8849843144416809, 0.06757088750600815, 0.0476018488407135]"
70,"[0.4551791846752167, 0.8563716411590576, 0.37861111760139465, 0.029626157134771347]"
71,"[0.4416513741016388, 0.909385085105896, 0.20943878591060638, 0.025973878800868988]"
72,"[0.6013004779815674, 0.9470524787902832, 0.03693579137325287, 0.03321810066699982]"
73,"[0.7371993064880371, 0.915205717086792, 0.022399937734007835, 0.05413251742720604]"
74,"[0.4503503739833832, 0.988523542881012, 0.050980545580387115, 0.006185584235936403]"
75,"[0.5193578600883484, 0.9803236722946167, 0.11891782283782959, 0.003841961733996868]"
76,"[0.8796019554138184, 0.9605222940444946, 0.02175547555088997, 0.011459977366030216]"
77,"[0.7956093549728394, 0.9453572034835815, 0.024646366015076637, 0.0221493411809206]"
78,"[0.8344528079032898, 0.9315611720085144, 0.025589244440197945, 0.02502395026385784]"
79,"[0.7895530462265015, 0.9344606995582581, 0.082868292927742, 0.009873560629785061]"
80,"[0.8919817209243774, 0.9622399806976318, 0.03940849006175995, 0.0031085768714547157]"
81,"[0.8665091395378113, 0.9567542672157288, 0.11288212239742279, 0.0028663284610956907]"
82,"[0.91001296043396, 0.9416919350624084, 0.06882153451442719, 0.004013324622064829]"
83,"[0.9794801473617554, 0.8873823285102844, 0.02321990206837654, 0.0029771788977086544]"
84,"[0.6759936809539795, 0.8570843935012817, 0.2791985869407654, 0.01860829070210457]"
85,"[0.35935527086257935, 0.9719599485397339, 0.15975099802017212, 0.009083672426640987]"
86,"[0.9415023326873779, 0.9174021482467651, 0.027209876105189323, 0.011912602931261063]"
87,"[0.14776009321212769, 0.9187703132629395, 0.82152259349823, 0.007651404477655888]"
88,"[0.3559146821498871, 0.9394519329071045, 0.43306127190589905, 0.007066826336085796]"
89,"[0.884463369846344, 0.8436335921287537, 0.07360818982124329, 0.022874850779771805]"
90,"[0.6327371001243591, 0.9762410521507263, 0.05954432114958763, 0.008585968986153603]"
91,"[0.933472752571106, 0.9161006212234497, 0.0661751925945282, 0.009194731712341309]"
92,"[0.30962586402893066, 0.9963434338569641, 0.029688259586691856, 0.00273537402972579]"
