index,logits
501,"[0.03428933024406433, 0.9898813366889954, 0.01952030323445797, 0.045776911079883575]"
227,"[0.06445830315351486, 0.05727577954530716, 0.02064346894621849, 0.9938998222351074]"
394,"[0.9915153980255127, 0.043580856174230576, 0.008707666769623756, 0.44338807463645935]"
6,"[0.025991450995206833, 0.0513523705303669, 0.991399884223938, 0.03175469860434532]"
402,"[0.027598312124609947, 0.9676347970962524, 0.007965580560266972, 0.6823198795318604]"
469,"[0.014871164225041866, 0.19258470833301544, 0.9927486777305603, 0.02730843797326088]"
226,"[0.06922469288110733, 0.04909162223339081, 0.021184658631682396, 0.9934788942337036]"
545,"[0.9901357293128967, 0.039517056196928024, 0.051202841103076935, 0.02544081024825573]"
529,"[0.9915329813957214, 0.08309067785739899, 0.02514415606856346, 0.025023816153407097]"
126,"[0.9910864233970642, 0.05761026591062546, 0.03903218358755112, 0.023442940786480904]"
377,"[0.0742601752281189, 0.047392603009939194, 0.022424791008234024, 0.9937390089035034]"
425,"[0.037065763026475906, 0.06795476377010345, 0.02509852685034275, 0.9909692406654358]"
516,"[0.9914331436157227, 0.08958964049816132, 0.03227081522345543, 0.018714308738708496]"
495,"[0.990982711315155, 0.07074886560440063, 0.03212415799498558, 0.021963823586702347]"
376,"[0.6285429000854492, 0.02107878401875496, 0.013858119957149029, 0.9924319982528687]"
17,"[0.02891498990356922, 0.04871738329529762, 0.991787850856781, 0.030145173892378807]"
330,"[0.025108102709054947, 0.053525637835264206, 0.9914273023605347, 0.031642209738492966]"
107,"[0.9911652207374573, 0.04303283616900444, 0.008586626499891281, 0.45173680782318115]"
157,"[0.026426322758197784, 0.05212880298495293, 0.9921160340309143, 0.03165722265839577]"
405,"[0.11786843836307526, 0.08811353892087936, 0.012451049871742725, 0.9940965175628662]"
345,"[0.9617845416069031, 0.0920412689447403, 0.004041831940412521, 0.9090925455093384]"
82,"[0.9919458031654358, 0.12843982875347137, 0.024156367406249046, 0.019273625686764717]"
140,"[0.9897953867912292, 0.0342269130051136, 0.04667924344539642, 0.03198641911149025]"
214,"[0.13879600167274475, 0.034145429730415344, 0.018130777403712273, 0.9937014579772949]"
51,"[0.04871607944369316, 0.9907005429267883, 0.019548341631889343, 0.03223544359207153]"
322,"[0.006727681495249271, 0.7471581697463989, 0.9833776950836182, 0.025812380015850067]"
45,"[0.11645937711000443, 0.049556851387023926, 0.015425247140228748, 0.9940072298049927]"
406,"[0.0298408605158329, 0.987234890460968, 0.011248198337852955, 0.15375806391239166]"
179,"[0.3921031653881073, 0.028461093083024025, 0.013407948426902294, 0.9940429329872131]"
222,"[0.2757084369659424, 0.036426298320293427, 0.013658755458891392, 0.9948354959487915]"
213,"[0.1422426402568817, 0.03508130833506584, 0.0165763720870018, 0.9936506152153015]"
75,"[0.9885996580123901, 0.5418140292167664, 0.012390686199069023, 0.011686800047755241]"
139,"[0.9501074552536011, 0.014293712563812733, 0.8487486243247986, 0.01383652351796627]"
15,"[0.02863808162510395, 0.07122991234064102, 0.9935669302940369, 0.026583727449178696]"
67,"[0.02815079502761364, 0.9854344129562378, 0.009932155720889568, 0.21153810620307922]"
109,"[0.9920851588249207, 0.0553731843829155, 0.020014071837067604, 0.06069587543606758]"
283,"[0.9088451266288757, 0.02167927287518978, 0.009581153281033039, 0.9781466126441956]"
256,"[0.9901105761528015, 0.04429113119840622, 0.034043796360492706, 0.0318753719329834]"
49,"[0.03603987395763397, 0.9900141954421997, 0.018778657540678978, 0.049737975001335144]"
413,"[0.10052962601184845, 0.990403413772583, 0.01063267420977354, 0.035744331777095795]"
393,"[0.2805487811565399, 0.03542546182870865, 0.9912773370742798, 0.013144310563802719]"
439,"[0.06386904418468475, 0.038918498903512955, 0.027345286682248116, 0.9933062195777893]"
382,"[0.06958343833684921, 0.04498271644115448, 0.02179783582687378, 0.99309903383255]"
60,"[0.03465420380234718, 0.9898087978363037, 0.019593877717852592, 0.045385684818029404]"
375,"[0.05724678188562393, 0.046685852110385895, 0.022946111857891083, 0.9923650622367859]"
141,"[0.9909994006156921, 0.05156734213232994, 0.024879122152924538, 0.040590010583400726]"
232,"[0.025655977427959442, 0.9900557994842529, 0.02812543883919716, 0.047635823488235474]"
311,"[0.8789856433868408, 0.01969001814723015, 0.012222004123032093, 0.9848749041557312]"
380,"[0.10867524147033691, 0.03579157218337059, 0.019630730152130127, 0.9934107661247253]"
540,"[0.00885456707328558, 0.40646427869796753, 0.9904510378837585, 0.026753677055239677]"
211,"[0.041876789182424545, 0.06109132990241051, 0.024479558691382408, 0.9922047257423401]"
355,"[0.1384085863828659, 0.028588060289621353, 0.022772029042243958, 0.9937574863433838]"
134,"[0.9907032251358032, 0.047403860837221146, 0.04083184897899628, 0.027334393933415413]"
315,"[0.025329770520329475, 0.063958078622818, 0.9925156235694885, 0.028288105502724648]"
317,"[0.9916589856147766, 0.03146235644817352, 0.01494219247251749, 0.22267426550388336]"
286,"[0.976991593837738, 0.0069676549173891544, 0.20053227245807648, 0.14685052633285522]"
