index,logits
0,"[0.9998621940612793, 8.02597205620259e-05, 0.000545402173884213, 0.0019107741536572576]"
1,"[0.9970045685768127, 0.00135351053904742, 0.0010914915474131703, 0.0032195632811635733]"
2,"[0.9999871253967285, 7.750934310024604e-05, 0.0008632548269815743, 0.00047275685938075185]"
3,"[0.0003774196084123105, 0.12669755518436432, 0.9996353387832642, 0.00010833894339157268]"
4,"[0.00041701775626279414, 0.001845203572884202, 0.9999195337295532, 0.002885320922359824]"
5,"[0.0014942893758416176, 0.0028517977334558964, 0.9998724460601807, 0.001717589795589447]"
6,"[0.00024849793408066034, 0.0011987379984930158, 0.9999374151229858, 0.0006220425711944699]"
7,"[0.9989838004112244, 0.0012824410805478692, 0.00037232806789688766, 0.005942688789218664]"
8,"[0.9999971389770508, 1.171919302578317e-05, 0.00013304738968145102, 0.0008152075461111963]"
9,"[0.000835460377857089, 0.001067095436155796, 0.9999163150787354, 0.0001703273446764797]"
10,"[0.0005519262631423771, 0.0009418600238859653, 0.9998812675476074, 0.003657331457361579]"
11,"[0.0007109968573786318, 0.0009236257756128907, 0.045020412653684616, 0.9976794123649597]"
12,"[0.00011958340473938733, 0.0003453081881161779, 0.0005389865254983306, 0.9999866485595703]"
13,"[0.00014033498882781714, 0.00022420764435082674, 0.00833625067025423, 0.9999532699584961]"
14,"[0.00015696439368184656, 0.00016276929818559438, 0.00014088871830608696, 0.9999940395355225]"
15,"[0.0007359252194873989, 0.000259013962931931, 0.002692126203328371, 0.9999189376831055]"
16,"[0.00043215497862547636, 0.0003380454727448523, 0.03239636868238449, 0.9977084398269653]"
17,"[0.0001904153177747503, 0.9991443157196045, 0.0005001434474252164, 0.0006042009335942566]"
18,"[0.0013264629524201155, 0.9999583959579468, 5.160396176506765e-05, 6.322684930637479e-05]"
19,"[0.001059647067449987, 0.9979732632637024, 0.016534697264432907, 0.0002429266896797344]"
20,"[7.718650886090472e-05, 0.9993114471435547, 0.01056450605392456, 0.00047582306433469057]"
21,"[7.949193241074681e-05, 0.9671366810798645, 0.5013462901115417, 3.3494616218376905e-05]"
