index,logits
0,"[0.9855205416679382, 0.00608828105032444, 0.005203514825552702, 0.9969916343688965]"
1,"[0.00023894666810519993, 7.37387679805579e-08, 0.029070798307657242, 0.8543022871017456]"
2,"[0.9999828338623047, 4.0242233012577344e-07, 0.10275224596261978, 3.733237363690023e-08]"
3,"[0.9999994039535522, 6.287422138484544e-07, 4.436890594661236e-05, 9.193598060619479e-08]"
4,"[0.0002107079781126231, 0.8660153150558472, 4.447269020602107e-05, 0.42348334193229675]"
5,"[0.4510584771633148, 0.3909805417060852, 0.13575349748134613, 1.3064048971500597e-06]"
6,"[1.0860619568120455e-06, 8.448559128737543e-06, 0.9999998807907104, 2.029048346230411e-06]"
7,"[1.2391236850817222e-05, 0.00012381629494484514, 0.9999911785125732, 0.00010150073649128899]"
8,"[0.0829758420586586, 0.9993550181388855, 1.413263532867859e-07, 3.558770004019607e-06]"
9,"[0.9999961853027344, 0.01964455470442772, 7.006626401562244e-05, 1.2049031994365578e-08]"
10,"[0.999984622001648, 0.00025497894966974854, 0.00021333477343432605, 4.9332804508139816e-08]"
11,"[6.212035805219784e-05, 4.525329586613225e-06, 0.9999998807907104, 3.9527120065940835e-07]"
12,"[0.9962276220321655, 0.00034650208544917405, 9.758109342783428e-08, 0.9922677874565125]"
13,"[0.9999994039535522, 8.61642365634907e-06, 0.00021302398818079382, 1.5677960618631914e-07]"
14,"[4.524004452832742e-06, 0.9999992847442627, 1.1133212751701649e-07, 9.081877578864805e-06]"
15,"[0.013106953352689743, 2.1505195491045015e-06, 0.9999750852584839, 2.9747901919563446e-08]"
16,"[0.9999251365661621, 3.70069537893869e-05, 0.9999661445617676, 8.192924383365607e-07]"
17,"[8.417380740866065e-05, 0.01173306629061699, 0.9999425411224365, 2.79877667708206e-07]"
18,"[0.8749931454658508, 0.0017277662409469485, 0.8785608410835266, 4.518484075788365e-08]"
19,"[0.9999992847442627, 0.00022388911747839302, 0.003546717343851924, 1.8093834341925685e-07]"
20,"[4.254015220794827e-05, 9.648656487115659e-06, 2.589944188002846e-07, 0.9999998807907104]"
21,"[4.339772488037852e-07, 0.9999995231628418, 3.733533503691433e-06, 1.157206725110882e-06]"
22,"[9.346454316983e-05, 0.9999933242797852, 4.2703968006208015e-07, 2.3291242541745305e-05]"
23,"[2.4056728875621047e-07, 0.06666015088558197, 4.430818592027208e-07, 0.9985451698303223]"
24,"[0.9999769926071167, 0.03569656237959862, 9.842674586479916e-08, 4.0263262945927636e-08]"
25,"[0.7700892686843872, 8.216898095270153e-06, 0.9858481884002686, 3.2505736271559726e-06]"
26,"[1.5407748321649706e-07, 0.9995808005332947, 1.806354106292929e-07, 0.5604262351989746]"
27,"[0.9890278577804565, 1.812426546621282e-07, 0.0013850148534402251, 0.0004706451727543026]"
28,"[0.0008294108556583524, 1.1008338560714037e-06, 5.634333319903817e-06, 0.9999517202377319]"
29,"[0.039549872279167175, 0.11079517006874084, 6.851539637864335e-07, 0.8283147811889648]"
30,"[9.072873945115134e-05, 0.42152634263038635, 0.8566481471061707, 0.00023875491751823574]"
31,"[9.691035529613146e-09, 0.994187593460083, 9.332340056289468e-08, 0.9636713862419128]"
32,"[0.0006339022074826062, 0.9999920129776001, 1.0452542653638375e-07, 5.215305236561107e-07]"
33,"[4.1182522636518115e-07, 0.9999998807907104, 1.835034737496244e-07, 1.0838005437108222e-05]"
34,"[0.9058777093887329, 2.7095153200207278e-05, 1.2684733974310802e-07, 0.9999967813491821]"
35,"[1.6249956615865813e-06, 2.3886827875685412e-06, 2.61033932247301e-07, 1.0]"
36,"[0.9995824694633484, 3.260658104409231e-06, 3.6649979051617265e-08, 0.3058417737483978]"
37,"[1.5534992598986719e-06, 6.135962757980451e-05, 1.124506752603338e-06, 0.9999997615814209]"
38,"[6.2154313127393834e-06, 2.676278882063343e-06, 6.841386834821606e-07, 1.0]"
39,"[2.983387048516306e-08, 0.9999701976776123, 0.002276333048939705, 9.774818863661494e-06]"
40,"[8.206507686736586e-07, 1.9066546883550473e-06, 7.900947593952878e-07, 0.9999998807907104]"
41,"[1.2621995892914128e-07, 0.9999957084655762, 1.1365512619931906e-07, 0.003208539681509137]"
42,"[5.887899533263408e-06, 3.5374457638681633e-06, 2.8954039521522645e-07, 0.9999998807907104]"
43,"[8.110711860354058e-06, 1.1574749123610673e-06, 1.5554174126464204e-07, 0.9999997615814209]"
44,"[2.650319947861135e-05, 0.9990899562835693, 0.30577483773231506, 1.4527856251334015e-07]"
45,"[7.567636930616572e-05, 2.753744956862647e-05, 6.014445830260229e-07, 0.9999995231628418]"
46,"[1.742707536322996e-05, 0.0012775370851159096, 1.2463688108255155e-06, 0.9999998807907104]"
47,"[0.9999251365661621, 3.70069537893869e-05, 0.9999661445617676, 8.192924383365607e-07]"
48,"[5.487042358254257e-07, 0.9999996423721313, 7.812586204636318e-07, 6.628219580306904e-06]"
49,"[3.650828830359387e-06, 0.9999997615814209, 2.952878503492684e-06, 8.5121223492024e-07]"
50,"[4.757397107368888e-07, 0.9999997615814209, 9.575803687766893e-07, 1.1970505511271767e-06]"
51,"[9.306294487032574e-06, 1.0, 1.5205429804154846e-07, 1.53411237988621e-05]"
