index,logits
0,"[0.8769485950469971, 0.6954906582832336, 0.07052277028560638, 0.45797494053840637]"
1,"[0.6490235924720764, 0.9316532015800476, 0.39272236824035645, 0.047726403921842575]"
2,"[0.8051803708076477, 0.6103037595748901, 0.14722517132759094, 0.5175104737281799]"
3,"[0.6151494383811951, 0.8527750968933105, 0.4372106194496155, 0.12062788754701614]"
4,"[0.8127581477165222, 0.9484716653823853, 0.22778595983982086, 0.026700859889388084]"
5,"[0.5248234272003174, 0.8312056660652161, 0.5772861838340759, 0.12386780232191086]"
6,"[0.7994120717048645, 0.5432413220405579, 0.10880949348211288, 0.6982529759407043]"
7,"[0.3007923662662506, 0.8693220019340515, 0.8214557766914368, 0.06380267441272736]"
8,"[0.41646304726600647, 0.861113429069519, 0.7275514602661133, 0.07520241290330887]"
9,"[0.8159806728363037, 0.9079922437667847, 0.18614481389522552, 0.08382315933704376]"
10,"[0.928303062915802, 0.8347901701927185, 0.04941941052675247, 0.21677912771701813]"
11,"[0.9139856696128845, 0.763745903968811, 0.04812254011631012, 0.3894388973712921]"
12,"[0.862776517868042, 0.8781675696372986, 0.09001314640045166, 0.18386410176753998]"
13,"[0.7578007578849792, 0.9148808121681213, 0.3352869749069214, 0.04698780179023743]"
14,"[0.3608347773551941, 0.8781353831291199, 0.7097792029380798, 0.07221001386642456]"
15,"[0.21853727102279663, 0.9173157811164856, 0.9052295088768005, 0.025723714381456375]"
16,"[0.4870522916316986, 0.8879623413085938, 0.6908117532730103, 0.05148938670754433]"
17,"[0.5843838453292847, 0.8914226293563843, 0.5074889659881592, 0.07117090374231339]"
18,"[0.47280922532081604, 0.8804846405982971, 0.7596862316131592, 0.04672987759113312]"
19,"[0.5233345031738281, 0.8977515697479248, 0.602019190788269, 0.05505254864692688]"
20,"[0.5260463953018188, 0.8787105083465576, 0.6290200352668762, 0.06441625952720642]"
21,"[0.8858409523963928, 0.493127703666687, 0.04869404062628746, 0.7763135433197021]"
22,"[0.8283663392066956, 0.7241896390914917, 0.0997101366519928, 0.45381009578704834]"
23,"[0.8228879570960999, 0.4558636546134949, 0.0882379487156868, 0.7755827903747559]"
24,"[0.9251535534858704, 0.32510706782341003, 0.010000542737543583, 0.9608264565467834]"
25,"[0.6146717071533203, 0.7601672410964966, 0.3755657374858856, 0.25655391812324524]"
26,"[0.8574852347373962, 0.8836092352867126, 0.13680319488048553, 0.10198719054460526]"
27,"[0.9150402545928955, 0.7235392928123474, 0.03555145859718323, 0.5315259099006653]"
28,"[0.8444406390190125, 0.7497773766517639, 0.14754895865917206, 0.2934127151966095]"
29,"[0.8733106255531311, 0.4627959430217743, 0.04666038975119591, 0.8091630339622498]"
30,"[0.793822169303894, 0.7368687391281128, 0.07588939368724823, 0.5324607491493225]"
31,"[0.7612267136573792, 0.7290113568305969, 0.16105400025844574, 0.4141445755958557]"
32,"[0.8663314580917358, 0.4465925991535187, 0.03663724660873413, 0.8770186305046082]"
33,"[0.6260336637496948, 0.8160694241523743, 0.3658367991447449, 0.18444779515266418]"
34,"[0.8454307317733765, 0.3153174817562103, 0.02837289869785309, 0.9557804465293884]"
35,"[0.8472940921783447, 0.5574562549591064, 0.045744508504867554, 0.7749513387680054]"
36,"[0.8074042201042175, 0.772754430770874, 0.17462076246738434, 0.26323962211608887]"
37,"[0.9591127038002014, 0.6374311447143555, 0.01352678332477808, 0.6531445384025574]"
38,"[0.8480483889579773, 0.7569045424461365, 0.19616588950157166, 0.23433594405651093]"
39,"[0.8668714761734009, 0.7538968920707703, 0.08028198778629303, 0.40182098746299744]"
40,"[0.8136351108551025, 0.4762853980064392, 0.0458609014749527, 0.8713632822036743]"
41,"[0.794359028339386, 0.5927785038948059, 0.09974417835474014, 0.6656851172447205]"
42,"[0.8445656895637512, 0.5633370876312256, 0.04124721139669418, 0.7852265238761902]"
43,"[0.8635714650154114, 0.5426713824272156, 0.04028087854385376, 0.7931416034698486]"
44,"[0.8223603963851929, 0.5519002676010132, 0.04551517963409424, 0.8060423731803894]"
45,"[0.23276276886463165, 0.8859045505523682, 0.860792875289917, 0.04437661170959473]"
46,"[0.09266989678144455, 0.9046162962913513, 0.9647946953773499, 0.02347302809357643]"
47,"[0.2506920099258423, 0.9592965245246887, 0.7851202487945557, 0.018793664872646332]"
48,"[0.22886672616004944, 0.9406588077545166, 0.9114573001861572, 0.014617249369621277]"
49,"[0.775398850440979, 0.9329329133033752, 0.3236270546913147, 0.034529753029346466]"
50,"[0.5121968388557434, 0.8742510080337524, 0.7017985582351685, 0.05122705549001694]"
51,"[0.30300959944725037, 0.9383846521377563, 0.7932699918746948, 0.025975435972213745]"
52,"[0.3489723801612854, 0.9627240896224976, 0.7432222366333008, 0.01531466469168663]"
53,"[0.3208720088005066, 0.9586009979248047, 0.7170337438583374, 0.020987732335925102]"
54,"[0.5896573662757874, 0.9211896657943726, 0.48693934082984924, 0.05038924142718315]"
55,"[0.3519189655780792, 0.9002975821495056, 0.8367286324501038, 0.03088006190955639]"
56,"[0.6059683561325073, 0.9267351031303406, 0.45988208055496216, 0.04356788098812103]"
57,"[0.6625714898109436, 0.9075946807861328, 0.4929003417491913, 0.04687516763806343]"
58,"[0.548618733882904, 0.9326756596565247, 0.5402058959007263, 0.03841366991400719]"
59,"[0.6449550986289978, 0.8827486634254456, 0.508488118648529, 0.06765297800302505]"
60,"[0.8764768242835999, 0.9374953508377075, 0.11300919950008392, 0.0552879199385643]"
61,"[0.5354704856872559, 0.8907462358474731, 0.5186477899551392, 0.08187238872051239]"
62,"[0.5634831190109253, 0.9332636594772339, 0.4809266924858093, 0.0413641519844532]"
63,"[0.5441451072692871, 0.9070813655853271, 0.4094332158565521, 0.08257511258125305]"
64,"[0.825684130191803, 0.8055221438407898, 0.12031301110982895, 0.2693950831890106]"
65,"[0.48198580741882324, 0.89865642786026, 0.5360441207885742, 0.07070980221033096]"
66,"[0.4790666401386261, 0.9597118496894836, 0.538932204246521, 0.023750750347971916]"
67,"[0.593228816986084, 0.9344860315322876, 0.3542759120464325, 0.05916694551706314]"
68,"[0.6963305473327637, 0.9015917778015137, 0.28646013140678406, 0.09384935349225998]"
69,"[0.6791870594024658, 0.9342764019966125, 0.2247687727212906, 0.06996326148509979]"
70,"[0.7451950311660767, 0.9170205593109131, 0.2840350866317749, 0.0697743222117424]"
71,"[0.47030434012413025, 0.9307154417037964, 0.6311661005020142, 0.04263860359787941]"
72,"[0.8497633337974548, 0.9281207919120789, 0.15133008360862732, 0.0550268180668354]"
73,"[0.5526734590530396, 0.9148732423782349, 0.6436429023742676, 0.03729322552680969]"
74,"[0.5132174491882324, 0.9643656611442566, 0.6609739661216736, 0.011820854619145393]"
75,"[0.6078001260757446, 0.8999403119087219, 0.46932026743888855, 0.06280165165662766]"
76,"[0.42855554819107056, 0.9347109198570251, 0.7375217080116272, 0.022883089259266853]"
77,"[0.4498269259929657, 0.9710030555725098, 0.3667963147163391, 0.026512740179896355]"
78,"[0.7437112927436829, 0.9094529747962952, 0.24686653912067413, 0.07162018865346909]"
79,"[0.7238831520080566, 0.9203694462776184, 0.2501473128795624, 0.07349129766225815]"
80,"[0.697239100933075, 0.9006599187850952, 0.3160075545310974, 0.0874737799167633]"
81,"[0.5543814897537231, 0.9655628204345703, 0.4263577461242676, 0.021937008947134018]"
82,"[0.7725886702537537, 0.883812665939331, 0.2139303833246231, 0.1108800619840622]"
83,"[0.7386831045150757, 0.9244921803474426, 0.2174101024866104, 0.07599502801895142]"
84,"[0.8011011481285095, 0.8691187500953674, 0.10870649665594101, 0.2089441567659378]"
85,"[0.9544873833656311, 0.7445961833000183, 0.02328985184431076, 0.4123625159263611]"
86,"[0.8513880968093872, 0.8712189793586731, 0.14325037598609924, 0.12222094088792801]"
87,"[0.6617584824562073, 0.886212944984436, 0.4747881293296814, 0.06817056983709335]"
88,"[0.6596157550811768, 0.8730957508087158, 0.4241957366466522, 0.09389755874872208]"
89,"[0.6805368661880493, 0.710224449634552, 0.38215360045433044, 0.273554265499115]"
90,"[0.41592589020729065, 0.8571932315826416, 0.7216127514839172, 0.07080589234828949]"
91,"[0.7268378734588623, 0.8140541315078735, 0.27147868275642395, 0.19405710697174072]"
92,"[0.659734845161438, 0.832375168800354, 0.38685932755470276, 0.1346849650144577]"
93,"[0.7904378771781921, 0.561383068561554, 0.08932845294475555, 0.7257722616195679]"
94,"[0.7639504671096802, 0.6568477749824524, 0.1600685715675354, 0.5001851916313171]"
95,"[0.8859901428222656, 0.6927638649940491, 0.04661935195326805, 0.5834640264511108]"
96,"[0.7050996422767639, 0.8341450691223145, 0.34277400374412537, 0.14207401871681213]"
97,"[0.6905338764190674, 0.7836063504219055, 0.30771273374557495, 0.22426940500736237]"
98,"[0.8038763999938965, 0.8011082410812378, 0.24563010036945343, 0.18583808839321136]"
