index,logits
0,"[0.9999986886978149, 9.030456567415968e-06, 2.8272525014472194e-05, 5.423777110991068e-05]"
1,"[0.9999138116836548, 0.003228515386581421, 3.1692964057583595e-06, 2.043759923253674e-05]"
2,"[0.9999608993530273, 4.495422399486415e-05, 9.718646469991654e-05, 0.00011977342364843935]"
3,"[0.9982662796974182, 0.0023609641939401627, 0.0007191083277575672, 0.0013539721257984638]"
4,"[0.9999988079071045, 2.0612449134205235e-06, 1.2813206922146492e-05, 1.5973639165167697e-05]"
5,"[0.9989487528800964, 0.0006029153009876609, 0.0006169691914692521, 0.0022502911742776632]"
6,"[0.008467521518468857, 0.00029391341377049685, 0.0005066593876108527, 0.9996992349624634]"
7,"[0.9999804496765137, 0.0003812477516476065, 2.0261159079382196e-05, 0.00010682815627660602]"
8,"[0.9993688464164734, 0.0002501244889572263, 0.0002737939648795873, 0.0072744376957416534]"
9,"[0.9997039437294006, 0.0007651992491446435, 6.016934275976382e-05, 0.0004993696347810328]"
10,"[0.9904336929321289, 0.10197655856609344, 3.586728416848928e-05, 0.0003508777008391917]"
11,"[0.9999836683273315, 9.983897325582802e-05, 2.3610300559084862e-05, 0.00013234147627372295]"
12,"[0.10932499170303345, 0.9401422142982483, 5.359493115975056e-06, 0.008422091603279114]"
13,"[0.9999033212661743, 0.00024750694865360856, 3.901053059962578e-05, 0.000333932985085994]"
14,"[0.9916884303092957, 0.0015039737336337566, 0.00715367216616869, 0.00037340846029110253]"
15,"[1.4700057363370433e-05, 0.0007589600281789899, 0.9999996423721313, 1.6762647646828555e-05]"
16,"[0.0005658896989189088, 0.006012693978846073, 0.9998019337654114, 0.00044279065332375467]"
17,"[0.0020359503105282784, 0.3868485391139984, 0.6663671135902405, 0.0014200136065483093]"
18,"[0.9041466116905212, 0.32548579573631287, 0.0035112379118800163, 8.123545558191836e-05]"
19,"[0.17051838338375092, 0.05144844949245453, 0.8013480305671692, 9.569820394972339e-05]"
20,"[0.001357190660201013, 0.003158657345920801, 0.9996778964996338, 0.0003601133939810097]"
